This frame - shifting deletion occurs just before the PAX6 stop codon and is predicted to cause translational read - through into the 3 ' untranslated region, generating a protein in which the last 5 amino acids of the C - terminal peptide are replaced by a 103 amino acid - extension.	"frame - shifting	5	21	Sequence"	"deletion	22	30	Sequence"	"PAX6	54	58	Gene_or_geneproduct"	"stop codon	59	69	Sequence"	"3 ' untranslated region	134	157	Sequence"	"protein	172	179	Chemical"	"amino acids	200	211	Chemical"	"C - terminal	219	231	Sequence"	"peptide	232	239	Sequence"	"replaced	244	252	Sequence"	"amino acid	262	272	Chemical"	"[{""token"": ""frame - shifting"", ""start_span"": 5, ""end_span"": 21, ""type"": ""Sequence""}, {""token"": ""deletion"", ""start_span"": 22, ""end_span"": 30, ""type"": ""Sequence""}, {""token"": ""PAX6"", ""start_span"": 54, ""end_span"": 58, ""type"": ""Gene_or_geneproduct""}, {""token"": ""stop codon"", ""start_span"": 59, ""end_span"": 69, ""type"": ""Sequence""}, {""token"": ""3 ' untranslated region"", ""start_span"": 134, ""end_span"": 157, ""type"": ""Sequence""}, {""token"": ""protein"", ""start_span"": 172, ""end_span"": 179, ""type"": ""Chemical""}, {""token"": ""amino acids"", ""start_span"": 200, ""end_span"": 211, ""type"": ""Chemical""}, {""token"": ""C - terminal"", ""start_span"": 219, ""end_span"": 231, ""type"": ""Sequence""}, {""token"": ""peptide"", ""start_span"": 232, ""end_span"": 239, ""type"": ""Sequence""}, {""token"": ""replaced"", ""start_span"": 244, ""end_span"": 252, ""type"": ""Sequence""}, {""token"": ""amino acid"", ""start_span"": 262, ""end_span"": 272, ""type"": ""Chemical""}]"
Although the full - length PAX6 protein is predominantly nuclear, there is good evidence in mouse, quail and nematode for an isoform that lacks the paired domain, is both nuclear and cytoplasmic, and binds DNA through the homeodomain alone [ 49 - 51].	"PAX6	27	31	Gene_or_geneproduct"	"protein	32	39	Chemical"	"nuclear	57	64	GO_ontology"	"mouse	92	97	Organism"	"quail	99	104	Organism"	"nematode	109	117	Organism"	"isoform	125	132	Sequence"	"domain	155	161	Sequence"	"nuclear	171	178	GO_ontology"	"cytoplasmic	183	194	GO_ontology"	"DNA	206	209	Sequence"	"[{""token"": ""PAX6"", ""start_span"": 27, ""end_span"": 31, ""type"": ""Gene_or_geneproduct""}, {""token"": ""protein"", ""start_span"": 32, ""end_span"": 39, ""type"": ""Chemical""}, {""token"": ""nuclear"", ""start_span"": 57, ""end_span"": 64, ""type"": ""GO_ontology""}, {""token"": ""mouse"", ""start_span"": 92, ""end_span"": 97, ""type"": ""Organism""}, {""token"": ""quail"", ""start_span"": 99, ""end_span"": 104, ""type"": ""Organism""}, {""token"": ""nematode"", ""start_span"": 109, ""end_span"": 117, ""type"": ""Organism""}, {""token"": ""isoform"", ""start_span"": 125, ""end_span"": 132, ""type"": ""Sequence""}, {""token"": ""domain"", ""start_span"": 155, ""end_span"": 161, ""type"": ""Sequence""}, {""token"": ""nuclear"", ""start_span"": 171, ""end_span"": 178, ""type"": ""GO_ontology""}, {""token"": ""cytoplasmic"", ""start_span"": 183, ""end_span"": 194, ""type"": ""GO_ontology""}, {""token"": ""DNA"", ""start_span"": 206, ""end_span"": 209, ""type"": ""Sequence""}]"
Although equal numbers of pups were born from MCAD + / + and MCAD - / - mice, only 41% of MCAD - / - mice survived to weaning as compared to 98% of MCAD + / + mice ( Table 1).	"MCAD	46	50	Gene_or_geneproduct"	"+	51	52	Sequence"	"+	55	56	Sequence"	"MCAD	61	65	Gene_or_geneproduct"	"mice	72	76	Organism"	"MCAD	90	94	Gene_or_geneproduct"	"mice	101	105	Organism"	"MCAD	148	152	Gene_or_geneproduct"	"+	153	154	Sequence"	"+	157	158	Sequence"	"mice	159	163	Organism"	"[{""token"": ""MCAD"", ""start_span"": 46, ""end_span"": 50, ""type"": ""Gene_or_geneproduct""}, {""token"": ""+"", ""start_span"": 51, ""end_span"": 52, ""type"": ""Sequence""}, {""token"": ""+"", ""start_span"": 55, ""end_span"": 56, ""type"": ""Sequence""}, {""token"": ""MCAD"", ""start_span"": 61, ""end_span"": 65, ""type"": ""Gene_or_geneproduct""}, {""token"": ""mice"", ""start_span"": 72, ""end_span"": 76, ""type"": ""Organism""}, {""token"": ""MCAD"", ""start_span"": 90, ""end_span"": 94, ""type"": ""Gene_or_geneproduct""}, {""token"": ""mice"", ""start_span"": 101, ""end_span"": 105, ""type"": ""Organism""}, {""token"": ""MCAD"", ""start_span"": 148, ""end_span"": 152, ""type"": ""Gene_or_geneproduct""}, {""token"": ""+"", ""start_span"": 153, ""end_span"": 154, ""type"": ""Sequence""}, {""token"": ""+"", ""start_span"": 157, ""end_span"": 158, ""type"": ""Sequence""}, {""token"": ""mice"", ""start_span"": 159, ""end_span"": 163, ""type"": ""Organism""}]"
Complete histopathologic examination of one group of mutant and MCAD + / + control mice after a 24 - h fast demonstrated diffuse microvesicular and macrovesicular hepatic steatosis in 6 - 8 - wk - old MCAD - / - mice whereas MCAD + / + mice had no histologic changes ( Figure 5A and 5B).	"mutant	53	59	Sequence"	"MCAD	64	68	Gene_or_geneproduct"	"+	69	70	Sequence"	"+	73	74	Sequence"	"mice	83	87	Organism"	"MCAD	201	205	Gene_or_geneproduct"	"mice	212	216	Organism"	"MCAD	225	229	Gene_or_geneproduct"	"+	230	231	Sequence"	"+	234	235	Sequence"	"mice	236	240	Organism"	"[{""token"": ""mutant"", ""start_span"": 53, ""end_span"": 59, ""type"": ""Sequence""}, {""token"": ""MCAD"", ""start_span"": 64, ""end_span"": 68, ""type"": ""Gene_or_geneproduct""}, {""token"": ""+"", ""start_span"": 69, ""end_span"": 70, ""type"": ""Sequence""}, {""token"": ""+"", ""start_span"": 73, ""end_span"": 74, ""type"": ""Sequence""}, {""token"": ""mice"", ""start_span"": 83, ""end_span"": 87, ""type"": ""Organism""}, {""token"": ""MCAD"", ""start_span"": 201, ""end_span"": 205, ""type"": ""Gene_or_geneproduct""}, {""token"": ""mice"", ""start_span"": 212, ""end_span"": 216, ""type"": ""Organism""}, {""token"": ""MCAD"", ""start_span"": 225, ""end_span"": 229, ""type"": ""Gene_or_geneproduct""}, {""token"": ""+"", ""start_span"": 230, ""end_span"": 231, ""type"": ""Sequence""}, {""token"": ""+"", ""start_span"": 234, ""end_span"": 235, ""type"": ""Sequence""}, {""token"": ""mice"", ""start_span"": 236, ""end_span"": 240, ""type"": ""Organism""}]"
Cultures of mouse embryo fibroblasts generated from Sam68 + / + and Sam68 - / - littermates were induced to differentiate into adipocytes with culture medium containing pioglitazone and the Sam68 - / - mouse embryo fibroblasts shown to have impaired adipocyte differentiation.	"mouse	12	17	Organism"	"fibroblasts	25	36	Cell"	"Sam68	52	57	Gene_or_geneproduct"	"+	58	59	Sequence"	"+	62	63	Sequence"	"Sam68	68	73	Gene_or_geneproduct"	"adipocytes	127	137	Cell"	"Sam68	190	195	Gene_or_geneproduct"	"mouse	202	207	Organism"	"fibroblasts	215	226	Cell"	"adipocyte	250	259	Cell"	"[{""token"": ""mouse"", ""start_span"": 12, ""end_span"": 17, ""type"": ""Organism""}, {""token"": ""fibroblasts"", ""start_span"": 25, ""end_span"": 36, ""type"": ""Cell""}, {""token"": ""Sam68"", ""start_span"": 52, ""end_span"": 57, ""type"": ""Gene_or_geneproduct""}, {""token"": ""+"", ""start_span"": 58, ""end_span"": 59, ""type"": ""Sequence""}, {""token"": ""+"", ""start_span"": 62, ""end_span"": 63, ""type"": ""Sequence""}, {""token"": ""Sam68"", ""start_span"": 68, ""end_span"": 73, ""type"": ""Gene_or_geneproduct""}, {""token"": ""adipocytes"", ""start_span"": 127, ""end_span"": 137, ""type"": ""Cell""}, {""token"": ""Sam68"", ""start_span"": 190, ""end_span"": 195, ""type"": ""Gene_or_geneproduct""}, {""token"": ""mouse"", ""start_span"": 202, ""end_span"": 207, ""type"": ""Organism""}, {""token"": ""fibroblasts"", ""start_span"": 215, ""end_span"": 226, ""type"": ""Cell""}, {""token"": ""adipocyte"", ""start_span"": 250, ""end_span"": 259, ""type"": ""Cell""}]"
RT - PCR analysis of molecular markers of osteoblast differentiation ( Dataset S2) revealed similar increases over time in RNA from Sam68 + / + and Sam68 - / - mice, although type I collagen appeared to be up - regulated at both timepoints in the Sam68 - / - mice.	"molecular	21	30	Chemical"	"osteoblast	42	52	Cell"	"RNA	123	126	Sequence"	"Sam68	132	137	Gene_or_geneproduct"	"+	138	139	Sequence"	"+	142	143	Sequence"	"Sam68	148	153	Gene_or_geneproduct"	"mice	160	164	Organism"	"type I collagen	175	190	Gene_or_geneproduct"	"Sam68	247	252	Gene_or_geneproduct"	"mice	259	263	Organism"	"[{""token"": ""molecular"", ""start_span"": 21, ""end_span"": 30, ""type"": ""Chemical""}, {""token"": ""osteoblast"", ""start_span"": 42, ""end_span"": 52, ""type"": ""Cell""}, {""token"": ""RNA"", ""start_span"": 123, ""end_span"": 126, ""type"": ""Sequence""}, {""token"": ""Sam68"", ""start_span"": 132, ""end_span"": 137, ""type"": ""Gene_or_geneproduct""}, {""token"": ""+"", ""start_span"": 138, ""end_span"": 139, ""type"": ""Sequence""}, {""token"": ""+"", ""start_span"": 142, ""end_span"": 143, ""type"": ""Sequence""}, {""token"": ""Sam68"", ""start_span"": 148, ""end_span"": 153, ""type"": ""Gene_or_geneproduct""}, {""token"": ""mice"", ""start_span"": 160, ""end_span"": 164, ""type"": ""Organism""}, {""token"": ""type I collagen"", ""start_span"": 175, ""end_span"": 190, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Sam68"", ""start_span"": 247, ""end_span"": 252, ""type"": ""Gene_or_geneproduct""}, {""token"": ""mice"", ""start_span"": 259, ""end_span"": 263, ""type"": ""Organism""}]"
The same probe also detected the expected 7. 2 - kb wild - type and 6. 4 - kb mutant BglII fragments, 4. 9 - kb wild - type and 5. 7 - kb mutant NcoI fragments, as well as 7. 2 - kb wild - type and 4. 9 - kb mutant BglII / AgeI fragments ( not shown).	"probe	9	14	Sequence"	"expected	33	41	Sequence"	"wild - type	52	63	Sequence"	"mutant	78	84	Sequence"	"fragments	91	100	Sequence"	"wild - type	112	123	Sequence"	"mutant	138	144	Sequence"	"fragments	150	159	Sequence"	"wild - type	182	193	Sequence"	"mutant	208	214	Sequence"	"fragments	228	237	Sequence"	"[{""token"": ""probe"", ""start_span"": 9, ""end_span"": 14, ""type"": ""Sequence""}, {""token"": ""expected"", ""start_span"": 33, ""end_span"": 41, ""type"": ""Sequence""}, {""token"": ""wild - type"", ""start_span"": 52, ""end_span"": 63, ""type"": ""Sequence""}, {""token"": ""mutant"", ""start_span"": 78, ""end_span"": 84, ""type"": ""Sequence""}, {""token"": ""fragments"", ""start_span"": 91, ""end_span"": 100, ""type"": ""Sequence""}, {""token"": ""wild - type"", ""start_span"": 112, ""end_span"": 123, ""type"": ""Sequence""}, {""token"": ""mutant"", ""start_span"": 138, ""end_span"": 144, ""type"": ""Sequence""}, {""token"": ""fragments"", ""start_span"": 150, ""end_span"": 159, ""type"": ""Sequence""}, {""token"": ""wild - type"", ""start_span"": 182, ""end_span"": 193, ""type"": ""Sequence""}, {""token"": ""mutant"", ""start_span"": 208, ""end_span"": 214, ""type"": ""Sequence""}, {""token"": ""fragments"", ""start_span"": 228, ""end_span"": 237, ""type"": ""Sequence""}]"
In the F2, mice homozygous for the hg deletion ( hg / hg) and wild type ( + / +) were assayed and hg modifier QTL were defined as those either absent in + / + mice and segregating in hg / hg or loci with altered gene action dependent on background.	"mice	11	15	Organism"	"deletion	38	46	Sequence"	"wild type	62	71	Sequence"	"+	74	75	Sequence"	"+	78	79	Sequence"	"QTL	110	113	Sequence"	"+	153	154	Sequence"	"+	157	158	Sequence"	"mice	159	163	Organism"	"loci	194	198	Sequence"	"gene	212	216	Sequence"	"[{""token"": ""mice"", ""start_span"": 11, ""end_span"": 15, ""type"": ""Organism""}, {""token"": ""deletion"", ""start_span"": 38, ""end_span"": 46, ""type"": ""Sequence""}, {""token"": ""wild type"", ""start_span"": 62, ""end_span"": 71, ""type"": ""Sequence""}, {""token"": ""+"", ""start_span"": 74, ""end_span"": 75, ""type"": ""Sequence""}, {""token"": ""+"", ""start_span"": 78, ""end_span"": 79, ""type"": ""Sequence""}, {""token"": ""QTL"", ""start_span"": 110, ""end_span"": 113, ""type"": ""Sequence""}, {""token"": ""+"", ""start_span"": 153, ""end_span"": 154, ""type"": ""Sequence""}, {""token"": ""+"", ""start_span"": 157, ""end_span"": 158, ""type"": ""Sequence""}, {""token"": ""mice"", ""start_span"": 159, ""end_span"": 163, ""type"": ""Organism""}, {""token"": ""loci"", ""start_span"": 194, ""end_span"": 198, ""type"": ""Sequence""}, {""token"": ""gene"", ""start_span"": 212, ""end_span"": 216, ""type"": ""Sequence""}]"
To investigate this aspect of SRY regulation, we bred Fgf9 + / - mice with another Sry reporter mouse line carrying a Myc - tagged Sry transgene, SryMyc, which recapitulates the endogenous intracellular SRY expression pattern [ 16].	"SRY	30	33	Gene_or_geneproduct"	"Fgf9	54	58	Gene_or_geneproduct"	"+	59	60	Sequence"	"mice	65	69	Organism"	"Sry	83	86	Gene_or_geneproduct"	"mouse	96	101	Organism"	"Myc	118	121	Gene_or_geneproduct"	"Sry	131	134	Gene_or_geneproduct"	"transgene	135	144	Sequence"	"intracellular	189	202	GO_ontology"	"SRY	203	206	Gene_or_geneproduct"	"[{""token"": ""SRY"", ""start_span"": 30, ""end_span"": 33, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Fgf9"", ""start_span"": 54, ""end_span"": 58, ""type"": ""Gene_or_geneproduct""}, {""token"": ""+"", ""start_span"": 59, ""end_span"": 60, ""type"": ""Sequence""}, {""token"": ""mice"", ""start_span"": 65, ""end_span"": 69, ""type"": ""Organism""}, {""token"": ""Sry"", ""start_span"": 83, ""end_span"": 86, ""type"": ""Gene_or_geneproduct""}, {""token"": ""mouse"", ""start_span"": 96, ""end_span"": 101, ""type"": ""Organism""}, {""token"": ""Myc"", ""start_span"": 118, ""end_span"": 121, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Sry"", ""start_span"": 131, ""end_span"": 134, ""type"": ""Gene_or_geneproduct""}, {""token"": ""transgene"", ""start_span"": 135, ""end_span"": 144, ""type"": ""Sequence""}, {""token"": ""intracellular"", ""start_span"": 189, ""end_span"": 202, ""type"": ""GO_ontology""}, {""token"": ""SRY"", ""start_span"": 203, ""end_span"": 206, ""type"": ""Gene_or_geneproduct""}]"
In addition, the combination of the C - terminal domains, RBD4 and CY ( of RanBP2), associates with a subset of G protein - coupled receptors, the red / green opsin, expressed in photosensory neurons and enhances opsin functional production [ 6, 7], while the interaction of the KBD of RanBP2 with a subset of the conventional microtubule - based motor proteins, the kinesins, KIF5B and KIF5C, occurs selectively in the central nervous system ( CNS) [ 13].	"C - terminal domains	36	56	Sequence"	"RanBP2	75	81	Gene_or_geneproduct"	"protein	114	121	Chemical"	"red / green opsin	147	164	Gene_or_geneproduct"	"photosensory neurons	179	199	Cell"	"RanBP2	286	292	Gene_or_geneproduct"	"microtubule	327	338	GO_ontology"	"proteins	353	361	Chemical"	"kinesins	367	375	GO_ontology"	"KIF5B	377	382	Gene_or_geneproduct"	"KIF5C	387	392	Gene_or_geneproduct"	"[{""token"": ""C - terminal domains"", ""start_span"": 36, ""end_span"": 56, ""type"": ""Sequence""}, {""token"": ""RanBP2"", ""start_span"": 75, ""end_span"": 81, ""type"": ""Gene_or_geneproduct""}, {""token"": ""protein"", ""start_span"": 114, ""end_span"": 121, ""type"": ""Chemical""}, {""token"": ""red / green opsin"", ""start_span"": 147, ""end_span"": 164, ""type"": ""Gene_or_geneproduct""}, {""token"": ""photosensory neurons"", ""start_span"": 179, ""end_span"": 199, ""type"": ""Cell""}, {""token"": ""RanBP2"", ""start_span"": 286, ""end_span"": 292, ""type"": ""Gene_or_geneproduct""}, {""token"": ""microtubule"", ""start_span"": 327, ""end_span"": 338, ""type"": ""GO_ontology""}, {""token"": ""proteins"", ""start_span"": 353, ""end_span"": 361, ""type"": ""Chemical""}, {""token"": ""kinesins"", ""start_span"": 367, ""end_span"": 375, ""type"": ""GO_ontology""}, {""token"": ""KIF5B"", ""start_span"": 377, ""end_span"": 382, ""type"": ""Gene_or_geneproduct""}, {""token"": ""KIF5C"", ""start_span"": 387, ""end_span"": 392, ""type"": ""Gene_or_geneproduct""}]"
GC, ganglion cell; PLAP, human placental alkaline phophatase; ROS, rod outer segment; RIS, rod inner segment; ONL, outer nuclear layer; OPL, outer plexiform ( synaptic) layer; INL, inner nuclear layer; IPL, inner plexiform ( synaptic) layer; GC, ganglion cell layer.	"GC	0	2	Cell"	"ganglion cell	4	17	Cell"	"PLAP	19	23	Gene_or_geneproduct"	"human placental alkaline phophatase	25	60	Gene_or_geneproduct"	"rod	67	70	Cell"	"outer segment	71	84	GO_ontology"	"rod	91	94	Cell"	"inner segment	95	108	GO_ontology"	"synaptic	159	167	GO_ontology"	"synaptic	225	233	GO_ontology"	"ganglion cell	246	259	Cell"	"[{""token"": ""GC"", ""start_span"": 0, ""end_span"": 2, ""type"": ""Cell""}, {""token"": ""ganglion cell"", ""start_span"": 4, ""end_span"": 17, ""type"": ""Cell""}, {""token"": ""PLAP"", ""start_span"": 19, ""end_span"": 23, ""type"": ""Gene_or_geneproduct""}, {""token"": ""human placental alkaline phophatase"", ""start_span"": 25, ""end_span"": 60, ""type"": ""Gene_or_geneproduct""}, {""token"": ""rod"", ""start_span"": 67, ""end_span"": 70, ""type"": ""Cell""}, {""token"": ""outer segment"", ""start_span"": 71, ""end_span"": 84, ""type"": ""GO_ontology""}, {""token"": ""rod"", ""start_span"": 91, ""end_span"": 94, ""type"": ""Cell""}, {""token"": ""inner segment"", ""start_span"": 95, ""end_span"": 108, ""type"": ""GO_ontology""}, {""token"": ""synaptic"", ""start_span"": 159, ""end_span"": 167, ""type"": ""GO_ontology""}, {""token"": ""synaptic"", ""start_span"": 225, ""end_span"": 233, ""type"": ""GO_ontology""}, {""token"": ""ganglion cell"", ""start_span"": 246, ""end_span"": 259, ""type"": ""Cell""}]"
( C) Quantitative analysis of relative protein expression levels of RanBP2, Cox11, HKI, and mHsp70 in the hippocampus of RanBP2 + / + and RanBP2 + / - mice.	"protein	39	46	Chemical"	"RanBP2	68	74	Gene_or_geneproduct"	"Cox11	76	81	Gene_or_geneproduct"	"HKI	83	86	Gene_or_geneproduct"	"mHsp70	92	98	Gene_or_geneproduct"	"RanBP2	121	127	Gene_or_geneproduct"	"+	128	129	Sequence"	"+	132	133	Sequence"	"RanBP2	138	144	Gene_or_geneproduct"	"+	145	146	Sequence"	"mice	151	155	Organism"	"[{""token"": ""protein"", ""start_span"": 39, ""end_span"": 46, ""type"": ""Chemical""}, {""token"": ""RanBP2"", ""start_span"": 68, ""end_span"": 74, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Cox11"", ""start_span"": 76, ""end_span"": 81, ""type"": ""Gene_or_geneproduct""}, {""token"": ""HKI"", ""start_span"": 83, ""end_span"": 86, ""type"": ""Gene_or_geneproduct""}, {""token"": ""mHsp70"", ""start_span"": 92, ""end_span"": 98, ""type"": ""Gene_or_geneproduct""}, {""token"": ""RanBP2"", ""start_span"": 121, ""end_span"": 127, ""type"": ""Gene_or_geneproduct""}, {""token"": ""+"", ""start_span"": 128, ""end_span"": 129, ""type"": ""Sequence""}, {""token"": ""+"", ""start_span"": 132, ""end_span"": 133, ""type"": ""Sequence""}, {""token"": ""RanBP2"", ""start_span"": 138, ""end_span"": 144, ""type"": ""Gene_or_geneproduct""}, {""token"": ""+"", ""start_span"": 145, ""end_span"": 146, ""type"": ""Sequence""}, {""token"": ""mice"", ""start_span"": 151, ""end_span"": 155, ""type"": ""Organism""}]"
( B) In comparison to inbred RanBP2 + / - mice ( 129Ola genetic background), the difference in body weight between RanBP2 + / + and RanBP2 + / - mice is masked upon placing these on a mixed 129Ola / C57Bl6 genetic background.	"RanBP2	29	35	Gene_or_geneproduct"	"+	36	37	Sequence"	"mice	42	46	Organism"	"genetic	56	63	Sequence"	"RanBP2	115	121	Gene_or_geneproduct"	"+	122	123	Sequence"	"+	126	127	Sequence"	"RanBP2	132	138	Gene_or_geneproduct"	"+	139	140	Sequence"	"mice	145	149	Organism"	"genetic	206	213	Sequence"	"[{""token"": ""RanBP2"", ""start_span"": 29, ""end_span"": 35, ""type"": ""Gene_or_geneproduct""}, {""token"": ""+"", ""start_span"": 36, ""end_span"": 37, ""type"": ""Sequence""}, {""token"": ""mice"", ""start_span"": 42, ""end_span"": 46, ""type"": ""Organism""}, {""token"": ""genetic"", ""start_span"": 56, ""end_span"": 63, ""type"": ""Sequence""}, {""token"": ""RanBP2"", ""start_span"": 115, ""end_span"": 121, ""type"": ""Gene_or_geneproduct""}, {""token"": ""+"", ""start_span"": 122, ""end_span"": 123, ""type"": ""Sequence""}, {""token"": ""+"", ""start_span"": 126, ""end_span"": 127, ""type"": ""Sequence""}, {""token"": ""RanBP2"", ""start_span"": 132, ""end_span"": 138, ""type"": ""Gene_or_geneproduct""}, {""token"": ""+"", ""start_span"": 139, ""end_span"": 140, ""type"": ""Sequence""}, {""token"": ""mice"", ""start_span"": 145, ""end_span"": 149, ""type"": ""Organism""}, {""token"": ""genetic"", ""start_span"": 206, ""end_span"": 213, ""type"": ""Sequence""}]"
beta - gal and PLAP activities in whole mount embryos and retinal sections were detected, respectively, by incubation with 5 - bromo - 4 - chloro - 3 - indolyl beta - D - galactopyranoside and AP staining buffer ( 0. 1 mg / ml 5 - bromo - 4 - chloro - 3 - indolyl phosphate, 1 mg / ml nitroblue tetrazolium in 100 mM Tris - HCl ( pH 9. 5), 100 mM NaCl, 5 mM MgCl2) as described elsewhere [ 67, 68].	"PLAP	15	19	Gene_or_geneproduct"	"bromo	127	132	Chemical"	"chloro	139	145	Chemical"	"bromo	231	236	Chemical"	"chloro	243	249	Chemical"	"phosphate	264	273	Chemical"	"nitroblue tetrazolium	285	306	Chemical"	"Tris	317	321	Chemical"	"HCl	324	327	Chemical"	"NaCl	347	351	Chemical"	"MgCl2	358	363	Chemical"	"[{""token"": ""PLAP"", ""start_span"": 15, ""end_span"": 19, ""type"": ""Gene_or_geneproduct""}, {""token"": ""bromo"", ""start_span"": 127, ""end_span"": 132, ""type"": ""Chemical""}, {""token"": ""chloro"", ""start_span"": 139, ""end_span"": 145, ""type"": ""Chemical""}, {""token"": ""bromo"", ""start_span"": 231, ""end_span"": 236, ""type"": ""Chemical""}, {""token"": ""chloro"", ""start_span"": 243, ""end_span"": 249, ""type"": ""Chemical""}, {""token"": ""phosphate"", ""start_span"": 264, ""end_span"": 273, ""type"": ""Chemical""}, {""token"": ""nitroblue tetrazolium"", ""start_span"": 285, ""end_span"": 306, ""type"": ""Chemical""}, {""token"": ""Tris"", ""start_span"": 317, ""end_span"": 321, ""type"": ""Chemical""}, {""token"": ""HCl"", ""start_span"": 324, ""end_span"": 327, ""type"": ""Chemical""}, {""token"": ""NaCl"", ""start_span"": 347, ""end_span"": 351, ""type"": ""Chemical""}, {""token"": ""MgCl2"", ""start_span"": 358, ""end_span"": 363, ""type"": ""Chemical""}]"
Similarly, limb skeletons of mice in which both copies of the Bmp4 gene and one copy of the Bmp2 gene have been conditionally removed in the limb ( Bmp2 + / C; Bmp4C / C; Prx1:: cre) are phenotypically normal other than exhibiting the variable penetrance preaxial and postaxial polydactyly seen in mice deficient in BMP4 activity alone ( Figure 1J and 1R).	"mice	29	33	Organism"	"Bmp4	62	66	Gene_or_geneproduct"	"gene	67	71	Sequence"	"Bmp2	92	96	Gene_or_geneproduct"	"gene	97	101	Sequence"	"removed	126	133	Sequence"	"Bmp2	148	152	Gene_or_geneproduct"	"+	153	154	Sequence"	"Prx1	171	175	Gene_or_geneproduct"	"mice	298	302	Organism"	"BMP4	316	320	Gene_or_geneproduct"	"[{""token"": ""mice"", ""start_span"": 29, ""end_span"": 33, ""type"": ""Organism""}, {""token"": ""Bmp4"", ""start_span"": 62, ""end_span"": 66, ""type"": ""Gene_or_geneproduct""}, {""token"": ""gene"", ""start_span"": 67, ""end_span"": 71, ""type"": ""Sequence""}, {""token"": ""Bmp2"", ""start_span"": 92, ""end_span"": 96, ""type"": ""Gene_or_geneproduct""}, {""token"": ""gene"", ""start_span"": 97, ""end_span"": 101, ""type"": ""Sequence""}, {""token"": ""removed"", ""start_span"": 126, ""end_span"": 133, ""type"": ""Sequence""}, {""token"": ""Bmp2"", ""start_span"": 148, ""end_span"": 152, ""type"": ""Gene_or_geneproduct""}, {""token"": ""+"", ""start_span"": 153, ""end_span"": 154, ""type"": ""Sequence""}, {""token"": ""Prx1"", ""start_span"": 171, ""end_span"": 175, ""type"": ""Gene_or_geneproduct""}, {""token"": ""mice"", ""start_span"": 298, ""end_span"": 302, ""type"": ""Organism""}, {""token"": ""BMP4"", ""start_span"": 316, ""end_span"": 320, ""type"": ""Gene_or_geneproduct""}]"
Thus, the expression of either BMP5, BMP6, and BMP7 ( in the absence of BMP2 and BMP4) or the expression of BMP4, BMP5, and BMP6 ( in the absence of BMP2 and BMP7) is sufficient to support mesenchymal condensation and chondrocyte differentiation in the developing limb.	"BMP5	31	35	Gene_or_geneproduct"	"BMP6	37	41	Gene_or_geneproduct"	"BMP7	47	51	Gene_or_geneproduct"	"BMP2	72	76	Gene_or_geneproduct"	"BMP4	81	85	Gene_or_geneproduct"	"BMP4	108	112	Gene_or_geneproduct"	"BMP5	114	118	Gene_or_geneproduct"	"BMP6	124	128	Gene_or_geneproduct"	"BMP2	149	153	Gene_or_geneproduct"	"BMP7	158	162	Gene_or_geneproduct"	"chondrocyte	218	229	Cell"	"[{""token"": ""BMP5"", ""start_span"": 31, ""end_span"": 35, ""type"": ""Gene_or_geneproduct""}, {""token"": ""BMP6"", ""start_span"": 37, ""end_span"": 41, ""type"": ""Gene_or_geneproduct""}, {""token"": ""BMP7"", ""start_span"": 47, ""end_span"": 51, ""type"": ""Gene_or_geneproduct""}, {""token"": ""BMP2"", ""start_span"": 72, ""end_span"": 76, ""type"": ""Gene_or_geneproduct""}, {""token"": ""BMP4"", ""start_span"": 81, ""end_span"": 85, ""type"": ""Gene_or_geneproduct""}, {""token"": ""BMP4"", ""start_span"": 108, ""end_span"": 112, ""type"": ""Gene_or_geneproduct""}, {""token"": ""BMP5"", ""start_span"": 114, ""end_span"": 118, ""type"": ""Gene_or_geneproduct""}, {""token"": ""BMP6"", ""start_span"": 124, ""end_span"": 128, ""type"": ""Gene_or_geneproduct""}, {""token"": ""BMP2"", ""start_span"": 149, ""end_span"": 153, ""type"": ""Gene_or_geneproduct""}, {""token"": ""BMP7"", ""start_span"": 158, ""end_span"": 162, ""type"": ""Gene_or_geneproduct""}, {""token"": ""chondrocyte"", ""start_span"": 218, ""end_span"": 229, ""type"": ""Cell""}]"
