Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	entity_7	entity_8	entity_9	entity_10	entity_11	entity_12	json	split
Both classical analgesics ( nonsteroidal anti - inflammatory drugs, opioid drugs) and many analgesic adjuvants, including desipramine, duloxetine, fluoxetine, paroxetine, escitalopram, phenytoin or carbamazepine and alpha - lipoic acid can modulate the balance between pro - oxidant and antioxidant processes in the mammalian tissues and these properties of drugs such as indomethacin, meloxicam, tenoxicam, valdecoxib or some metabolites of analgesic drugs formed by the activity of tissue peroxidases may contribute to their clinical efficacy and drug - related toxic effects, including gastrointestinal ulcers, hepatic failure, agranulocytosis, aplastic anemia, neutropenia, opiate - induced hyperalgesia and tolerance.	desipramine,122,133,Chemical/Drug	duloxetine,135,145,Chemical/Drug	fluoxetine,147,157,Chemical/Drug	paroxetine,159,169,Chemical/Drug	escitalopram,171,183,Chemical/Drug	phenytoin,185,194,Chemical/Drug	carbamazepine,198,211,Chemical/Drug	alpha - lipoic acid,216,235,Chemical/Drug	indomethacin,372,384,Chemical/Drug	meloxicam,386,395,Chemical/Drug	tenoxicam,397,406,Chemical/Drug	valdecoxib,408,418,Chemical/Drug	"[{""token"": ""desipramine"", ""start_span"": 122, ""end_span"": 133, ""type"": ""Chemical/Drug""}, {""token"": ""duloxetine"", ""start_span"": 135, ""end_span"": 145, ""type"": ""Chemical/Drug""}, {""token"": ""fluoxetine"", ""start_span"": 147, ""end_span"": 157, ""type"": ""Chemical/Drug""}, {""token"": ""paroxetine"", ""start_span"": 159, ""end_span"": 169, ""type"": ""Chemical/Drug""}, {""token"": ""escitalopram"", ""start_span"": 171, ""end_span"": 183, ""type"": ""Chemical/Drug""}, {""token"": ""phenytoin"", ""start_span"": 185, ""end_span"": 194, ""type"": ""Chemical/Drug""}, {""token"": ""carbamazepine"", ""start_span"": 198, ""end_span"": 211, ""type"": ""Chemical/Drug""}, {""token"": ""alpha - lipoic acid"", ""start_span"": 216, ""end_span"": 235, ""type"": ""Chemical/Drug""}, {""token"": ""indomethacin"", ""start_span"": 372, ""end_span"": 384, ""type"": ""Chemical/Drug""}, {""token"": ""meloxicam"", ""start_span"": 386, ""end_span"": 395, ""type"": ""Chemical/Drug""}, {""token"": ""tenoxicam"", ""start_span"": 397, ""end_span"": 406, ""type"": ""Chemical/Drug""}, {""token"": ""valdecoxib"", ""start_span"": 408, ""end_span"": 418, ""type"": ""Chemical/Drug""}]"	train
The 17 compounds were bergenin ( 2), emodin ( 3), caffeic acid ( 4), nobiletin ( 5), 3 - O - beta - d - galactopyranosyl - hederagenin 28 - O - beta - d - xylopyranosyl ( 1 - - > 6) - beta - d - galactopyranosyl ester ( 6), coniferin ( 7), qingyangshengenin ( 8), methylconiferin ( 9), syringaresinol 4 ' - O - beta - d - glucopyranoside ( 10), gagaminine ( 11), perlolyrine ( 12), ( S) - 1 - ( 1 ' - hydroxyethyl) - beta - carboline ( 13), 1 - ( beta - carboline - 1 - yl) - 3, 4, 5 - trihydroxy - 1 - pentanone ( 14), 1 - methoxycarbonyl - beta - carboline ( 15), indolo [ 2, 3 - alpha] carbazole ( 16), 4 - hydroxycinnamic acid methyl ester ( 17), and methyl 4 - [ 2 - hydroxy - 2 - ( 4 - hydroxy - 3 - methoxyphenyl) - 1 - ( hydroxymethyl) ethyl] ferulate ( 18).	bergenin,22,30,Chemical/Drug	emodin,37,43,Chemical/Drug	caffeic acid,50,62,Chemical/Drug	nobiletin,69,78,Chemical/Drug	coniferin,224,233,Chemical/Drug	qingyangshengenin,240,257,Chemical/Drug	methylconiferin,264,279,Chemical/Drug	syringaresinol 4 ' - O - beta - d - glucopyranoside,286,337,Chemical/Drug	gagaminine,345,355,Chemical/Drug	perlolyrine,363,374,Chemical/Drug	1 - methoxycarbonyl - beta - carboline,520,558,Chemical/Drug	4 - hydroxycinnamic acid methyl ester,606,643,Chemical/Drug	"[{""token"": ""bergenin"", ""start_span"": 22, ""end_span"": 30, ""type"": ""Chemical/Drug""}, {""token"": ""emodin"", ""start_span"": 37, ""end_span"": 43, ""type"": ""Chemical/Drug""}, {""token"": ""caffeic acid"", ""start_span"": 50, ""end_span"": 62, ""type"": ""Chemical/Drug""}, {""token"": ""nobiletin"", ""start_span"": 69, ""end_span"": 78, ""type"": ""Chemical/Drug""}, {""token"": ""coniferin"", ""start_span"": 224, ""end_span"": 233, ""type"": ""Chemical/Drug""}, {""token"": ""qingyangshengenin"", ""start_span"": 240, ""end_span"": 257, ""type"": ""Chemical/Drug""}, {""token"": ""methylconiferin"", ""start_span"": 264, ""end_span"": 279, ""type"": ""Chemical/Drug""}, {""token"": ""syringaresinol 4 ' - O - beta - d - glucopyranoside"", ""start_span"": 286, ""end_span"": 337, ""type"": ""Chemical/Drug""}, {""token"": ""gagaminine"", ""start_span"": 345, ""end_span"": 355, ""type"": ""Chemical/Drug""}, {""token"": ""perlolyrine"", ""start_span"": 363, ""end_span"": 374, ""type"": ""Chemical/Drug""}, {""token"": ""1 - methoxycarbonyl - beta - carboline"", ""start_span"": 520, ""end_span"": 558, ""type"": ""Chemical/Drug""}, {""token"": ""4 - hydroxycinnamic acid methyl ester"", ""start_span"": 606, ""end_span"": 643, ""type"": ""Chemical/Drug""}]"	train
Trace minerals as Se ( selenium), Zn ( zinc), Fe ( iron) and the main active components as adenosine, cordycepin and carotenoids were mostly distributed in the terminal of fruit bodies, while P ( phosphorus) and K ( potassium) were evenly distributed in the fruit bodies.	Se,18,20,Chemical/Drug	selenium,23,31,Chemical/Drug	Zn,34,36,Chemical/Drug	zinc,39,43,Chemical/Drug	Fe,46,48,Chemical/Drug	iron,51,55,Chemical/Drug	adenosine,91,100,Chemical/Drug	cordycepin,102,112,Chemical/Drug	P,192,193,Chemical/Drug	phosphorus,196,206,Chemical/Drug	K,212,213,Chemical/Drug	potassium,216,225,Chemical/Drug	"[{""token"": ""Se"", ""start_span"": 18, ""end_span"": 20, ""type"": ""Chemical/Drug""}, {""token"": ""selenium"", ""start_span"": 23, ""end_span"": 31, ""type"": ""Chemical/Drug""}, {""token"": ""Zn"", ""start_span"": 34, ""end_span"": 36, ""type"": ""Chemical/Drug""}, {""token"": ""zinc"", ""start_span"": 39, ""end_span"": 43, ""type"": ""Chemical/Drug""}, {""token"": ""Fe"", ""start_span"": 46, ""end_span"": 48, ""type"": ""Chemical/Drug""}, {""token"": ""iron"", ""start_span"": 51, ""end_span"": 55, ""type"": ""Chemical/Drug""}, {""token"": ""adenosine"", ""start_span"": 91, ""end_span"": 100, ""type"": ""Chemical/Drug""}, {""token"": ""cordycepin"", ""start_span"": 102, ""end_span"": 112, ""type"": ""Chemical/Drug""}, {""token"": ""P"", ""start_span"": 192, ""end_span"": 193, ""type"": ""Chemical/Drug""}, {""token"": ""phosphorus"", ""start_span"": 196, ""end_span"": 206, ""type"": ""Chemical/Drug""}, {""token"": ""K"", ""start_span"": 212, ""end_span"": 213, ""type"": ""Chemical/Drug""}, {""token"": ""potassium"", ""start_span"": 216, ""end_span"": 225, ""type"": ""Chemical/Drug""}]"	train
The results show that the differentiation of Romanian wines according to their provenance is based on the following main elements: Ni, Ag, Cr, Sr, Zn, and Cu for Valea Calugareasca, Rb, Zn, and Mn for Murfatlar, and Pb, Co, and V for Moldova.	Ni,131,133,Chemical/Drug	Ag,135,137,Chemical/Drug	Cr,139,141,Chemical/Drug	Sr,143,145,Chemical/Drug	Zn,147,149,Chemical/Drug	Cu,155,157,Chemical/Drug	Rb,182,184,Chemical/Drug	Zn,186,188,Chemical/Drug	Mn,194,196,Chemical/Drug	Pb,216,218,Chemical/Drug	Co,220,222,Chemical/Drug	V,228,229,Chemical/Drug	"[{""token"": ""Ni"", ""start_span"": 131, ""end_span"": 133, ""type"": ""Chemical/Drug""}, {""token"": ""Ag"", ""start_span"": 135, ""end_span"": 137, ""type"": ""Chemical/Drug""}, {""token"": ""Cr"", ""start_span"": 139, ""end_span"": 141, ""type"": ""Chemical/Drug""}, {""token"": ""Sr"", ""start_span"": 143, ""end_span"": 145, ""type"": ""Chemical/Drug""}, {""token"": ""Zn"", ""start_span"": 147, ""end_span"": 149, ""type"": ""Chemical/Drug""}, {""token"": ""Cu"", ""start_span"": 155, ""end_span"": 157, ""type"": ""Chemical/Drug""}, {""token"": ""Rb"", ""start_span"": 182, ""end_span"": 184, ""type"": ""Chemical/Drug""}, {""token"": ""Zn"", ""start_span"": 186, ""end_span"": 188, ""type"": ""Chemical/Drug""}, {""token"": ""Mn"", ""start_span"": 194, ""end_span"": 196, ""type"": ""Chemical/Drug""}, {""token"": ""Pb"", ""start_span"": 216, ""end_span"": 218, ""type"": ""Chemical/Drug""}, {""token"": ""Co"", ""start_span"": 220, ""end_span"": 222, ""type"": ""Chemical/Drug""}, {""token"": ""V"", ""start_span"": 228, ""end_span"": 229, ""type"": ""Chemical/Drug""}]"	train
Antifibrotic effects of BC703 on BDL - induced hepatic fibrosis in rats were estimated by assessing serum levels of alanine aminotransferase ( ALT), aspartate aminotransferase ( AST), total bilirubin ( TBIL), blood urea nitrogen ( BUN), transforming growth factor - beta 1 ( TGF - beta 1) and hepatic levels of malondialdehyde ( MDA), glutathione ( GSH), total superoxide dismutase ( SOD) and nitric oxide ( NO).	alanine,116,123,Chemical/Drug	aspartate,149,158,Chemical/Drug	bilirubin,190,199,Chemical/Drug	urea,215,219,Chemical/Drug	nitrogen,220,228,Chemical/Drug	malondialdehyde,311,326,Chemical/Drug	MDA,329,332,Chemical/Drug	glutathione,335,346,Chemical/Drug	GSH,349,352,Chemical/Drug	superoxide,361,371,Chemical/Drug	nitric oxide,393,405,Chemical/Drug	NO,408,410,Chemical/Drug	"[{""token"": ""alanine"", ""start_span"": 116, ""end_span"": 123, ""type"": ""Chemical/Drug""}, {""token"": ""aspartate"", ""start_span"": 149, ""end_span"": 158, ""type"": ""Chemical/Drug""}, {""token"": ""bilirubin"", ""start_span"": 190, ""end_span"": 199, ""type"": ""Chemical/Drug""}, {""token"": ""urea"", ""start_span"": 215, ""end_span"": 219, ""type"": ""Chemical/Drug""}, {""token"": ""nitrogen"", ""start_span"": 220, ""end_span"": 228, ""type"": ""Chemical/Drug""}, {""token"": ""malondialdehyde"", ""start_span"": 311, ""end_span"": 326, ""type"": ""Chemical/Drug""}, {""token"": ""MDA"", ""start_span"": 329, ""end_span"": 332, ""type"": ""Chemical/Drug""}, {""token"": ""glutathione"", ""start_span"": 335, ""end_span"": 346, ""type"": ""Chemical/Drug""}, {""token"": ""GSH"", ""start_span"": 349, ""end_span"": 352, ""type"": ""Chemical/Drug""}, {""token"": ""superoxide"", ""start_span"": 361, ""end_span"": 371, ""type"": ""Chemical/Drug""}, {""token"": ""nitric oxide"", ""start_span"": 393, ""end_span"": 405, ""type"": ""Chemical/Drug""}, {""token"": ""NO"", ""start_span"": 408, ""end_span"": 410, ""type"": ""Chemical/Drug""}]"	train
In the present studies, the effects of CB ( 1) agonists [ ( 6aR, 10aR) - 3 - ( 1 - adamantyl) - 6, 6, 9 - trimethyl - 6a, 7, 10, 10a - tetrahydrobenzo [ c] chromen - 1 - ol ( AM411), 9 beta - ( hydroxymethyl) - 3 - ( 1 - adamantyl) - hexahydrocannabinol ( AM4054), R - ( +) - [ 2, 3 - dihydro - 5 - methyl - 3 - [ ( morpholinyl) methyl] pyrrolo [ 1, 2, 3 - de] - 1, 4 - benzoxazinyl] - ( 1 - naphthalenyl) methanone mesylate ( WIN55, 212. 2), Delta ( 9) - tetrahydrocannabinol ( Delta ( 9) - THC), ( R) - ( +) - arachidonyl - 1 ' - hydroxy - 2 ' - propylamide ( methanandamide)], CB ( 1) antagonists [ 5 - ( 4 - chlorophenyl) - 1 - ( 2, 4 - dichloro - phenyl) - 4 - methyl - N - ( piperidin - 1 - yl) - 1H - pyrazole - 3 - carboxamide ( SR141716A), 5 - ( 4 - alkylphenyl) - 1 - ( 2, 4 - dichlorophenyl) - 4 - methyl - N - ( piperidin - 1 - yl) - 1H - pyrazole - 3 - carboxamide ( AM4113)], and dopamine ( DA) - related [ methamphetamine, ( + / -) - 6 - chloro - 7, 8 - dihydroxy - 3 - allyl - 1 - phenyl - 2, 3, 4, 5 - tetrahydro - 1H - 3 - benzazepine hydrobromide ( SKF82958), ( R) - ( +) - 7 - chloro - 8 - hydroxy - 3 - methyl - 1 - phenyl - 2, 3, 4, 5 - tetrahydro - 1H - 3 - benzazepine hydrochloride ( SCH23390), ( 6aR) - 5, 6, 6a, 7 - tetrahydro - 6 - propyl - 4H - dibenzo [ de, g] quinoline - 10, 11 - diol ( R - ( -) - NPA), haloperidol] and opioid ( morphine, naltrexone) drugs on scheduled - controlled responding under a 30 - response fixed ratio schedule of stimulus - shock termination in squirrel monkeys were compared before and during chronic treatment with the long - acting CB ( 1) agonist AM411 ( 1. 0 mg / kg per day, i. m.).	AM411,175,180,Chemical/Drug	AM4054,256,262,Chemical/Drug	SR141716A,737,746,Chemical/Drug	AM4113,880,886,Chemical/Drug	dopamine,894,902,Chemical/Drug	methamphetamine,921,936,Chemical/Drug	SKF82958,1068,1076,Chemical/Drug	SCH23390,1209,1217,Chemical/Drug	haloperidol,1336,1347,Chemical/Drug	morphine,1362,1370,Chemical/Drug	naltrexone,1372,1382,Chemical/Drug	AM411,1611,1616,Chemical/Drug	"[{""token"": ""AM411"", ""start_span"": 175, ""end_span"": 180, ""type"": ""Chemical/Drug""}, {""token"": ""AM4054"", ""start_span"": 256, ""end_span"": 262, ""type"": ""Chemical/Drug""}, {""token"": ""SR141716A"", ""start_span"": 737, ""end_span"": 746, ""type"": ""Chemical/Drug""}, {""token"": ""AM4113"", ""start_span"": 880, ""end_span"": 886, ""type"": ""Chemical/Drug""}, {""token"": ""dopamine"", ""start_span"": 894, ""end_span"": 902, ""type"": ""Chemical/Drug""}, {""token"": ""methamphetamine"", ""start_span"": 921, ""end_span"": 936, ""type"": ""Chemical/Drug""}, {""token"": ""SKF82958"", ""start_span"": 1068, ""end_span"": 1076, ""type"": ""Chemical/Drug""}, {""token"": ""SCH23390"", ""start_span"": 1209, ""end_span"": 1217, ""type"": ""Chemical/Drug""}, {""token"": ""haloperidol"", ""start_span"": 1336, ""end_span"": 1347, ""type"": ""Chemical/Drug""}, {""token"": ""morphine"", ""start_span"": 1362, ""end_span"": 1370, ""type"": ""Chemical/Drug""}, {""token"": ""naltrexone"", ""start_span"": 1372, ""end_span"": 1382, ""type"": ""Chemical/Drug""}, {""token"": ""AM411"", ""start_span"": 1611, ""end_span"": 1616, ""type"": ""Chemical/Drug""}]"	train
The comparative formation of the heterocyclic aromatic amine 2 - amino - 1 - methyl - 6 - phenylimidazo [ 4, 5 - b] pyridine ( PhIP) in both creatinine / phenylalanine ( CRN / Phe) and creatinine / phenylalanine / 4 - oxo - 2 - nonenal ( CRN / Phe / ON) systems was studied to analyse the ability of lipid - derived reactive carbonyls to promote PhIP formation.	PhIP,127,131,Chemical/Drug	creatinine,141,151,Chemical/Drug	phenylalanine,154,167,Chemical/Drug	CRN,170,173,Chemical/Drug	Phe,176,179,Chemical/Drug	creatinine,185,195,Chemical/Drug	phenylalanine,198,211,Chemical/Drug	4 - oxo - 2 - nonenal,214,235,Chemical/Drug	CRN,238,241,Chemical/Drug	Phe,244,247,Chemical/Drug	carbonyls,325,334,Chemical/Drug	PhIP,346,350,Chemical/Drug	"[{""token"": ""PhIP"", ""start_span"": 127, ""end_span"": 131, ""type"": ""Chemical/Drug""}, {""token"": ""creatinine"", ""start_span"": 141, ""end_span"": 151, ""type"": ""Chemical/Drug""}, {""token"": ""phenylalanine"", ""start_span"": 154, ""end_span"": 167, ""type"": ""Chemical/Drug""}, {""token"": ""CRN"", ""start_span"": 170, ""end_span"": 173, ""type"": ""Chemical/Drug""}, {""token"": ""Phe"", ""start_span"": 176, ""end_span"": 179, ""type"": ""Chemical/Drug""}, {""token"": ""creatinine"", ""start_span"": 185, ""end_span"": 195, ""type"": ""Chemical/Drug""}, {""token"": ""phenylalanine"", ""start_span"": 198, ""end_span"": 211, ""type"": ""Chemical/Drug""}, {""token"": ""4 - oxo - 2 - nonenal"", ""start_span"": 214, ""end_span"": 235, ""type"": ""Chemical/Drug""}, {""token"": ""CRN"", ""start_span"": 238, ""end_span"": 241, ""type"": ""Chemical/Drug""}, {""token"": ""Phe"", ""start_span"": 244, ""end_span"": 247, ""type"": ""Chemical/Drug""}, {""token"": ""carbonyls"", ""start_span"": 325, ""end_span"": 334, ""type"": ""Chemical/Drug""}, {""token"": ""PhIP"", ""start_span"": 346, ""end_span"": 350, ""type"": ""Chemical/Drug""}]"	train
Most of the esters and alcohols decreased whereas 13 new compounds appear, mostly furans ( furfural, 2 - acetylfurane, 5 - methyl furfural, mesifurane) and aldehydes ( octanal, nonanal, decanal and benzaldeyhde).	esters,12,18,Chemical/Drug	alcohols,23,31,Chemical/Drug	furans,82,88,Chemical/Drug	furfural,91,99,Chemical/Drug	2 - acetylfurane,101,117,Chemical/Drug	5 - methyl furfural,119,138,Chemical/Drug	mesifurane,140,150,Chemical/Drug	aldehydes,156,165,Chemical/Drug	octanal,168,175,Chemical/Drug	nonanal,177,184,Chemical/Drug	decanal,186,193,Chemical/Drug	benzaldeyhde,198,210,Chemical/Drug	"[{""token"": ""esters"", ""start_span"": 12, ""end_span"": 18, ""type"": ""Chemical/Drug""}, {""token"": ""alcohols"", ""start_span"": 23, ""end_span"": 31, ""type"": ""Chemical/Drug""}, {""token"": ""furans"", ""start_span"": 82, ""end_span"": 88, ""type"": ""Chemical/Drug""}, {""token"": ""furfural"", ""start_span"": 91, ""end_span"": 99, ""type"": ""Chemical/Drug""}, {""token"": ""2 - acetylfurane"", ""start_span"": 101, ""end_span"": 117, ""type"": ""Chemical/Drug""}, {""token"": ""5 - methyl furfural"", ""start_span"": 119, ""end_span"": 138, ""type"": ""Chemical/Drug""}, {""token"": ""mesifurane"", ""start_span"": 140, ""end_span"": 150, ""type"": ""Chemical/Drug""}, {""token"": ""aldehydes"", ""start_span"": 156, ""end_span"": 165, ""type"": ""Chemical/Drug""}, {""token"": ""octanal"", ""start_span"": 168, ""end_span"": 175, ""type"": ""Chemical/Drug""}, {""token"": ""nonanal"", ""start_span"": 177, ""end_span"": 184, ""type"": ""Chemical/Drug""}, {""token"": ""decanal"", ""start_span"": 186, ""end_span"": 193, ""type"": ""Chemical/Drug""}, {""token"": ""benzaldeyhde"", ""start_span"": 198, ""end_span"": 210, ""type"": ""Chemical/Drug""}]"	train
Secoisolariciresinol, lariciresinol, pinoresinol, 7 - hydroxymatairesinol, syringaresinol, isolariciresinol, secoisolariciresinol diglycoside, lariciresinol monoglycoside, pinoresinol mono -, di - and triglycoside, sesaminol, sesaminol triglycoside, sesamolinol and sesamolinol diglycoside were identified.	Secoisolariciresinol,0,20,Chemical/Drug	lariciresinol,22,35,Chemical/Drug	pinoresinol,37,48,Chemical/Drug	7 - hydroxymatairesinol,50,73,Chemical/Drug	syringaresinol,75,89,Chemical/Drug	isolariciresinol,91,107,Chemical/Drug	secoisolariciresinol diglycoside,109,141,Chemical/Drug	lariciresinol monoglycoside,143,170,Chemical/Drug	sesaminol,215,224,Chemical/Drug	sesaminol triglycoside,226,248,Chemical/Drug	sesamolinol,250,261,Chemical/Drug	sesamolinol diglycoside,266,289,Chemical/Drug	"[{""token"": ""Secoisolariciresinol"", ""start_span"": 0, ""end_span"": 20, ""type"": ""Chemical/Drug""}, {""token"": ""lariciresinol"", ""start_span"": 22, ""end_span"": 35, ""type"": ""Chemical/Drug""}, {""token"": ""pinoresinol"", ""start_span"": 37, ""end_span"": 48, ""type"": ""Chemical/Drug""}, {""token"": ""7 - hydroxymatairesinol"", ""start_span"": 50, ""end_span"": 73, ""type"": ""Chemical/Drug""}, {""token"": ""syringaresinol"", ""start_span"": 75, ""end_span"": 89, ""type"": ""Chemical/Drug""}, {""token"": ""isolariciresinol"", ""start_span"": 91, ""end_span"": 107, ""type"": ""Chemical/Drug""}, {""token"": ""secoisolariciresinol diglycoside"", ""start_span"": 109, ""end_span"": 141, ""type"": ""Chemical/Drug""}, {""token"": ""lariciresinol monoglycoside"", ""start_span"": 143, ""end_span"": 170, ""type"": ""Chemical/Drug""}, {""token"": ""sesaminol"", ""start_span"": 215, ""end_span"": 224, ""type"": ""Chemical/Drug""}, {""token"": ""sesaminol triglycoside"", ""start_span"": 226, ""end_span"": 248, ""type"": ""Chemical/Drug""}, {""token"": ""sesamolinol"", ""start_span"": 250, ""end_span"": 261, ""type"": ""Chemical/Drug""}, {""token"": ""sesamolinol diglycoside"", ""start_span"": 266, ""end_span"": 289, ""type"": ""Chemical/Drug""}]"	train
In addition, major metabolites were identified and measurements of OH - PAHs ( 1 - naphthol, 9 - phenantrol, 9 - fluorenol, 1 - pyrenol, 1OH - BaP and 3OH - BaP) and alkylphenols ( 4 - n - nonylphenol ( 4 - n - NP) and 4 - tertoctylphenol ( 4 - tert - OP)) in the same fish bile extracts were taken by gas chromatography - mass spectrometry in electron ionization mode ( GC - EI - MS).	OH - PAHs,67,76,Chemical/Drug	1 - naphthol,79,91,Chemical/Drug	9 - phenantrol,93,107,Chemical/Drug	9 - fluorenol,109,122,Chemical/Drug	1 - pyrenol,124,135,Chemical/Drug	1OH - BaP,137,146,Chemical/Drug	3OH - BaP,151,160,Chemical/Drug	alkylphenols,166,178,Chemical/Drug	4 - n - nonylphenol,181,200,Chemical/Drug	4 - n - NP,203,213,Chemical/Drug	4 - tertoctylphenol,219,238,Chemical/Drug	4 - tert - OP,241,254,Chemical/Drug	"[{""token"": ""OH - PAHs"", ""start_span"": 67, ""end_span"": 76, ""type"": ""Chemical/Drug""}, {""token"": ""1 - naphthol"", ""start_span"": 79, ""end_span"": 91, ""type"": ""Chemical/Drug""}, {""token"": ""9 - phenantrol"", ""start_span"": 93, ""end_span"": 107, ""type"": ""Chemical/Drug""}, {""token"": ""9 - fluorenol"", ""start_span"": 109, ""end_span"": 122, ""type"": ""Chemical/Drug""}, {""token"": ""1 - pyrenol"", ""start_span"": 124, ""end_span"": 135, ""type"": ""Chemical/Drug""}, {""token"": ""1OH - BaP"", ""start_span"": 137, ""end_span"": 146, ""type"": ""Chemical/Drug""}, {""token"": ""3OH - BaP"", ""start_span"": 151, ""end_span"": 160, ""type"": ""Chemical/Drug""}, {""token"": ""alkylphenols"", ""start_span"": 166, ""end_span"": 178, ""type"": ""Chemical/Drug""}, {""token"": ""4 - n - nonylphenol"", ""start_span"": 181, ""end_span"": 200, ""type"": ""Chemical/Drug""}, {""token"": ""4 - n - NP"", ""start_span"": 203, ""end_span"": 213, ""type"": ""Chemical/Drug""}, {""token"": ""4 - tertoctylphenol"", ""start_span"": 219, ""end_span"": 238, ""type"": ""Chemical/Drug""}, {""token"": ""4 - tert - OP"", ""start_span"": 241, ""end_span"": 254, ""type"": ""Chemical/Drug""}]"	train
Silyl halides and pseudohalides, R3SiX ( X = Cl, CN, N3; R = Me, Ph), react with 1 by attaching X to bismuth and R3Si to the oxyaryl oxygen to form Ar ' Bi ( X) ( C6H2tBu2 - 3, 5 - OSiR3 - 4) complexes, a formal addition across five bonds.	Silyl halides,0,13,Chemical/Drug	pseudohalides,18,31,Chemical/Drug	R3SiX,33,38,Chemical/Drug	Cl,45,47,Chemical/Drug	CN,49,51,Chemical/Drug	N3,53,55,Chemical/Drug	Me,61,63,Chemical/Drug	Ph,65,67,Chemical/Drug	bismuth,101,108,Chemical/Drug	R3Si,113,117,Chemical/Drug	oxyaryl,125,132,Chemical/Drug	oxygen,133,139,Chemical/Drug	"[{""token"": ""Silyl halides"", ""start_span"": 0, ""end_span"": 13, ""type"": ""Chemical/Drug""}, {""token"": ""pseudohalides"", ""start_span"": 18, ""end_span"": 31, ""type"": ""Chemical/Drug""}, {""token"": ""R3SiX"", ""start_span"": 33, ""end_span"": 38, ""type"": ""Chemical/Drug""}, {""token"": ""Cl"", ""start_span"": 45, ""end_span"": 47, ""type"": ""Chemical/Drug""}, {""token"": ""CN"", ""start_span"": 49, ""end_span"": 51, ""type"": ""Chemical/Drug""}, {""token"": ""N3"", ""start_span"": 53, ""end_span"": 55, ""type"": ""Chemical/Drug""}, {""token"": ""Me"", ""start_span"": 61, ""end_span"": 63, ""type"": ""Chemical/Drug""}, {""token"": ""Ph"", ""start_span"": 65, ""end_span"": 67, ""type"": ""Chemical/Drug""}, {""token"": ""bismuth"", ""start_span"": 101, ""end_span"": 108, ""type"": ""Chemical/Drug""}, {""token"": ""R3Si"", ""start_span"": 113, ""end_span"": 117, ""type"": ""Chemical/Drug""}, {""token"": ""oxyaryl"", ""start_span"": 125, ""end_span"": 132, ""type"": ""Chemical/Drug""}, {""token"": ""oxygen"", ""start_span"": 133, ""end_span"": 139, ""type"": ""Chemical/Drug""}]"	train
In addition, the level of 8 - Gua ( guanine), a product of DNA damage, was 1. 7 + / - 0. 12 8 - hydroxyl guanine ( 8 - OH Gua) / 105 Gua in brain tissue in the control group receiving cisplatin, compared with 0. 97 + / - 0. 03 8 - OH Gua / 105 Gua in the thiamine pyrophosphate ( 20 mg / kg) group and 1. 55 + / - 0. 11 8 - OH Gua / 105 Gua in the thiamine ( 20 mg / kg) group.	8 - Gua,26,33,Chemical/Drug	guanine,36,43,Chemical/Drug	8 - hydroxyl guanine,92,112,Chemical/Drug	8 - OH Gua,115,125,Chemical/Drug	Gua,133,136,Chemical/Drug	cisplatin,184,193,Chemical/Drug	Gua,234,237,Chemical/Drug	Gua,244,247,Chemical/Drug	thiamine pyrophosphate,255,277,Chemical/Drug	8 - OH Gua,320,330,Chemical/Drug	Gua,337,340,Chemical/Drug	thiamine,348,356,Chemical/Drug	"[{""token"": ""8 - Gua"", ""start_span"": 26, ""end_span"": 33, ""type"": ""Chemical/Drug""}, {""token"": ""guanine"", ""start_span"": 36, ""end_span"": 43, ""type"": ""Chemical/Drug""}, {""token"": ""8 - hydroxyl guanine"", ""start_span"": 92, ""end_span"": 112, ""type"": ""Chemical/Drug""}, {""token"": ""8 - OH Gua"", ""start_span"": 115, ""end_span"": 125, ""type"": ""Chemical/Drug""}, {""token"": ""Gua"", ""start_span"": 133, ""end_span"": 136, ""type"": ""Chemical/Drug""}, {""token"": ""cisplatin"", ""start_span"": 184, ""end_span"": 193, ""type"": ""Chemical/Drug""}, {""token"": ""Gua"", ""start_span"": 234, ""end_span"": 237, ""type"": ""Chemical/Drug""}, {""token"": ""Gua"", ""start_span"": 244, ""end_span"": 247, ""type"": ""Chemical/Drug""}, {""token"": ""thiamine pyrophosphate"", ""start_span"": 255, ""end_span"": 277, ""type"": ""Chemical/Drug""}, {""token"": ""8 - OH Gua"", ""start_span"": 320, ""end_span"": 330, ""type"": ""Chemical/Drug""}, {""token"": ""Gua"", ""start_span"": 337, ""end_span"": 340, ""type"": ""Chemical/Drug""}, {""token"": ""thiamine"", ""start_span"": 348, ""end_span"": 356, ""type"": ""Chemical/Drug""}]"	train
