Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	entity_7	json	split
Exogenous IL - 2, which restitutes the proliferative response of the anti - CD3 - and anti - CD28 - treated Rel - / - T cells, restores production of IL - 5, TNF - alpha, and IFN - gamma, but not IL - 3 and GM - CSF expression to approximately normal levels.	IL - 2,10,16,Protein	CD28,93,97,Protein	IL - 5,150,156,Protein	TNF - alpha,158,169,Protein	IFN - gamma,175,186,Protein	IL - 3,196,202,Protein	GM - CSF,207,215,Protein	"[{""token"": ""IL - 2"", ""start_span"": 10, ""end_span"": 16, ""type"": ""Protein""}, {""token"": ""CD28"", ""start_span"": 93, ""end_span"": 97, ""type"": ""Protein""}, {""token"": ""IL - 5"", ""start_span"": 150, ""end_span"": 156, ""type"": ""Protein""}, {""token"": ""TNF - alpha"", ""start_span"": 158, ""end_span"": 169, ""type"": ""Protein""}, {""token"": ""IFN - gamma"", ""start_span"": 175, ""end_span"": 186, ""type"": ""Protein""}, {""token"": ""IL - 3"", ""start_span"": 196, ""end_span"": 202, ""type"": ""Protein""}, {""token"": ""GM - CSF"", ""start_span"": 207, ""end_span"": 215, ""type"": ""Protein""}]"	valid
Galectin - 3 is a beta - galactoside - binding lectin previously designated as epsilon BP ( IgE - binding protein), CBP35, Mac - 2, L - 29, and L - 34, and its expression has been associated with various physiological and pathological processes, including cell growth, tumor transformation, and metastasis.	Galectin - 3,0,12,Protein	epsilon BP,79,89,Protein	IgE - binding protein,92,113,Protein	CBP35,116,121,Protein	Mac - 2,123,130,Protein	L - 29,132,138,Protein	L - 34,144,150,Protein	"[{""token"": ""Galectin - 3"", ""start_span"": 0, ""end_span"": 12, ""type"": ""Protein""}, {""token"": ""epsilon BP"", ""start_span"": 79, ""end_span"": 89, ""type"": ""Protein""}, {""token"": ""IgE - binding protein"", ""start_span"": 92, ""end_span"": 113, ""type"": ""Protein""}, {""token"": ""CBP35"", ""start_span"": 116, ""end_span"": 121, ""type"": ""Protein""}, {""token"": ""Mac - 2"", ""start_span"": 123, ""end_span"": 130, ""type"": ""Protein""}, {""token"": ""L - 29"", ""start_span"": 132, ""end_span"": 138, ""type"": ""Protein""}, {""token"": ""L - 34"", ""start_span"": 144, ""end_span"": 150, ""type"": ""Protein""}]"	valid
Newly translated STAT1 binds in equilibrium fashion to STAT2 and STAT3, but we show that STAT2 and STAT3 exist in separate heterocomplexes with STAT1, consistent with a model in which STAT1 contains a common binding site for other STAT proteins.	STAT1,17,22,Protein	STAT2,55,60,Protein	STAT3,65,70,Protein	STAT2,89,94,Protein	STAT3,99,104,Protein	STAT1,144,149,Protein	STAT1,184,189,Protein	"[{""token"": ""STAT1"", ""start_span"": 17, ""end_span"": 22, ""type"": ""Protein""}, {""token"": ""STAT2"", ""start_span"": 55, ""end_span"": 60, ""type"": ""Protein""}, {""token"": ""STAT3"", ""start_span"": 65, ""end_span"": 70, ""type"": ""Protein""}, {""token"": ""STAT2"", ""start_span"": 89, ""end_span"": 94, ""type"": ""Protein""}, {""token"": ""STAT3"", ""start_span"": 99, ""end_span"": 104, ""type"": ""Protein""}, {""token"": ""STAT1"", ""start_span"": 144, ""end_span"": 149, ""type"": ""Protein""}, {""token"": ""STAT1"", ""start_span"": 184, ""end_span"": 189, ""type"": ""Protein""}]"	valid
MDS1 / EVI1 enhances TGF - beta1 signaling and strengthens its growth - inhibitory effect but the leukemia - associated fusion protein AML1 / MDS1 / EVI1, product of the t ( 3; 21), abrogates growth - inhibition in response to TGF - beta1.	MDS1,0,4,Protein	EVI1,7,11,Protein	TGF - beta1,21,32,Protein	AML1,135,139,Protein	MDS1,142,146,Protein	EVI1,149,153,Protein	TGF - beta1,227,238,Protein	"[{""token"": ""MDS1"", ""start_span"": 0, ""end_span"": 4, ""type"": ""Protein""}, {""token"": ""EVI1"", ""start_span"": 7, ""end_span"": 11, ""type"": ""Protein""}, {""token"": ""TGF - beta1"", ""start_span"": 21, ""end_span"": 32, ""type"": ""Protein""}, {""token"": ""AML1"", ""start_span"": 135, ""end_span"": 139, ""type"": ""Protein""}, {""token"": ""MDS1"", ""start_span"": 142, ""end_span"": 146, ""type"": ""Protein""}, {""token"": ""EVI1"", ""start_span"": 149, ""end_span"": 153, ""type"": ""Protein""}, {""token"": ""TGF - beta1"", ""start_span"": 227, ""end_span"": 238, ""type"": ""Protein""}]"	test
Furthermore, we show that whereas the expression of the fusion protein AML1 / MDS1 / EVI1 completely abrogates the growth - inhibitory effect of TGF - beta1 and allows 32Dcl3 cells to proliferate, expression of the normal protein MDS1 / EVI1 has the opposite effect, and it strengthens the response of cells to the growth - inhibitory effect of TGF - beta1.	AML1,71,75,Protein	MDS1,78,82,Protein	EVI1,85,89,Protein	TGF - beta1,145,156,Protein	MDS1,230,234,Protein	EVI1,237,241,Protein	TGF - beta1,345,356,Protein	"[{""token"": ""AML1"", ""start_span"": 71, ""end_span"": 75, ""type"": ""Protein""}, {""token"": ""MDS1"", ""start_span"": 78, ""end_span"": 82, ""type"": ""Protein""}, {""token"": ""EVI1"", ""start_span"": 85, ""end_span"": 89, ""type"": ""Protein""}, {""token"": ""TGF - beta1"", ""start_span"": 145, ""end_span"": 156, ""type"": ""Protein""}, {""token"": ""MDS1"", ""start_span"": 230, ""end_span"": 234, ""type"": ""Protein""}, {""token"": ""EVI1"", ""start_span"": 237, ""end_span"": 241, ""type"": ""Protein""}, {""token"": ""TGF - beta1"", ""start_span"": 345, ""end_span"": 356, ""type"": ""Protein""}]"	test
Although BCL - 6 ( -) / syn - 1 ( +) RS cells of HIV - HD express CD40, they are not surrounded by CD40 ligand - positive ( CD40L +) reactive T lymphocytes, which, in HD of the general population, are thought to regulate the disease phenotype through CD40 / CD40L interactions.	BCL - 6,9,16,Protein	syn - 1,24,31,Protein	CD40,66,70,Protein	CD40 ligand,99,110,Protein	CD40L,124,129,Protein	CD40,251,255,Protein	CD40L,258,263,Protein	"[{""token"": ""BCL - 6"", ""start_span"": 9, ""end_span"": 16, ""type"": ""Protein""}, {""token"": ""syn - 1"", ""start_span"": 24, ""end_span"": 31, ""type"": ""Protein""}, {""token"": ""CD40"", ""start_span"": 66, ""end_span"": 70, ""type"": ""Protein""}, {""token"": ""CD40 ligand"", ""start_span"": 99, ""end_span"": 110, ""type"": ""Protein""}, {""token"": ""CD40L"", ""start_span"": 124, ""end_span"": 129, ""type"": ""Protein""}, {""token"": ""CD40"", ""start_span"": 251, ""end_span"": 255, ""type"": ""Protein""}, {""token"": ""CD40L"", ""start_span"": 258, ""end_span"": 263, ""type"": ""Protein""}]"	test
CONCLUSIONS: HCS forcefully blocks the production of IL - 2; the IL - 2R alpha - chain; and Jak1, Jak3, Stat1, Stat3, and Stat5 expression.	IL - 2,53,59,Protein	IL - 2R alpha - chain,65,86,Protein	Jak1,92,96,Protein	Jak3,98,102,Protein	Stat1,104,109,Protein	Stat3,111,116,Protein	Stat5,122,127,Protein	"[{""token"": ""IL - 2"", ""start_span"": 53, ""end_span"": 59, ""type"": ""Protein""}, {""token"": ""IL - 2R alpha - chain"", ""start_span"": 65, ""end_span"": 86, ""type"": ""Protein""}, {""token"": ""Jak1"", ""start_span"": 92, ""end_span"": 96, ""type"": ""Protein""}, {""token"": ""Jak3"", ""start_span"": 98, ""end_span"": 102, ""type"": ""Protein""}, {""token"": ""Stat1"", ""start_span"": 104, ""end_span"": 109, ""type"": ""Protein""}, {""token"": ""Stat3"", ""start_span"": 111, ""end_span"": 116, ""type"": ""Protein""}, {""token"": ""Stat5"", ""start_span"": 122, ""end_span"": 127, ""type"": ""Protein""}]"	test
We reasoned that selective IFN responsiveness of the first STAT family member ( Stat1) and Stat1 - dependent immune - response genes such as intercellular adhesion molecule - 1 ( ICAM - 1), IFN regulatory factor - 1 ( IRF - 1), and Stat1 itself in airway epithelial cells provides a basis for detecting cytokine signaling abnormalities in inflammatory airway disease.	Stat1,80,85,Protein	Stat1,91,96,Protein	intercellular adhesion molecule - 1,141,176,Protein	ICAM - 1,179,187,Protein	IFN regulatory factor - 1,190,215,Protein	IRF - 1,218,225,Protein	Stat1,232,237,Protein	"[{""token"": ""Stat1"", ""start_span"": 80, ""end_span"": 85, ""type"": ""Protein""}, {""token"": ""Stat1"", ""start_span"": 91, ""end_span"": 96, ""type"": ""Protein""}, {""token"": ""intercellular adhesion molecule - 1"", ""start_span"": 141, ""end_span"": 176, ""type"": ""Protein""}, {""token"": ""ICAM - 1"", ""start_span"": 179, ""end_span"": 187, ""type"": ""Protein""}, {""token"": ""IFN regulatory factor - 1"", ""start_span"": 190, ""end_span"": 215, ""type"": ""Protein""}, {""token"": ""IRF - 1"", ""start_span"": 218, ""end_span"": 225, ""type"": ""Protein""}, {""token"": ""Stat1"", ""start_span"": 232, ""end_span"": 237, ""type"": ""Protein""}]"	test
We identified this 92 - kDa protein as STAT5, but not as STATs1, 3, and 6 nor c - fes and vav protooncogene products, and demonstrated its translocation to the nucleus, enhancement of specific DNA binding capacity, and potentiation of trancriptional activity by GM - CSF.	STAT5,39,44,Protein	STATs1,57,63,Protein	3,65,66,Protein	6,72,73,Protein	c - fes,78,85,Protein	vav,90,93,Protein	GM - CSF,262,270,Protein	"[{""token"": ""STAT5"", ""start_span"": 39, ""end_span"": 44, ""type"": ""Protein""}, {""token"": ""STATs1"", ""start_span"": 57, ""end_span"": 63, ""type"": ""Protein""}, {""token"": ""3"", ""start_span"": 65, ""end_span"": 66, ""type"": ""Protein""}, {""token"": ""6"", ""start_span"": 72, ""end_span"": 73, ""type"": ""Protein""}, {""token"": ""c - fes"", ""start_span"": 78, ""end_span"": 85, ""type"": ""Protein""}, {""token"": ""vav"", ""start_span"": 90, ""end_span"": 93, ""type"": ""Protein""}, {""token"": ""GM - CSF"", ""start_span"": 262, ""end_span"": 270, ""type"": ""Protein""}]"	test
From a consecutive series of 350 cases of adult de novo acute myeloid leukemia ( AML), we identified 20 cases ( 6%) with a unique immunophenotype: CD33 +, CD56 +, CD11a +, CD13lo, CD15lo, CD34 + / -, HLA - DR -, CD16 -.	CD33,147,151,Protein	CD56,155,159,Protein	CD11a,163,168,Protein	CD13lo,172,178,Protein	CD15lo,180,186,Protein	CD34,188,192,Protein	CD16,212,216,Protein	"[{""token"": ""CD33"", ""start_span"": 147, ""end_span"": 151, ""type"": ""Protein""}, {""token"": ""CD56"", ""start_span"": 155, ""end_span"": 159, ""type"": ""Protein""}, {""token"": ""CD11a"", ""start_span"": 163, ""end_span"": 168, ""type"": ""Protein""}, {""token"": ""CD13lo"", ""start_span"": 172, ""end_span"": 178, ""type"": ""Protein""}, {""token"": ""CD15lo"", ""start_span"": 180, ""end_span"": 186, ""type"": ""Protein""}, {""token"": ""CD34"", ""start_span"": 188, ""end_span"": 192, ""type"": ""Protein""}, {""token"": ""CD16"", ""start_span"": 212, ""end_span"": 216, ""type"": ""Protein""}]"	test
Here we report that binding of human IL - 2 to its binding site leads to transcriptional activation of the macrophage CSF ( M - CSF) gene in Mo resulting in accumulation of M - CSF mRNA and subsequent release of bioactive M - CSF protein as demonstrated by ELISA and inhibition of IL - 2 induced release of an activity - stimulating growth of monocyte - type colonies by a neutralizing anti - M - CSF antibody.	IL - 2,37,43,Protein	macrophage CSF,107,121,Protein	M - CSF,124,131,Protein	M - CSF,173,180,Protein	M - CSF,222,229,Protein	IL - 2,281,287,Protein	M - CSF,393,400,Protein	"[{""token"": ""IL - 2"", ""start_span"": 37, ""end_span"": 43, ""type"": ""Protein""}, {""token"": ""macrophage CSF"", ""start_span"": 107, ""end_span"": 121, ""type"": ""Protein""}, {""token"": ""M - CSF"", ""start_span"": 124, ""end_span"": 131, ""type"": ""Protein""}, {""token"": ""M - CSF"", ""start_span"": 173, ""end_span"": 180, ""type"": ""Protein""}, {""token"": ""M - CSF"", ""start_span"": 222, ""end_span"": 229, ""type"": ""Protein""}, {""token"": ""IL - 2"", ""start_span"": 281, ""end_span"": 287, ""type"": ""Protein""}, {""token"": ""M - CSF"", ""start_span"": 393, ""end_span"": 400, ""type"": ""Protein""}]"	test
Elevated cAMP did not prevent nuclear translocation of p50 / p65 and c - Rel / p65 heterodimers, decrease nuclear translocation of p65, or significantly modify TNFalpha - induced phosphorylation of p65.	p50,55,58,Protein	p65,61,64,Protein	c - Rel,69,76,Protein	p65,79,82,Protein	p65,131,134,Protein	TNFalpha,160,168,Protein	p65,198,201,Protein	"[{""token"": ""p50"", ""start_span"": 55, ""end_span"": 58, ""type"": ""Protein""}, {""token"": ""p65"", ""start_span"": 61, ""end_span"": 64, ""type"": ""Protein""}, {""token"": ""c - Rel"", ""start_span"": 69, ""end_span"": 76, ""type"": ""Protein""}, {""token"": ""p65"", ""start_span"": 79, ""end_span"": 82, ""type"": ""Protein""}, {""token"": ""p65"", ""start_span"": 131, ""end_span"": 134, ""type"": ""Protein""}, {""token"": ""TNFalpha"", ""start_span"": 160, ""end_span"": 168, ""type"": ""Protein""}, {""token"": ""p65"", ""start_span"": 198, ""end_span"": 201, ""type"": ""Protein""}]"	test
A dramatic increase in the intracellular levels of NF - kappaB subunits c - Rel and NF - kappaB2 p100 and a moderate increase in NF - kappaB2 p52 and RelA ( p65) were detected in HIV - 1 - infected cells, whereas NF - kappaB1 p105 / p50 levels were not altered relative to the levels in uninfected cells.	c - Rel,72,79,Protein	NF - kappaB2 p100,84,101,Protein	NF - kappaB2 p52,129,145,Protein	RelA,150,154,Protein	p65,157,160,Protein	NF - kappaB1 p105,213,230,Protein	p50,233,236,Protein	"[{""token"": ""c - Rel"", ""start_span"": 72, ""end_span"": 79, ""type"": ""Protein""}, {""token"": ""NF - kappaB2 p100"", ""start_span"": 84, ""end_span"": 101, ""type"": ""Protein""}, {""token"": ""NF - kappaB2 p52"", ""start_span"": 129, ""end_span"": 145, ""type"": ""Protein""}, {""token"": ""RelA"", ""start_span"": 150, ""end_span"": 154, ""type"": ""Protein""}, {""token"": ""p65"", ""start_span"": 157, ""end_span"": 160, ""type"": ""Protein""}, {""token"": ""NF - kappaB1 p105"", ""start_span"": 213, ""end_span"": 230, ""type"": ""Protein""}, {""token"": ""p50"", ""start_span"": 233, ""end_span"": 236, ""type"": ""Protein""}]"	test
"Tumor necrosis factor receptor - 1 ( TNFR - 1) and CD95 ( also called Fas or APO - 1) are cytokine receptors that engage the apoptosis pathway through a region of intracellular homology, designated the "" death domain. "" Another death domain - containing member of the TNFR family, death receptor 3 ( DR3), was identified and was shown to induce both apoptosis and activation of nuclear factor kappaB."	Tumor necrosis factor receptor - 1,0,34,Protein	TNFR - 1,37,45,Protein	CD95,51,55,Protein	Fas,70,73,Protein	APO - 1,77,84,Protein	death receptor 3,281,297,Protein	DR3,300,303,Protein	"[{""token"": ""Tumor necrosis factor receptor - 1"", ""start_span"": 0, ""end_span"": 34, ""type"": ""Protein""}, {""token"": ""TNFR - 1"", ""start_span"": 37, ""end_span"": 45, ""type"": ""Protein""}, {""token"": ""CD95"", ""start_span"": 51, ""end_span"": 55, ""type"": ""Protein""}, {""token"": ""Fas"", ""start_span"": 70, ""end_span"": 73, ""type"": ""Protein""}, {""token"": ""APO - 1"", ""start_span"": 77, ""end_span"": 84, ""type"": ""Protein""}, {""token"": ""death receptor 3"", ""start_span"": 281, ""end_span"": 297, ""type"": ""Protein""}, {""token"": ""DR3"", ""start_span"": 300, ""end_span"": 303, ""type"": ""Protein""}]"	test
p52 and RelB were detected in the nuclei in both CD1a + and CD68 + cells from the T cell area, whereas p50 was found only in CD68 - and CD1a - cells.	p52,0,3,Protein	RelB,8,12,Protein	CD1a,49,53,Protein	CD68,60,64,Protein	p50,103,106,Protein	CD68,125,129,Protein	CD1a,136,140,Protein	"[{""token"": ""p52"", ""start_span"": 0, ""end_span"": 3, ""type"": ""Protein""}, {""token"": ""RelB"", ""start_span"": 8, ""end_span"": 12, ""type"": ""Protein""}, {""token"": ""CD1a"", ""start_span"": 49, ""end_span"": 53, ""type"": ""Protein""}, {""token"": ""CD68"", ""start_span"": 60, ""end_span"": 64, ""type"": ""Protein""}, {""token"": ""p50"", ""start_span"": 103, ""end_span"": 106, ""type"": ""Protein""}, {""token"": ""CD68"", ""start_span"": 125, ""end_span"": 129, ""type"": ""Protein""}, {""token"": ""CD1a"", ""start_span"": 136, ""end_span"": 140, ""type"": ""Protein""}]"	test
Constitutive binding of further factor proteins to DNA, such as JunD, c - Fos and FosB, was detected in several patients whereas the localisation and DNA binding of other factors such as c - Jun, RelA / p65 and c - Rel was unaltered.	JunD,64,68,Protein	c - Fos,70,77,Protein	FosB,82,86,Protein	c - Jun,187,194,Protein	RelA,196,200,Protein	p65,203,206,Protein	c - Rel,211,218,Protein	"[{""token"": ""JunD"", ""start_span"": 64, ""end_span"": 68, ""type"": ""Protein""}, {""token"": ""c - Fos"", ""start_span"": 70, ""end_span"": 77, ""type"": ""Protein""}, {""token"": ""FosB"", ""start_span"": 82, ""end_span"": 86, ""type"": ""Protein""}, {""token"": ""c - Jun"", ""start_span"": 187, ""end_span"": 194, ""type"": ""Protein""}, {""token"": ""RelA"", ""start_span"": 196, ""end_span"": 200, ""type"": ""Protein""}, {""token"": ""p65"", ""start_span"": 203, ""end_span"": 206, ""type"": ""Protein""}, {""token"": ""c - Rel"", ""start_span"": 211, ""end_span"": 218, ""type"": ""Protein""}]"	test
