Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	entity_7	entity_8	json	split
Mutagenesis of SNT1 ( IRS) CX identified three classes of effector motifs within SNT critical for both sustained ERK activation and neuronal differentiation: 1) four phosphotyrosine motifs that mediate recruitment of Grb2, 2) two phosphotyrosine motifs that mediate recruitment of Shp2, and 3) a C - terminal motif that functions by helping to recruit Sos.	SNT1,15,19,Gene/Protein	IRS,22,25,Gene/Protein	CX,27,29,Gene/Protein	SNT,81,84,Gene/Protein	ERK,113,116,Gene/Protein	Grb2,217,221,Gene/Protein	Shp2,281,285,Gene/Protein	Sos,352,355,Gene/Protein	"[{""token"": ""SNT1"", ""start_span"": 15, ""end_span"": 19, ""type"": ""Gene/Protein""}, {""token"": ""IRS"", ""start_span"": 22, ""end_span"": 25, ""type"": ""Gene/Protein""}, {""token"": ""CX"", ""start_span"": 27, ""end_span"": 29, ""type"": ""Gene/Protein""}, {""token"": ""SNT"", ""start_span"": 81, ""end_span"": 84, ""type"": ""Gene/Protein""}, {""token"": ""ERK"", ""start_span"": 113, ""end_span"": 116, ""type"": ""Gene/Protein""}, {""token"": ""Grb2"", ""start_span"": 217, ""end_span"": 221, ""type"": ""Gene/Protein""}, {""token"": ""Shp2"", ""start_span"": 281, ""end_span"": 285, ""type"": ""Gene/Protein""}, {""token"": ""Sos"", ""start_span"": 352, ""end_span"": 355, ""type"": ""Gene/Protein""}]"	train
SRFDelta5 acts as a naturally occurring dominant negative regulatory mutant that blocks SRF - dependent skeletal alpha - actin, cardiac alpha - actin, smooth alpha - actin, SM22alpha, and SRF promoter - luciferase reporter activities.	SRFDelta5,0,9,Gene/Protein	SRF,88,91,Gene/Protein	skeletal alpha - actin,104,126,Gene/Protein	cardiac alpha - actin,128,149,Gene/Protein	smooth alpha - actin,151,171,Gene/Protein	SM22alpha,173,182,Gene/Protein	SRF,188,191,Gene/Protein	luciferase,203,213,Gene/Protein	"[{""token"": ""SRFDelta5"", ""start_span"": 0, ""end_span"": 9, ""type"": ""Gene/Protein""}, {""token"": ""SRF"", ""start_span"": 88, ""end_span"": 91, ""type"": ""Gene/Protein""}, {""token"": ""skeletal alpha - actin"", ""start_span"": 104, ""end_span"": 126, ""type"": ""Gene/Protein""}, {""token"": ""cardiac alpha - actin"", ""start_span"": 128, ""end_span"": 149, ""type"": ""Gene/Protein""}, {""token"": ""smooth alpha - actin"", ""start_span"": 151, ""end_span"": 171, ""type"": ""Gene/Protein""}, {""token"": ""SM22alpha"", ""start_span"": 173, ""end_span"": 182, ""type"": ""Gene/Protein""}, {""token"": ""SRF"", ""start_span"": 188, ""end_span"": 191, ""type"": ""Gene/Protein""}, {""token"": ""luciferase"", ""start_span"": 203, ""end_span"": 213, ""type"": ""Gene/Protein""}]"	train
Unlike p59v - rel, which is a nuclear protein in CEF, indirect immunofluorescence showed that p68c - rel in JD214c - rel infected CEF is located exclusively in the cytoplasm of these cells, even though the sequence of p68c - rel showed that it contains a nuclear localizing sequence identical to the one previously identified in p59v - rel.	p59v,7,11,Gene/Protein	rel,14,17,Gene/Protein	p68c,94,98,Gene/Protein	rel,101,104,Gene/Protein	p68c,218,222,Gene/Protein	rel,225,228,Gene/Protein	p59v,329,333,Gene/Protein	rel,336,339,Gene/Protein	"[{""token"": ""p59v"", ""start_span"": 7, ""end_span"": 11, ""type"": ""Gene/Protein""}, {""token"": ""rel"", ""start_span"": 14, ""end_span"": 17, ""type"": ""Gene/Protein""}, {""token"": ""p68c"", ""start_span"": 94, ""end_span"": 98, ""type"": ""Gene/Protein""}, {""token"": ""rel"", ""start_span"": 101, ""end_span"": 104, ""type"": ""Gene/Protein""}, {""token"": ""p68c"", ""start_span"": 218, ""end_span"": 222, ""type"": ""Gene/Protein""}, {""token"": ""rel"", ""start_span"": 225, ""end_span"": 228, ""type"": ""Gene/Protein""}, {""token"": ""p59v"", ""start_span"": 329, ""end_span"": 333, ""type"": ""Gene/Protein""}, {""token"": ""rel"", ""start_span"": 336, ""end_span"": 339, ""type"": ""Gene/Protein""}]"	train
In the current model, Wingless / Wnt signal stabilizes Armadillo / beta - catenin, which then accumulates in nuclei and binds TCF / LEF family proteins, forming bipartite transcription factors which activate transcription of Wingless / Wnt responsive genes.	Wingless,22,30,Gene/Protein	Wnt,33,36,Gene/Protein	Armadillo,55,64,Gene/Protein	beta - catenin,67,81,Gene/Protein	TCF,126,129,Gene/Protein	LEF,132,135,Gene/Protein	Wingless,225,233,Gene/Protein	Wnt,236,239,Gene/Protein	"[{""token"": ""Wingless"", ""start_span"": 22, ""end_span"": 30, ""type"": ""Gene/Protein""}, {""token"": ""Wnt"", ""start_span"": 33, ""end_span"": 36, ""type"": ""Gene/Protein""}, {""token"": ""Armadillo"", ""start_span"": 55, ""end_span"": 64, ""type"": ""Gene/Protein""}, {""token"": ""beta - catenin"", ""start_span"": 67, ""end_span"": 81, ""type"": ""Gene/Protein""}, {""token"": ""TCF"", ""start_span"": 126, ""end_span"": 129, ""type"": ""Gene/Protein""}, {""token"": ""LEF"", ""start_span"": 132, ""end_span"": 135, ""type"": ""Gene/Protein""}, {""token"": ""Wingless"", ""start_span"": 225, ""end_span"": 233, ""type"": ""Gene/Protein""}, {""token"": ""Wnt"", ""start_span"": 236, ""end_span"": 239, ""type"": ""Gene/Protein""}]"	train
LMP - 1 is targeted to the plasma membrane, where it binds TRAF, TRADD, and JAK molecules to activate NF - kappaB -, AP - 1 -, and STAT - dependent pathways as does CD40.	LMP - 1,0,7,Gene/Protein	TRAF,59,63,Gene/Protein	TRADD,65,70,Gene/Protein	JAK molecules,76,89,Gene/Protein	NF - kappaB,102,113,Gene/Protein	AP - 1,117,123,Gene/Protein	STAT,131,135,Gene/Protein	CD40,165,169,Gene/Protein	"[{""token"": ""LMP - 1"", ""start_span"": 0, ""end_span"": 7, ""type"": ""Gene/Protein""}, {""token"": ""TRAF"", ""start_span"": 59, ""end_span"": 63, ""type"": ""Gene/Protein""}, {""token"": ""TRADD"", ""start_span"": 65, ""end_span"": 70, ""type"": ""Gene/Protein""}, {""token"": ""JAK molecules"", ""start_span"": 76, ""end_span"": 89, ""type"": ""Gene/Protein""}, {""token"": ""NF - kappaB"", ""start_span"": 102, ""end_span"": 113, ""type"": ""Gene/Protein""}, {""token"": ""AP - 1"", ""start_span"": 117, ""end_span"": 123, ""type"": ""Gene/Protein""}, {""token"": ""STAT"", ""start_span"": 131, ""end_span"": 135, ""type"": ""Gene/Protein""}, {""token"": ""CD40"", ""start_span"": 165, ""end_span"": 169, ""type"": ""Gene/Protein""}]"	train
D - cyclin - cdk activity is required for Rb phosphorylation in v - Jun - transformed cells, since ectopic expression of the cdk4 - and cdk6 - specific inhibitor p16 ( INK4A) inhibits both DNA synthesis and cell proliferation.	D - cyclin,0,10,Gene/Protein	cdk,13,16,Gene/Protein	Rb,42,44,Gene/Protein	v - Jun,64,71,Gene/Protein	cdk4,125,129,Gene/Protein	cdk6,136,140,Gene/Protein	p16,162,165,Gene/Protein	INK4A,168,173,Gene/Protein	"[{""token"": ""D - cyclin"", ""start_span"": 0, ""end_span"": 10, ""type"": ""Gene/Protein""}, {""token"": ""cdk"", ""start_span"": 13, ""end_span"": 16, ""type"": ""Gene/Protein""}, {""token"": ""Rb"", ""start_span"": 42, ""end_span"": 44, ""type"": ""Gene/Protein""}, {""token"": ""v - Jun"", ""start_span"": 64, ""end_span"": 71, ""type"": ""Gene/Protein""}, {""token"": ""cdk4"", ""start_span"": 125, ""end_span"": 129, ""type"": ""Gene/Protein""}, {""token"": ""cdk6"", ""start_span"": 136, ""end_span"": 140, ""type"": ""Gene/Protein""}, {""token"": ""p16"", ""start_span"": 162, ""end_span"": 165, ""type"": ""Gene/Protein""}, {""token"": ""INK4A"", ""start_span"": 168, ""end_span"": 173, ""type"": ""Gene/Protein""}]"	train
Ha - RasV12 and activated proteins in both the extra - cellular regulated kinase ( ERK) and the stress - activated protein kinase ( SAPK) or Jun N - terminal kinase ( JNK) cascades independently stimulated PEA3 - mediated gene expression.	Ha - RasV12,0,11,Gene/Protein	extra - cellular regulated kinase,47,80,Gene/Protein	ERK,83,86,Gene/Protein	stress - activated protein kinase,96,129,Gene/Protein	SAPK,132,136,Gene/Protein	Jun N - terminal kinase,141,164,Gene/Protein	JNK,167,170,Gene/Protein	PEA3,206,210,Gene/Protein	"[{""token"": ""Ha - RasV12"", ""start_span"": 0, ""end_span"": 11, ""type"": ""Gene/Protein""}, {""token"": ""extra - cellular regulated kinase"", ""start_span"": 47, ""end_span"": 80, ""type"": ""Gene/Protein""}, {""token"": ""ERK"", ""start_span"": 83, ""end_span"": 86, ""type"": ""Gene/Protein""}, {""token"": ""stress - activated protein kinase"", ""start_span"": 96, ""end_span"": 129, ""type"": ""Gene/Protein""}, {""token"": ""SAPK"", ""start_span"": 132, ""end_span"": 136, ""type"": ""Gene/Protein""}, {""token"": ""Jun N - terminal kinase"", ""start_span"": 141, ""end_span"": 164, ""type"": ""Gene/Protein""}, {""token"": ""JNK"", ""start_span"": 167, ""end_span"": 170, ""type"": ""Gene/Protein""}, {""token"": ""PEA3"", ""start_span"": 206, ""end_span"": 210, ""type"": ""Gene/Protein""}]"	train
Similarly, we observed synthetic phenotypes between mutations in MIF2 and trans - acting mutations in three known yeast centromere protein genes - CEP1 / CBF1 / CPF1, NDC10 / CBF2, and CEP3 / CBF3B.	MIF2,65,69,Gene/Protein	CEP1,147,151,Gene/Protein	CBF1,154,158,Gene/Protein	CPF1,161,165,Gene/Protein	NDC10,167,172,Gene/Protein	CBF2,175,179,Gene/Protein	CEP3,185,189,Gene/Protein	CBF3B,192,197,Gene/Protein	"[{""token"": ""MIF2"", ""start_span"": 65, ""end_span"": 69, ""type"": ""Gene/Protein""}, {""token"": ""CEP1"", ""start_span"": 147, ""end_span"": 151, ""type"": ""Gene/Protein""}, {""token"": ""CBF1"", ""start_span"": 154, ""end_span"": 158, ""type"": ""Gene/Protein""}, {""token"": ""CPF1"", ""start_span"": 161, ""end_span"": 165, ""type"": ""Gene/Protein""}, {""token"": ""NDC10"", ""start_span"": 167, ""end_span"": 172, ""type"": ""Gene/Protein""}, {""token"": ""CBF2"", ""start_span"": 175, ""end_span"": 179, ""type"": ""Gene/Protein""}, {""token"": ""CEP3"", ""start_span"": 185, ""end_span"": 189, ""type"": ""Gene/Protein""}, {""token"": ""CBF3B"", ""start_span"": 192, ""end_span"": 197, ""type"": ""Gene/Protein""}]"	train
C. elegans KLP - 11 / OSM - 3 / KAP - 1: orthologs of the sea urchin kinesin - II, and mouse KIF3A / KIFB / KAP3 kinesin complexes.	KLP - 11,11,19,Gene/Protein	OSM - 3,22,29,Gene/Protein	KAP - 1,32,39,Gene/Protein	sea urchin kinesin - II,58,81,Gene/Protein	KIF3A,93,98,Gene/Protein	KIFB,101,105,Gene/Protein	KAP3,108,112,Gene/Protein	kinesin,113,120,Gene/Protein	"[{""token"": ""KLP - 11"", ""start_span"": 11, ""end_span"": 19, ""type"": ""Gene/Protein""}, {""token"": ""OSM - 3"", ""start_span"": 22, ""end_span"": 29, ""type"": ""Gene/Protein""}, {""token"": ""KAP - 1"", ""start_span"": 32, ""end_span"": 39, ""type"": ""Gene/Protein""}, {""token"": ""sea urchin kinesin - II"", ""start_span"": 58, ""end_span"": 81, ""type"": ""Gene/Protein""}, {""token"": ""KIF3A"", ""start_span"": 93, ""end_span"": 98, ""type"": ""Gene/Protein""}, {""token"": ""KIFB"", ""start_span"": 101, ""end_span"": 105, ""type"": ""Gene/Protein""}, {""token"": ""KAP3"", ""start_span"": 108, ""end_span"": 112, ""type"": ""Gene/Protein""}, {""token"": ""kinesin"", ""start_span"": 113, ""end_span"": 120, ""type"": ""Gene/Protein""}]"	train
The COOH - terminus of this new isoform, which we designate beta 4, lacks a 22 amino acid lysine - rich sequence common to both the human red cell alpha - and beta - adducin subunits and homologous to a highly conserved region in MARCKS, a filamentous actin - cross linking protein regulated by protein kinase C and calcium / calmodulin. beta 4 - adducin preserves a previously identified calmodulin binding domain.	beta 4,60,66,Gene/Protein	human red cell alpha - and beta - adducin subunits,132,182,Gene/Protein	MARCKS,230,236,Gene/Protein	actin,252,257,Gene/Protein	protein kinase C,295,311,Gene/Protein	calmodulin,326,336,Gene/Protein	beta 4 - adducin,338,354,Gene/Protein	calmodulin binding domain,389,414,Gene/Protein	"[{""token"": ""beta 4"", ""start_span"": 60, ""end_span"": 66, ""type"": ""Gene/Protein""}, {""token"": ""human red cell alpha - and beta - adducin subunits"", ""start_span"": 132, ""end_span"": 182, ""type"": ""Gene/Protein""}, {""token"": ""MARCKS"", ""start_span"": 230, ""end_span"": 236, ""type"": ""Gene/Protein""}, {""token"": ""actin"", ""start_span"": 252, ""end_span"": 257, ""type"": ""Gene/Protein""}, {""token"": ""protein kinase C"", ""start_span"": 295, ""end_span"": 311, ""type"": ""Gene/Protein""}, {""token"": ""calmodulin"", ""start_span"": 326, ""end_span"": 336, ""type"": ""Gene/Protein""}, {""token"": ""beta 4 - adducin"", ""start_span"": 338, ""end_span"": 354, ""type"": ""Gene/Protein""}, {""token"": ""calmodulin binding domain"", ""start_span"": 389, ""end_span"": 414, ""type"": ""Gene/Protein""}]"	train
The BAL concentrations of the nine cytokines evaluated for the more and less affected lungs were compared: interleukin - 6 ( IL - 6), IL - 8, IL - 12, tumor necrosis factor - alpha ( TNF - alpha), and interferon gamma ( IFN - gamma) showed significant differences ( p ranged between 0.	interleukin - 6,107,122,Gene/Protein	IL - 6,125,131,Gene/Protein	IL - 8,134,140,Gene/Protein	IL - 12,142,149,Gene/Protein	tumor necrosis factor - alpha,151,180,Gene/Protein	TNF - alpha,183,194,Gene/Protein	interferon gamma,201,217,Gene/Protein	IFN - gamma,220,231,Gene/Protein	"[{""token"": ""interleukin - 6"", ""start_span"": 107, ""end_span"": 122, ""type"": ""Gene/Protein""}, {""token"": ""IL - 6"", ""start_span"": 125, ""end_span"": 131, ""type"": ""Gene/Protein""}, {""token"": ""IL - 8"", ""start_span"": 134, ""end_span"": 140, ""type"": ""Gene/Protein""}, {""token"": ""IL - 12"", ""start_span"": 142, ""end_span"": 149, ""type"": ""Gene/Protein""}, {""token"": ""tumor necrosis factor - alpha"", ""start_span"": 151, ""end_span"": 180, ""type"": ""Gene/Protein""}, {""token"": ""TNF - alpha"", ""start_span"": 183, ""end_span"": 194, ""type"": ""Gene/Protein""}, {""token"": ""interferon gamma"", ""start_span"": 201, ""end_span"": 217, ""type"": ""Gene/Protein""}, {""token"": ""IFN - gamma"", ""start_span"": 220, ""end_span"": 231, ""type"": ""Gene/Protein""}]"	train
In Schizosaccharomyces pombe, the activity of the M - phase - inducing Cdc2 / Cdc13 cyclin - dependent kinase is inhibited by Wee1 and Mik1 tyrosine kinases, and activated by Cdc25 and Pyp3 tyrosine phosphatases.	Cdc2,71,75,Gene/Protein	Cdc13,78,83,Gene/Protein	Wee1,126,130,Gene/Protein	Mik1,135,139,Gene/Protein	tyrosine kinases,140,156,Gene/Protein	Cdc25,175,180,Gene/Protein	Pyp3,185,189,Gene/Protein	tyrosine phosphatases,190,211,Gene/Protein	"[{""token"": ""Cdc2"", ""start_span"": 71, ""end_span"": 75, ""type"": ""Gene/Protein""}, {""token"": ""Cdc13"", ""start_span"": 78, ""end_span"": 83, ""type"": ""Gene/Protein""}, {""token"": ""Wee1"", ""start_span"": 126, ""end_span"": 130, ""type"": ""Gene/Protein""}, {""token"": ""Mik1"", ""start_span"": 135, ""end_span"": 139, ""type"": ""Gene/Protein""}, {""token"": ""tyrosine kinases"", ""start_span"": 140, ""end_span"": 156, ""type"": ""Gene/Protein""}, {""token"": ""Cdc25"", ""start_span"": 175, ""end_span"": 180, ""type"": ""Gene/Protein""}, {""token"": ""Pyp3"", ""start_span"": 185, ""end_span"": 189, ""type"": ""Gene/Protein""}, {""token"": ""tyrosine phosphatases"", ""start_span"": 190, ""end_span"": 211, ""type"": ""Gene/Protein""}]"	train
The structural genes encoding glyceraldehyde - 3 - phosphate dehydrogenase ( GAPDH), 3 - phosphoglycerate kinase ( PGK) and the N - terminal part of triosephosphate isomerase ( TIM) from mesophilic Bacillus megaterium DSM319 have been cloned as a gene cluster ( gap operon) by complementation of an Escherichia coli gap amber mutant.	glyceraldehyde - 3 - phosphate dehydrogenase,30,74,Gene/Protein	GAPDH,77,82,Gene/Protein	3 - phosphoglycerate kinase,85,112,Gene/Protein	PGK,115,118,Gene/Protein	triosephosphate isomerase,149,174,Gene/Protein	TIM,177,180,Gene/Protein	gap operon,262,272,Gene/Protein	gap amber mutant,316,332,Gene/Protein	"[{""token"": ""glyceraldehyde - 3 - phosphate dehydrogenase"", ""start_span"": 30, ""end_span"": 74, ""type"": ""Gene/Protein""}, {""token"": ""GAPDH"", ""start_span"": 77, ""end_span"": 82, ""type"": ""Gene/Protein""}, {""token"": ""3 - phosphoglycerate kinase"", ""start_span"": 85, ""end_span"": 112, ""type"": ""Gene/Protein""}, {""token"": ""PGK"", ""start_span"": 115, ""end_span"": 118, ""type"": ""Gene/Protein""}, {""token"": ""triosephosphate isomerase"", ""start_span"": 149, ""end_span"": 174, ""type"": ""Gene/Protein""}, {""token"": ""TIM"", ""start_span"": 177, ""end_span"": 180, ""type"": ""Gene/Protein""}, {""token"": ""gap operon"", ""start_span"": 262, ""end_span"": 272, ""type"": ""Gene/Protein""}, {""token"": ""gap amber mutant"", ""start_span"": 316, ""end_span"": 332, ""type"": ""Gene/Protein""}]"	train
However, the promoter region contains several potential cis - regulatory elements such as Sp1, early growth response - 1, activator protein - 2, MyoD, p300, nuclear factor - kappaB, myeloid zinc finger protein - 1, caudal - related homeobox ( Cdx) gene A, and Cdx protein - 2 binding sites.	Sp1,90,93,Gene/Protein	early growth response - 1,95,120,Gene/Protein	activator protein - 2,122,143,Gene/Protein	MyoD,145,149,Gene/Protein	p300,151,155,Gene/Protein	nuclear factor - kappaB,157,180,Gene/Protein	myeloid zinc finger protein - 1,182,213,Gene/Protein	Cdx protein - 2 binding sites,260,289,Gene/Protein	"[{""token"": ""Sp1"", ""start_span"": 90, ""end_span"": 93, ""type"": ""Gene/Protein""}, {""token"": ""early growth response - 1"", ""start_span"": 95, ""end_span"": 120, ""type"": ""Gene/Protein""}, {""token"": ""activator protein - 2"", ""start_span"": 122, ""end_span"": 143, ""type"": ""Gene/Protein""}, {""token"": ""MyoD"", ""start_span"": 145, ""end_span"": 149, ""type"": ""Gene/Protein""}, {""token"": ""p300"", ""start_span"": 151, ""end_span"": 155, ""type"": ""Gene/Protein""}, {""token"": ""nuclear factor - kappaB"", ""start_span"": 157, ""end_span"": 180, ""type"": ""Gene/Protein""}, {""token"": ""myeloid zinc finger protein - 1"", ""start_span"": 182, ""end_span"": 213, ""type"": ""Gene/Protein""}, {""token"": ""Cdx protein - 2 binding sites"", ""start_span"": 260, ""end_span"": 289, ""type"": ""Gene/Protein""}]"	train
The transforming gene of the avian sarcoma virus CT10 encodes a fusion protein ( p47gag - crk or v - Crk) containing viral Gag sequences fused to cellular sequences consisting primarily of Src homology regions 2 and 3 ( SH2 and SH3 sequences).	avian sarcoma virus CT10,29,53,Gene/Protein	p47gag,81,87,Gene/Protein	crk,90,93,Gene/Protein	v - Crk,97,104,Gene/Protein	viral Gag sequences,117,136,Gene/Protein	Src homology regions 2 and 3,189,217,Gene/Protein	SH2,220,223,Gene/Protein	SH3 sequences,228,241,Gene/Protein	"[{""token"": ""avian sarcoma virus CT10"", ""start_span"": 29, ""end_span"": 53, ""type"": ""Gene/Protein""}, {""token"": ""p47gag"", ""start_span"": 81, ""end_span"": 87, ""type"": ""Gene/Protein""}, {""token"": ""crk"", ""start_span"": 90, ""end_span"": 93, ""type"": ""Gene/Protein""}, {""token"": ""v - Crk"", ""start_span"": 97, ""end_span"": 104, ""type"": ""Gene/Protein""}, {""token"": ""viral Gag sequences"", ""start_span"": 117, ""end_span"": 136, ""type"": ""Gene/Protein""}, {""token"": ""Src homology regions 2 and 3"", ""start_span"": 189, ""end_span"": 217, ""type"": ""Gene/Protein""}, {""token"": ""SH2"", ""start_span"": 220, ""end_span"": 223, ""type"": ""Gene/Protein""}, {""token"": ""SH3 sequences"", ""start_span"": 228, ""end_span"": 241, ""type"": ""Gene/Protein""}]"	train
Comparisons with the available amino acid residue ( aa) sequence information from the complete CPMV RNA 1 sequence and the partial sequence of red clover mottle virus RNA 1 suggest that CPSMV RNA 1 specifies the expected set of five mature proteins: 32K proteinase cofactor, 58K presumed helicase, VPg 5 ' - linked protein of the genomic RNAs, 24K proteinase, and 87K presumed polymerase, separated by four cleavage sites.	CPMV RNA 1 sequence,95,114,Gene/Protein	red clover mottle virus RNA 1,143,172,Gene/Protein	CPSMV RNA 1,186,197,Gene/Protein	32K proteinase cofactor,250,273,Gene/Protein	58K presumed helicase,275,296,Gene/Protein	VPg 5 ' - linked protein,298,322,Gene/Protein	24K proteinase,344,358,Gene/Protein	87K presumed polymerase,364,387,Gene/Protein	"[{""token"": ""CPMV RNA 1 sequence"", ""start_span"": 95, ""end_span"": 114, ""type"": ""Gene/Protein""}, {""token"": ""red clover mottle virus RNA 1"", ""start_span"": 143, ""end_span"": 172, ""type"": ""Gene/Protein""}, {""token"": ""CPSMV RNA 1"", ""start_span"": 186, ""end_span"": 197, ""type"": ""Gene/Protein""}, {""token"": ""32K proteinase cofactor"", ""start_span"": 250, ""end_span"": 273, ""type"": ""Gene/Protein""}, {""token"": ""58K presumed helicase"", ""start_span"": 275, ""end_span"": 296, ""type"": ""Gene/Protein""}, {""token"": ""VPg 5 ' - linked protein"", ""start_span"": 298, ""end_span"": 322, ""type"": ""Gene/Protein""}, {""token"": ""24K proteinase"", ""start_span"": 344, ""end_span"": 358, ""type"": ""Gene/Protein""}, {""token"": ""87K presumed polymerase"", ""start_span"": 364, ""end_span"": 387, ""type"": ""Gene/Protein""}]"	train
The following markers were looked for in the serum, skin and liver of all patients with chronic hepatitis: HBV ( HBs Ag and HBe Ag, anti - HBs, anti - HBe and anti - HBc in the serum, HBs and HBc Ag in the liver); non - A non - B ( non - A, non - B Ag and antibody, anti non - A non - Bc in the serum, non - A, non - Bc Ag in the liver).	HBs Ag,113,119,Gene/Protein	HBe Ag,124,130,Gene/Protein	anti - HBs,132,142,Gene/Protein	anti - HBe,144,154,Gene/Protein	anti - HBc,159,169,Gene/Protein	HBs and HBc Ag,184,198,Gene/Protein	non - A non - B,214,229,Gene/Protein	anti non - A non - Bc,266,287,Gene/Protein	"[{""token"": ""HBs Ag"", ""start_span"": 113, ""end_span"": 119, ""type"": ""Gene/Protein""}, {""token"": ""HBe Ag"", ""start_span"": 124, ""end_span"": 130, ""type"": ""Gene/Protein""}, {""token"": ""anti - HBs"", ""start_span"": 132, ""end_span"": 142, ""type"": ""Gene/Protein""}, {""token"": ""anti - HBe"", ""start_span"": 144, ""end_span"": 154, ""type"": ""Gene/Protein""}, {""token"": ""anti - HBc"", ""start_span"": 159, ""end_span"": 169, ""type"": ""Gene/Protein""}, {""token"": ""HBs and HBc Ag"", ""start_span"": 184, ""end_span"": 198, ""type"": ""Gene/Protein""}, {""token"": ""non - A non - B"", ""start_span"": 214, ""end_span"": 229, ""type"": ""Gene/Protein""}, {""token"": ""anti non - A non - Bc"", ""start_span"": 266, ""end_span"": 287, ""type"": ""Gene/Protein""}]"	train
STK / RON - expressing Ba / F3 pro - B cells ( BaF / STK) exhibited MSP - dependent growth, whereas STK / RON - expressing mouse erythroleukaemia cells ( MEL / STK) displayed MSP - induced apoptosis.	STK,0,3,Gene/Protein	RON,6,9,Gene/Protein	STK,53,56,Gene/Protein	MSP,68,71,Gene/Protein	STK,100,103,Gene/Protein	RON,106,109,Gene/Protein	STK,160,163,Gene/Protein	MSP,175,178,Gene/Protein	"[{""token"": ""STK"", ""start_span"": 0, ""end_span"": 3, ""type"": ""Gene/Protein""}, {""token"": ""RON"", ""start_span"": 6, ""end_span"": 9, ""type"": ""Gene/Protein""}, {""token"": ""STK"", ""start_span"": 53, ""end_span"": 56, ""type"": ""Gene/Protein""}, {""token"": ""MSP"", ""start_span"": 68, ""end_span"": 71, ""type"": ""Gene/Protein""}, {""token"": ""STK"", ""start_span"": 100, ""end_span"": 103, ""type"": ""Gene/Protein""}, {""token"": ""RON"", ""start_span"": 106, ""end_span"": 109, ""type"": ""Gene/Protein""}, {""token"": ""STK"", ""start_span"": 160, ""end_span"": 163, ""type"": ""Gene/Protein""}, {""token"": ""MSP"", ""start_span"": 175, ""end_span"": 178, ""type"": ""Gene/Protein""}]"	train
Active complexes eluted at a higher molecular weight than inactive complexes, were relatively deficient in both p21 and p27, and contained Cdk2 with increased threonine 160 phosphorylation, consistent with a mechanism of activation of cyclin E - Cdk2 involving both reduced CDK inhibitor association and CDK - activating kinase - mediated phosphorylation of Cdk2.	p21,112,115,Gene/Protein	p27,120,123,Gene/Protein	Cdk2,139,143,Gene/Protein	cyclin E,235,243,Gene/Protein	Cdk2,246,250,Gene/Protein	CDK,274,277,Gene/Protein	CDK - activating kinase,304,327,Gene/Protein	Cdk2,358,362,Gene/Protein	"[{""token"": ""p21"", ""start_span"": 112, ""end_span"": 115, ""type"": ""Gene/Protein""}, {""token"": ""p27"", ""start_span"": 120, ""end_span"": 123, ""type"": ""Gene/Protein""}, {""token"": ""Cdk2"", ""start_span"": 139, ""end_span"": 143, ""type"": ""Gene/Protein""}, {""token"": ""cyclin E"", ""start_span"": 235, ""end_span"": 243, ""type"": ""Gene/Protein""}, {""token"": ""Cdk2"", ""start_span"": 246, ""end_span"": 250, ""type"": ""Gene/Protein""}, {""token"": ""CDK"", ""start_span"": 274, ""end_span"": 277, ""type"": ""Gene/Protein""}, {""token"": ""CDK - activating kinase"", ""start_span"": 304, ""end_span"": 327, ""type"": ""Gene/Protein""}, {""token"": ""Cdk2"", ""start_span"": 358, ""end_span"": 362, ""type"": ""Gene/Protein""}]"	train
Moreover, the second RCC1 - like motif located at the amino - terminus of p619 stimulates guanine nucleotide exchange on ARF1 and on members of the related Rab proteins, but not on other small GTP binding proteins such as Ran or R - Ras2 / TC21.	RCC1 - like motif,21,38,Gene/Protein	p619,74,78,Gene/Protein	ARF1,121,125,Gene/Protein	Rab proteins,156,168,Gene/Protein	small GTP binding proteins,187,213,Gene/Protein	Ran,222,225,Gene/Protein	R - Ras2,229,237,Gene/Protein	TC21,240,244,Gene/Protein	"[{""token"": ""RCC1 - like motif"", ""start_span"": 21, ""end_span"": 38, ""type"": ""Gene/Protein""}, {""token"": ""p619"", ""start_span"": 74, ""end_span"": 78, ""type"": ""Gene/Protein""}, {""token"": ""ARF1"", ""start_span"": 121, ""end_span"": 125, ""type"": ""Gene/Protein""}, {""token"": ""Rab proteins"", ""start_span"": 156, ""end_span"": 168, ""type"": ""Gene/Protein""}, {""token"": ""small GTP binding proteins"", ""start_span"": 187, ""end_span"": 213, ""type"": ""Gene/Protein""}, {""token"": ""Ran"", ""start_span"": 222, ""end_span"": 225, ""type"": ""Gene/Protein""}, {""token"": ""R - Ras2"", ""start_span"": 229, ""end_span"": 237, ""type"": ""Gene/Protein""}, {""token"": ""TC21"", ""start_span"": 240, ""end_span"": 244, ""type"": ""Gene/Protein""}]"	train
