Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	entity_7	entity_8	entity_9	entity_10	entity_11	json	split
However, substitution of the Pro - X - Pro in the BOX1 motif with Ala - X - Ala failed to abolish IL - 9 - induced cell proliferation but decreased IL - 9 - mediated tyrosine phosphorylation of JAK kinases, insulin receptor substrate - 2, and signal transducer and activator of transcription 3 ( STAT3) and expression of c - myc and junB.	Pro - X - Pro,29,42,Gene/Protein	BOX1 motif,50,60,Gene/Protein	Ala - X - Ala,66,79,Gene/Protein	IL - 9,98,104,Gene/Protein	IL - 9,148,154,Gene/Protein	JAK kinases,194,205,Gene/Protein	insulin receptor substrate - 2,207,237,Gene/Protein	signal transducer and activator of transcription 3,243,293,Gene/Protein	STAT3,296,301,Gene/Protein	c - myc,321,328,Gene/Protein	junB,333,337,Gene/Protein	"[{""token"": ""Pro - X - Pro"", ""start_span"": 29, ""end_span"": 42, ""type"": ""Gene/Protein""}, {""token"": ""BOX1 motif"", ""start_span"": 50, ""end_span"": 60, ""type"": ""Gene/Protein""}, {""token"": ""Ala - X - Ala"", ""start_span"": 66, ""end_span"": 79, ""type"": ""Gene/Protein""}, {""token"": ""IL - 9"", ""start_span"": 98, ""end_span"": 104, ""type"": ""Gene/Protein""}, {""token"": ""IL - 9"", ""start_span"": 148, ""end_span"": 154, ""type"": ""Gene/Protein""}, {""token"": ""JAK kinases"", ""start_span"": 194, ""end_span"": 205, ""type"": ""Gene/Protein""}, {""token"": ""insulin receptor substrate - 2"", ""start_span"": 207, ""end_span"": 237, ""type"": ""Gene/Protein""}, {""token"": ""signal transducer and activator of transcription 3"", ""start_span"": 243, ""end_span"": 293, ""type"": ""Gene/Protein""}, {""token"": ""STAT3"", ""start_span"": 296, ""end_span"": 301, ""type"": ""Gene/Protein""}, {""token"": ""c - myc"", ""start_span"": 321, ""end_span"": 328, ""type"": ""Gene/Protein""}, {""token"": ""junB"", ""start_span"": 333, ""end_span"": 337, ""type"": ""Gene/Protein""}]"	train
TNFRI has been recently shown to activate NF - kappaB through association with TRADD, RIP, and TRAF2; activation of the NF - kappaB - inducing kinase ( NIK); activation of the IkappaB alpha kinases ( IKKalpha and IKKbeta); and phosphorylation of IkappaB alpha.	TNFRI,0,5,Gene/Protein	NF - kappaB,42,53,Gene/Protein	TRADD,79,84,Gene/Protein	RIP,86,89,Gene/Protein	TRAF2,95,100,Gene/Protein	NF - kappaB - inducing kinase,120,149,Gene/Protein	NIK,152,155,Gene/Protein	IkappaB alpha kinases,176,197,Gene/Protein	IKKalpha,200,208,Gene/Protein	IKKbeta,213,220,Gene/Protein	IkappaB alpha,246,259,Gene/Protein	"[{""token"": ""TNFRI"", ""start_span"": 0, ""end_span"": 5, ""type"": ""Gene/Protein""}, {""token"": ""NF - kappaB"", ""start_span"": 42, ""end_span"": 53, ""type"": ""Gene/Protein""}, {""token"": ""TRADD"", ""start_span"": 79, ""end_span"": 84, ""type"": ""Gene/Protein""}, {""token"": ""RIP"", ""start_span"": 86, ""end_span"": 89, ""type"": ""Gene/Protein""}, {""token"": ""TRAF2"", ""start_span"": 95, ""end_span"": 100, ""type"": ""Gene/Protein""}, {""token"": ""NF - kappaB - inducing kinase"", ""start_span"": 120, ""end_span"": 149, ""type"": ""Gene/Protein""}, {""token"": ""NIK"", ""start_span"": 152, ""end_span"": 155, ""type"": ""Gene/Protein""}, {""token"": ""IkappaB alpha kinases"", ""start_span"": 176, ""end_span"": 197, ""type"": ""Gene/Protein""}, {""token"": ""IKKalpha"", ""start_span"": 200, ""end_span"": 208, ""type"": ""Gene/Protein""}, {""token"": ""IKKbeta"", ""start_span"": 213, ""end_span"": 220, ""type"": ""Gene/Protein""}, {""token"": ""IkappaB alpha"", ""start_span"": 246, ""end_span"": 259, ""type"": ""Gene/Protein""}]"	train
To investigate the molecular mechanism of the inhibitory effect on transcriptional or post - transcriptional regulation of IL - 6 gene expression by IL - 4 and IL - 10, we studied IL - 6 production, expression level of IL - 6 mRNA, IL - 6 promoter activity, transcriptional activity of NF - kappaB and NF - IL - 6, and IL - 6 mRNA stability in human monocytic cell lines, THP - 1 and U937, stimulated by PMA and LPS in the absence or the presence of IL - 4 or IL - 10.	IL - 6 gene,123,134,Gene/Protein	IL - 4,149,155,Gene/Protein	IL - 10,160,167,Gene/Protein	IL - 6,180,186,Gene/Protein	IL - 6 mRNA,219,230,Gene/Protein	IL - 6,232,238,Gene/Protein	NF - kappaB,286,297,Gene/Protein	NF - IL - 6,302,313,Gene/Protein	IL - 6 mRNA,319,330,Gene/Protein	IL - 4,450,456,Gene/Protein	IL - 10,460,467,Gene/Protein	"[{""token"": ""IL - 6 gene"", ""start_span"": 123, ""end_span"": 134, ""type"": ""Gene/Protein""}, {""token"": ""IL - 4"", ""start_span"": 149, ""end_span"": 155, ""type"": ""Gene/Protein""}, {""token"": ""IL - 10"", ""start_span"": 160, ""end_span"": 167, ""type"": ""Gene/Protein""}, {""token"": ""IL - 6"", ""start_span"": 180, ""end_span"": 186, ""type"": ""Gene/Protein""}, {""token"": ""IL - 6 mRNA"", ""start_span"": 219, ""end_span"": 230, ""type"": ""Gene/Protein""}, {""token"": ""IL - 6"", ""start_span"": 232, ""end_span"": 238, ""type"": ""Gene/Protein""}, {""token"": ""NF - kappaB"", ""start_span"": 286, ""end_span"": 297, ""type"": ""Gene/Protein""}, {""token"": ""NF - IL - 6"", ""start_span"": 302, ""end_span"": 313, ""type"": ""Gene/Protein""}, {""token"": ""IL - 6 mRNA"", ""start_span"": 319, ""end_span"": 330, ""type"": ""Gene/Protein""}, {""token"": ""IL - 4"", ""start_span"": 450, ""end_span"": 456, ""type"": ""Gene/Protein""}, {""token"": ""IL - 10"", ""start_span"": 460, ""end_span"": 467, ""type"": ""Gene/Protein""}]"	train
However, the growth of most mutated viruses was suppressed in primary rhesus monkey alveolar macrophages ( SIVmacMER approximately 2xNFkappaB approximately substNFkappaB > deltaNFkappaB > deltaNFkappaB deltaSpl234 approximately deltaNFkappaBdeltaSp > deltaSpl234 approximately substSpl2 > substSp23 approximately substSp34 approximately substSpl234 > or = SIVmac239).	2xNFkappaB,131,141,Gene/Protein	substNFkappaB,156,169,Gene/Protein	deltaNFkappaB,172,185,Gene/Protein	deltaNFkappaB,188,201,Gene/Protein	deltaSpl234,202,213,Gene/Protein	deltaNFkappaBdeltaSp,228,248,Gene/Protein	deltaSpl234,251,262,Gene/Protein	substSpl2,277,286,Gene/Protein	substSp23,289,298,Gene/Protein	substSp34,313,322,Gene/Protein	substSpl234,337,348,Gene/Protein	"[{""token"": ""2xNFkappaB"", ""start_span"": 131, ""end_span"": 141, ""type"": ""Gene/Protein""}, {""token"": ""substNFkappaB"", ""start_span"": 156, ""end_span"": 169, ""type"": ""Gene/Protein""}, {""token"": ""deltaNFkappaB"", ""start_span"": 172, ""end_span"": 185, ""type"": ""Gene/Protein""}, {""token"": ""deltaNFkappaB"", ""start_span"": 188, ""end_span"": 201, ""type"": ""Gene/Protein""}, {""token"": ""deltaSpl234"", ""start_span"": 202, ""end_span"": 213, ""type"": ""Gene/Protein""}, {""token"": ""deltaNFkappaBdeltaSp"", ""start_span"": 228, ""end_span"": 248, ""type"": ""Gene/Protein""}, {""token"": ""deltaSpl234"", ""start_span"": 251, ""end_span"": 262, ""type"": ""Gene/Protein""}, {""token"": ""substSpl2"", ""start_span"": 277, ""end_span"": 286, ""type"": ""Gene/Protein""}, {""token"": ""substSp23"", ""start_span"": 289, ""end_span"": 298, ""type"": ""Gene/Protein""}, {""token"": ""substSp34"", ""start_span"": 313, ""end_span"": 322, ""type"": ""Gene/Protein""}, {""token"": ""substSpl234"", ""start_span"": 337, ""end_span"": 348, ""type"": ""Gene/Protein""}]"	train
Induction of endothelial adhesion molecules by the cytokine tumor necrosis factor - alpha ( TNF) can occur independently of protein kinase C and activation of a protein tyrosine kinase ( PTK) has recently been implicated in the upregulation of vascular cell adhesion molecule 1 ( VCAM - 1) by interleukin - 4 ( IL - 4) on endothelial cells.	endothelial adhesion molecules,13,43,Gene/Protein	cytokine,51,59,Gene/Protein	tumor necrosis factor - alpha,60,89,Gene/Protein	TNF,92,95,Gene/Protein	protein kinase C,124,140,Gene/Protein	protein tyrosine kinase,161,184,Gene/Protein	PTK,187,190,Gene/Protein	vascular cell adhesion molecule 1,244,277,Gene/Protein	VCAM - 1,280,288,Gene/Protein	interleukin - 4,293,308,Gene/Protein	IL - 4,311,317,Gene/Protein	"[{""token"": ""endothelial adhesion molecules"", ""start_span"": 13, ""end_span"": 43, ""type"": ""Gene/Protein""}, {""token"": ""cytokine"", ""start_span"": 51, ""end_span"": 59, ""type"": ""Gene/Protein""}, {""token"": ""tumor necrosis factor - alpha"", ""start_span"": 60, ""end_span"": 89, ""type"": ""Gene/Protein""}, {""token"": ""TNF"", ""start_span"": 92, ""end_span"": 95, ""type"": ""Gene/Protein""}, {""token"": ""protein kinase C"", ""start_span"": 124, ""end_span"": 140, ""type"": ""Gene/Protein""}, {""token"": ""protein tyrosine kinase"", ""start_span"": 161, ""end_span"": 184, ""type"": ""Gene/Protein""}, {""token"": ""PTK"", ""start_span"": 187, ""end_span"": 190, ""type"": ""Gene/Protein""}, {""token"": ""vascular cell adhesion molecule 1"", ""start_span"": 244, ""end_span"": 277, ""type"": ""Gene/Protein""}, {""token"": ""VCAM - 1"", ""start_span"": 280, ""end_span"": 288, ""type"": ""Gene/Protein""}, {""token"": ""interleukin - 4"", ""start_span"": 293, ""end_span"": 308, ""type"": ""Gene/Protein""}, {""token"": ""IL - 4"", ""start_span"": 311, ""end_span"": 317, ""type"": ""Gene/Protein""}]"	train
These include the Ikaros, LKLF, and GATA3 zinc - finger proteins; the Ets, CREB / ATF, and NF - kappa B / Rel / NFAT transcription factors; the Stat proteins; and HMG box transcription factors such as LEF1, TCF1, and Sox4.	Ikaros,18,24,Gene/Protein	LKLF,26,30,Gene/Protein	GATA3 zinc - finger proteins,36,64,Gene/Protein	Ets,70,73,Gene/Protein	CREB / ATF,75,85,Gene/Protein	NF - kappa B / Rel / NFAT transcription factors,91,138,Gene/Protein	Stat proteins,144,157,Gene/Protein	HMG box transcription factors,163,192,Gene/Protein	LEF1,201,205,Gene/Protein	TCF1,207,211,Gene/Protein	Sox4,217,221,Gene/Protein	"[{""token"": ""Ikaros"", ""start_span"": 18, ""end_span"": 24, ""type"": ""Gene/Protein""}, {""token"": ""LKLF"", ""start_span"": 26, ""end_span"": 30, ""type"": ""Gene/Protein""}, {""token"": ""GATA3 zinc - finger proteins"", ""start_span"": 36, ""end_span"": 64, ""type"": ""Gene/Protein""}, {""token"": ""Ets"", ""start_span"": 70, ""end_span"": 73, ""type"": ""Gene/Protein""}, {""token"": ""CREB / ATF"", ""start_span"": 75, ""end_span"": 85, ""type"": ""Gene/Protein""}, {""token"": ""NF - kappa B / Rel / NFAT transcription factors"", ""start_span"": 91, ""end_span"": 138, ""type"": ""Gene/Protein""}, {""token"": ""Stat proteins"", ""start_span"": 144, ""end_span"": 157, ""type"": ""Gene/Protein""}, {""token"": ""HMG box transcription factors"", ""start_span"": 163, ""end_span"": 192, ""type"": ""Gene/Protein""}, {""token"": ""LEF1"", ""start_span"": 201, ""end_span"": 205, ""type"": ""Gene/Protein""}, {""token"": ""TCF1"", ""start_span"": 207, ""end_span"": 211, ""type"": ""Gene/Protein""}, {""token"": ""Sox4"", ""start_span"": 217, ""end_span"": 221, ""type"": ""Gene/Protein""}]"	train
We previously identified a Fas ligand regulatory element ( FLRE) in the Fas ligand ( fasL) promoter that binds Egr family proteins and demonstrated that Egr - 3 ( PILOT) but not Egr - 1 ( NGFI - A, Krox - 24, Tis - 8, and Zif - 268) induces transcription of fasL.	Fas ligand regulatory element,27,56,Gene/Protein	FLRE,59,63,Gene/Protein	Egr family proteins,111,130,Gene/Protein	Egr - 3,153,160,Gene/Protein	PILOT,163,168,Gene/Protein	Egr - 1,178,185,Gene/Protein	NGFI - A,188,196,Gene/Protein	Krox - 24,198,207,Gene/Protein	Tis - 8,209,216,Gene/Protein	Zif - 268,222,231,Gene/Protein	fasL,258,262,Gene/Protein	"[{""token"": ""Fas ligand regulatory element"", ""start_span"": 27, ""end_span"": 56, ""type"": ""Gene/Protein""}, {""token"": ""FLRE"", ""start_span"": 59, ""end_span"": 63, ""type"": ""Gene/Protein""}, {""token"": ""Egr family proteins"", ""start_span"": 111, ""end_span"": 130, ""type"": ""Gene/Protein""}, {""token"": ""Egr - 3"", ""start_span"": 153, ""end_span"": 160, ""type"": ""Gene/Protein""}, {""token"": ""PILOT"", ""start_span"": 163, ""end_span"": 168, ""type"": ""Gene/Protein""}, {""token"": ""Egr - 1"", ""start_span"": 178, ""end_span"": 185, ""type"": ""Gene/Protein""}, {""token"": ""NGFI - A"", ""start_span"": 188, ""end_span"": 196, ""type"": ""Gene/Protein""}, {""token"": ""Krox - 24"", ""start_span"": 198, ""end_span"": 207, ""type"": ""Gene/Protein""}, {""token"": ""Tis - 8"", ""start_span"": 209, ""end_span"": 216, ""type"": ""Gene/Protein""}, {""token"": ""Zif - 268"", ""start_span"": 222, ""end_span"": 231, ""type"": ""Gene/Protein""}, {""token"": ""fasL"", ""start_span"": 258, ""end_span"": 262, ""type"": ""Gene/Protein""}]"	train
A role for changes in immunophilins, causing glucocorticoid resistance in neotropical primates, is supported by the following: the changes in FKBP51 and FKBP52 were observed in cells from other neotropical primates with glucocorticoid resistance; the elevated level of FKBP51 was reflected in an abundance of FKBP51 in heat shock protein 90 complexes in SML; when cytosols of SML and L929 cells were mixed, the decrease in GR binding was associated with incorporation of FKBP51 into GR heterocomplexes; the effect of SML cytosol on GR binding was reproduced with cytosol from COS cells expressing squirrel monkey FKBP51; and both the effect of SML cytosol on GR binding and the incorporation of FKBP51 into GR heterocomplexes were blocked by FK506.	immunophilins,22,35,Gene/Protein	FKBP51,142,148,Gene/Protein	FKBP52,153,159,Gene/Protein	FKBP51,269,275,Gene/Protein	FKBP51,309,315,Gene/Protein	heat shock protein 90 complexes,319,350,Gene/Protein	FKBP51,471,477,Gene/Protein	GR heterocomplexes,483,501,Gene/Protein	FKBP51,613,619,Gene/Protein	FKBP51,695,701,Gene/Protein	GR heterocomplexes,707,725,Gene/Protein	"[{""token"": ""immunophilins"", ""start_span"": 22, ""end_span"": 35, ""type"": ""Gene/Protein""}, {""token"": ""FKBP51"", ""start_span"": 142, ""end_span"": 148, ""type"": ""Gene/Protein""}, {""token"": ""FKBP52"", ""start_span"": 153, ""end_span"": 159, ""type"": ""Gene/Protein""}, {""token"": ""FKBP51"", ""start_span"": 269, ""end_span"": 275, ""type"": ""Gene/Protein""}, {""token"": ""FKBP51"", ""start_span"": 309, ""end_span"": 315, ""type"": ""Gene/Protein""}, {""token"": ""heat shock protein 90 complexes"", ""start_span"": 319, ""end_span"": 350, ""type"": ""Gene/Protein""}, {""token"": ""FKBP51"", ""start_span"": 471, ""end_span"": 477, ""type"": ""Gene/Protein""}, {""token"": ""GR heterocomplexes"", ""start_span"": 483, ""end_span"": 501, ""type"": ""Gene/Protein""}, {""token"": ""FKBP51"", ""start_span"": 613, ""end_span"": 619, ""type"": ""Gene/Protein""}, {""token"": ""FKBP51"", ""start_span"": 695, ""end_span"": 701, ""type"": ""Gene/Protein""}, {""token"": ""GR heterocomplexes"", ""start_span"": 707, ""end_span"": 725, ""type"": ""Gene/Protein""}]"	train
Using anti - C / EBPbeta ( NF - IL6), anti - C / EBPdelta ( NF - IL6beta), anti - NF - ATc, anti - NF - ATp, anti - Fos, and anti - Jun Abs we demonstrate that the previously identified PRE - I binding factor POS - 1 is composed of different transcription factors in different Th cell subsets.	anti - C / EBPbeta,6,24,Gene/Protein	NF - IL6,27,35,Gene/Protein	anti - C / EBPdelta,38,57,Gene/Protein	NF - IL6beta,60,72,Gene/Protein	anti - NF - ATc,75,90,Gene/Protein	anti - NF - ATp,92,107,Gene/Protein	anti - Fos,109,119,Gene/Protein	anti - Jun Abs,125,139,Gene/Protein	PRE - I binding factor,186,208,Gene/Protein	POS - 1,209,216,Gene/Protein	transcription factors,242,263,Gene/Protein	"[{""token"": ""anti - C / EBPbeta"", ""start_span"": 6, ""end_span"": 24, ""type"": ""Gene/Protein""}, {""token"": ""NF - IL6"", ""start_span"": 27, ""end_span"": 35, ""type"": ""Gene/Protein""}, {""token"": ""anti - C / EBPdelta"", ""start_span"": 38, ""end_span"": 57, ""type"": ""Gene/Protein""}, {""token"": ""NF - IL6beta"", ""start_span"": 60, ""end_span"": 72, ""type"": ""Gene/Protein""}, {""token"": ""anti - NF - ATc"", ""start_span"": 75, ""end_span"": 90, ""type"": ""Gene/Protein""}, {""token"": ""anti - NF - ATp"", ""start_span"": 92, ""end_span"": 107, ""type"": ""Gene/Protein""}, {""token"": ""anti - Fos"", ""start_span"": 109, ""end_span"": 119, ""type"": ""Gene/Protein""}, {""token"": ""anti - Jun Abs"", ""start_span"": 125, ""end_span"": 139, ""type"": ""Gene/Protein""}, {""token"": ""PRE - I binding factor"", ""start_span"": 186, ""end_span"": 208, ""type"": ""Gene/Protein""}, {""token"": ""POS - 1"", ""start_span"": 209, ""end_span"": 216, ""type"": ""Gene/Protein""}, {""token"": ""transcription factors"", ""start_span"": 242, ""end_span"": 263, ""type"": ""Gene/Protein""}]"	train
These studies have been extended to show that ( i) a mutant EBV strain lacking the gene encoding EBNA 2 fails to switch from Wp to Cp usage in primary B lymphocytes, although the virus contains a functional Cp; ( ii) a region from - 429 to - 245 base pairs upstream of Cp is essential for Cp activity in B lymphocytes, but only in the context of upstream and downstream sequences; ( iii) this region contains an EBNA 2 - dependent enhancer; and ( iv) DNase I protection employing nuclear extracts from B and T lymphocytes revealed a B - cell - specific footprint in the region of the EBNA 2 - dependent enhancer.	EBNA 2,97,103,Gene/Protein	Cp,131,133,Gene/Protein	Cp,207,209,Gene/Protein	- 429 to - 245 base pairs,231,256,Gene/Protein	Cp,269,271,Gene/Protein	Cp,289,291,Gene/Protein	upstream and downstream sequences,346,379,Gene/Protein	EBNA 2 - dependent enhancer,412,439,Gene/Protein	DNase I,451,458,Gene/Protein	B - cell - specific footprint,533,562,Gene/Protein	EBNA 2 - dependent enhancer,584,611,Gene/Protein	"[{""token"": ""EBNA 2"", ""start_span"": 97, ""end_span"": 103, ""type"": ""Gene/Protein""}, {""token"": ""Cp"", ""start_span"": 131, ""end_span"": 133, ""type"": ""Gene/Protein""}, {""token"": ""Cp"", ""start_span"": 207, ""end_span"": 209, ""type"": ""Gene/Protein""}, {""token"": ""- 429 to - 245 base pairs"", ""start_span"": 231, ""end_span"": 256, ""type"": ""Gene/Protein""}, {""token"": ""Cp"", ""start_span"": 269, ""end_span"": 271, ""type"": ""Gene/Protein""}, {""token"": ""Cp"", ""start_span"": 289, ""end_span"": 291, ""type"": ""Gene/Protein""}, {""token"": ""upstream and downstream sequences"", ""start_span"": 346, ""end_span"": 379, ""type"": ""Gene/Protein""}, {""token"": ""EBNA 2 - dependent enhancer"", ""start_span"": 412, ""end_span"": 439, ""type"": ""Gene/Protein""}, {""token"": ""DNase I"", ""start_span"": 451, ""end_span"": 458, ""type"": ""Gene/Protein""}, {""token"": ""B - cell - specific footprint"", ""start_span"": 533, ""end_span"": 562, ""type"": ""Gene/Protein""}, {""token"": ""EBNA 2 - dependent enhancer"", ""start_span"": 584, ""end_span"": 611, ""type"": ""Gene/Protein""}]"	train
