Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	entity_7	entity_8	json	split
We have shown previously that amplified expression of the B2 subunit of the V - ATPase occurs solely by increased transcription, and that the 5 ' - untranslated region of the B2 gene, containing multiple consensus binding sites for the transcription factors AP - 2 and Sp1, is required for this expression.	B2 subunit,58,68,Gene/Protein	V - ATPase,76,86,Gene/Protein	5 ' - untranslated region,142,167,Gene/Protein	B2 gene,175,182,Gene/Protein	consensus binding sites,204,227,Gene/Protein	transcription factors,236,257,Gene/Protein	AP - 2,258,264,Gene/Protein	Sp1,269,272,Gene/Protein	"[{""token"": ""B2 subunit"", ""start_span"": 58, ""end_span"": 68, ""type"": ""Gene/Protein""}, {""token"": ""V - ATPase"", ""start_span"": 76, ""end_span"": 86, ""type"": ""Gene/Protein""}, {""token"": ""5 ' - untranslated region"", ""start_span"": 142, ""end_span"": 167, ""type"": ""Gene/Protein""}, {""token"": ""B2 gene"", ""start_span"": 175, ""end_span"": 182, ""type"": ""Gene/Protein""}, {""token"": ""consensus binding sites"", ""start_span"": 204, ""end_span"": 227, ""type"": ""Gene/Protein""}, {""token"": ""transcription factors"", ""start_span"": 236, ""end_span"": 257, ""type"": ""Gene/Protein""}, {""token"": ""AP - 2"", ""start_span"": 258, ""end_span"": 264, ""type"": ""Gene/Protein""}, {""token"": ""Sp1"", ""start_span"": 269, ""end_span"": 272, ""type"": ""Gene/Protein""}]"	train
In contrast to induction of STATs by cytokines, the IRF - 1 GAS - binding complex activated by CD40, TNF - alpha, or EBV contains Rel proteins, specifically p50 and p65.	STATs,28,33,Gene/Protein	cytokines,37,46,Gene/Protein	IRF - 1 GAS,52,63,Gene/Protein	CD40,95,99,Gene/Protein	TNF - alpha,101,112,Gene/Protein	Rel proteins,130,142,Gene/Protein	p50,157,160,Gene/Protein	p65,165,168,Gene/Protein	"[{""token"": ""STATs"", ""start_span"": 28, ""end_span"": 33, ""type"": ""Gene/Protein""}, {""token"": ""cytokines"", ""start_span"": 37, ""end_span"": 46, ""type"": ""Gene/Protein""}, {""token"": ""IRF - 1 GAS"", ""start_span"": 52, ""end_span"": 63, ""type"": ""Gene/Protein""}, {""token"": ""CD40"", ""start_span"": 95, ""end_span"": 99, ""type"": ""Gene/Protein""}, {""token"": ""TNF - alpha"", ""start_span"": 101, ""end_span"": 112, ""type"": ""Gene/Protein""}, {""token"": ""Rel proteins"", ""start_span"": 130, ""end_span"": 142, ""type"": ""Gene/Protein""}, {""token"": ""p50"", ""start_span"": 157, ""end_span"": 160, ""type"": ""Gene/Protein""}, {""token"": ""p65"", ""start_span"": 165, ""end_span"": 168, ""type"": ""Gene/Protein""}]"	train
BASH becomes tyrosine - phosphorylated with the B cell Ag receptor ( BCR) cross - link or by coexpression with Syk and Lyn and associates with signaling molecules including Syk and a putative chicken Shc homologue.	BASH,0,4,Gene/Protein	B cell Ag receptor,48,66,Gene/Protein	BCR,69,72,Gene/Protein	Syk,111,114,Gene/Protein	Lyn,119,122,Gene/Protein	signaling molecules,143,162,Gene/Protein	Syk,173,176,Gene/Protein	putative chicken Shc homologue,183,213,Gene/Protein	"[{""token"": ""BASH"", ""start_span"": 0, ""end_span"": 4, ""type"": ""Gene/Protein""}, {""token"": ""B cell Ag receptor"", ""start_span"": 48, ""end_span"": 66, ""type"": ""Gene/Protein""}, {""token"": ""BCR"", ""start_span"": 69, ""end_span"": 72, ""type"": ""Gene/Protein""}, {""token"": ""Syk"", ""start_span"": 111, ""end_span"": 114, ""type"": ""Gene/Protein""}, {""token"": ""Lyn"", ""start_span"": 119, ""end_span"": 122, ""type"": ""Gene/Protein""}, {""token"": ""signaling molecules"", ""start_span"": 143, ""end_span"": 162, ""type"": ""Gene/Protein""}, {""token"": ""Syk"", ""start_span"": 173, ""end_span"": 176, ""type"": ""Gene/Protein""}, {""token"": ""putative chicken Shc homologue"", ""start_span"": 183, ""end_span"": 213, ""type"": ""Gene/Protein""}]"	train
Here we show that the activation of the IL - 2 promoter by Tpl - 2 is inhibited by mutant signaling molecules that inhibit the mitogen - activated protein kinase ( MAPK) or the calcineurin / NFAT pathways and is promoted by combinations of signaling molecules that activate these pathways.	IL - 2 promoter,40,55,Gene/Protein	Tpl - 2,59,66,Gene/Protein	mutant signaling molecules,83,109,Gene/Protein	mitogen - activated protein kinase,127,161,Gene/Protein	MAPK,164,168,Gene/Protein	calcineurin,177,188,Gene/Protein	/ NFAT,189,195,Gene/Protein	signaling molecules,240,259,Gene/Protein	"[{""token"": ""IL - 2 promoter"", ""start_span"": 40, ""end_span"": 55, ""type"": ""Gene/Protein""}, {""token"": ""Tpl - 2"", ""start_span"": 59, ""end_span"": 66, ""type"": ""Gene/Protein""}, {""token"": ""mutant signaling molecules"", ""start_span"": 83, ""end_span"": 109, ""type"": ""Gene/Protein""}, {""token"": ""mitogen - activated protein kinase"", ""start_span"": 127, ""end_span"": 161, ""type"": ""Gene/Protein""}, {""token"": ""MAPK"", ""start_span"": 164, ""end_span"": 168, ""type"": ""Gene/Protein""}, {""token"": ""calcineurin"", ""start_span"": 177, ""end_span"": 188, ""type"": ""Gene/Protein""}, {""token"": ""/ NFAT"", ""start_span"": 189, ""end_span"": 195, ""type"": ""Gene/Protein""}, {""token"": ""signaling molecules"", ""start_span"": 240, ""end_span"": 259, ""type"": ""Gene/Protein""}]"	train
While the activation of the IL - 2 promoter and an NFAT - driven minimal promoter by Tpl - 2 was fully blocked by the dominant negative mutant NFAT delta418, it was only partially blocked by the calcineurin inhibitor cyclosporin A suggesting that the Tpl - 2 - mediated NFAT activation is under the control of a combination of calcineurin - dependent and independent pathways.	IL - 2 promoter,28,43,Gene/Protein	NFAT - driven minimal promoter,51,81,Gene/Protein	Tpl - 2,85,92,Gene/Protein	dominant negative mutant,118,142,Gene/Protein	NFAT delta418,143,156,Gene/Protein	calcineurin,195,206,Gene/Protein	Tpl - 2,251,258,Gene/Protein	NFAT,270,274,Gene/Protein	"[{""token"": ""IL - 2 promoter"", ""start_span"": 28, ""end_span"": 43, ""type"": ""Gene/Protein""}, {""token"": ""NFAT - driven minimal promoter"", ""start_span"": 51, ""end_span"": 81, ""type"": ""Gene/Protein""}, {""token"": ""Tpl - 2"", ""start_span"": 85, ""end_span"": 92, ""type"": ""Gene/Protein""}, {""token"": ""dominant negative mutant"", ""start_span"": 118, ""end_span"": 142, ""type"": ""Gene/Protein""}, {""token"": ""NFAT delta418"", ""start_span"": 143, ""end_span"": 156, ""type"": ""Gene/Protein""}, {""token"": ""calcineurin"", ""start_span"": 195, ""end_span"": 206, ""type"": ""Gene/Protein""}, {""token"": ""Tpl - 2"", ""start_span"": 251, ""end_span"": 258, ""type"": ""Gene/Protein""}, {""token"": ""NFAT"", ""start_span"": 270, ""end_span"": 274, ""type"": ""Gene/Protein""}]"	train
In vivo studies indicated that CD3 - induced HSI phosphorylation was dependent upon both the Src family tyrosine kinase Lck and the tyrosine phosphatase CD45, did not require MEK1 kinase activity, and was regulated by protein kinase C activation.	CD3,31,34,Gene/Protein	HSI,45,48,Gene/Protein	Src family tyrosine kinase,93,119,Gene/Protein	Lck,120,123,Gene/Protein	tyrosine phosphatase,132,152,Gene/Protein	CD45,153,157,Gene/Protein	MEK1,175,179,Gene/Protein	protein kinase C,218,234,Gene/Protein	"[{""token"": ""CD3"", ""start_span"": 31, ""end_span"": 34, ""type"": ""Gene/Protein""}, {""token"": ""HSI"", ""start_span"": 45, ""end_span"": 48, ""type"": ""Gene/Protein""}, {""token"": ""Src family tyrosine kinase"", ""start_span"": 93, ""end_span"": 119, ""type"": ""Gene/Protein""}, {""token"": ""Lck"", ""start_span"": 120, ""end_span"": 123, ""type"": ""Gene/Protein""}, {""token"": ""tyrosine phosphatase"", ""start_span"": 132, ""end_span"": 152, ""type"": ""Gene/Protein""}, {""token"": ""CD45"", ""start_span"": 153, ""end_span"": 157, ""type"": ""Gene/Protein""}, {""token"": ""MEK1"", ""start_span"": 175, ""end_span"": 179, ""type"": ""Gene/Protein""}, {""token"": ""protein kinase C"", ""start_span"": 218, ""end_span"": 234, ""type"": ""Gene/Protein""}]"	train
These results strongly suggest that the signaling pathway from Fc receptors leading to expression of different genes important to leukocyte biology, initiates with tyrosine kinases and requires MAPK activation; but in contrast to other tyrosine kinase receptors, FcR - mediated MAPK activation does not involve Ras and Raf.	Fc receptors,63,75,Gene/Protein	tyrosine kinases,164,180,Gene/Protein	MAPK,194,198,Gene/Protein	tyrosine kinase receptors,236,261,Gene/Protein	FcR,263,266,Gene/Protein	MAPK,278,282,Gene/Protein	Ras,311,314,Gene/Protein	Raf,319,322,Gene/Protein	"[{""token"": ""Fc receptors"", ""start_span"": 63, ""end_span"": 75, ""type"": ""Gene/Protein""}, {""token"": ""tyrosine kinases"", ""start_span"": 164, ""end_span"": 180, ""type"": ""Gene/Protein""}, {""token"": ""MAPK"", ""start_span"": 194, ""end_span"": 198, ""type"": ""Gene/Protein""}, {""token"": ""tyrosine kinase receptors"", ""start_span"": 236, ""end_span"": 261, ""type"": ""Gene/Protein""}, {""token"": ""FcR"", ""start_span"": 263, ""end_span"": 266, ""type"": ""Gene/Protein""}, {""token"": ""MAPK"", ""start_span"": 278, ""end_span"": 282, ""type"": ""Gene/Protein""}, {""token"": ""Ras"", ""start_span"": 311, ""end_span"": 314, ""type"": ""Gene/Protein""}, {""token"": ""Raf"", ""start_span"": 319, ""end_span"": 322, ""type"": ""Gene/Protein""}]"	train
Moreover, IL - 4 costimulation with IL - 2 or IL - 12 does not alter their own preferential GAS - like DNA binding patterns when C epsilon -, Fc gamma RI -, and SIE GAS motif containing oligonucleotide probes are compared, suggesting that induction of GAS - like DNA - protein binding complexes by IL - 2, IL - 4, and IL - 12 is highly selective and represents one important factor in determining specific gene activation.	IL - 4,10,16,Gene/Protein	IL - 2,36,42,Gene/Protein	IL - 12,46,53,Gene/Protein	GAS,92,95,Gene/Protein	GAS - like DNA - protein binding complexes,252,294,Gene/Protein	IL - 2,298,304,Gene/Protein	IL - 4,306,312,Gene/Protein	IL - 12,318,325,Gene/Protein	"[{""token"": ""IL - 4"", ""start_span"": 10, ""end_span"": 16, ""type"": ""Gene/Protein""}, {""token"": ""IL - 2"", ""start_span"": 36, ""end_span"": 42, ""type"": ""Gene/Protein""}, {""token"": ""IL - 12"", ""start_span"": 46, ""end_span"": 53, ""type"": ""Gene/Protein""}, {""token"": ""GAS"", ""start_span"": 92, ""end_span"": 95, ""type"": ""Gene/Protein""}, {""token"": ""GAS - like DNA - protein binding complexes"", ""start_span"": 252, ""end_span"": 294, ""type"": ""Gene/Protein""}, {""token"": ""IL - 2"", ""start_span"": 298, ""end_span"": 304, ""type"": ""Gene/Protein""}, {""token"": ""IL - 4"", ""start_span"": 306, ""end_span"": 312, ""type"": ""Gene/Protein""}, {""token"": ""IL - 12"", ""start_span"": 318, ""end_span"": 325, ""type"": ""Gene/Protein""}]"	train
To investigate whether both lipoxygenase isoforms exhibit a similar regulatory response toward cytokine stimulation, we studied the regulation of the leukocyte - type 12 - lipoxygenase of murine peritoneal macrophages by interleukins and found that the activity of this enzyme is upregulated in a dose - dependent manner when the cells were cultured in the presence of the IL - 4 or IL - 13 but not by IL - 10.	lipoxygenase isoforms,28,49,Gene/Protein	cytokine,95,103,Gene/Protein	leukocyte - type 12 - lipoxygenase,150,184,Gene/Protein	interleukins,221,233,Gene/Protein	enzyme,270,276,Gene/Protein	IL - 4,373,379,Gene/Protein	IL - 13,383,390,Gene/Protein	IL - 10,402,409,Gene/Protein	"[{""token"": ""lipoxygenase isoforms"", ""start_span"": 28, ""end_span"": 49, ""type"": ""Gene/Protein""}, {""token"": ""cytokine"", ""start_span"": 95, ""end_span"": 103, ""type"": ""Gene/Protein""}, {""token"": ""leukocyte - type 12 - lipoxygenase"", ""start_span"": 150, ""end_span"": 184, ""type"": ""Gene/Protein""}, {""token"": ""interleukins"", ""start_span"": 221, ""end_span"": 233, ""type"": ""Gene/Protein""}, {""token"": ""enzyme"", ""start_span"": 270, ""end_span"": 276, ""type"": ""Gene/Protein""}, {""token"": ""IL - 4"", ""start_span"": 373, ""end_span"": 379, ""type"": ""Gene/Protein""}, {""token"": ""IL - 13"", ""start_span"": 383, ""end_span"": 390, ""type"": ""Gene/Protein""}, {""token"": ""IL - 10"", ""start_span"": 402, ""end_span"": 409, ""type"": ""Gene/Protein""}]"	train
Stimulation of human tonsillar mononuclear cells with interleukin - 4 ( IL - 4) and interferon - gamma ( IFN - gamma) rapidly induced the activation of distinct nuclear factors with different mobilities, both of which bind the IL - 4 response element ( IL - 4RE) of CD23b promoter as examined by electrophoretic mobility shift assays ( EMSA).	interleukin - 4,54,69,Gene/Protein	IL - 4,72,78,Gene/Protein	interferon - gamma,84,102,Gene/Protein	IFN - gamma,105,116,Gene/Protein	nuclear factors,161,176,Gene/Protein	IL - 4 response element,227,250,Gene/Protein	IL - 4RE,253,261,Gene/Protein	CD23b promoter,266,280,Gene/Protein	"[{""token"": ""interleukin - 4"", ""start_span"": 54, ""end_span"": 69, ""type"": ""Gene/Protein""}, {""token"": ""IL - 4"", ""start_span"": 72, ""end_span"": 78, ""type"": ""Gene/Protein""}, {""token"": ""interferon - gamma"", ""start_span"": 84, ""end_span"": 102, ""type"": ""Gene/Protein""}, {""token"": ""IFN - gamma"", ""start_span"": 105, ""end_span"": 116, ""type"": ""Gene/Protein""}, {""token"": ""nuclear factors"", ""start_span"": 161, ""end_span"": 176, ""type"": ""Gene/Protein""}, {""token"": ""IL - 4 response element"", ""start_span"": 227, ""end_span"": 250, ""type"": ""Gene/Protein""}, {""token"": ""IL - 4RE"", ""start_span"": 253, ""end_span"": 261, ""type"": ""Gene/Protein""}, {""token"": ""CD23b promoter"", ""start_span"": 266, ""end_span"": 280, ""type"": ""Gene/Protein""}]"	train
However, plasma membrane - proximal elements in these proinflammatory cytokine pathways are apparently not involved since dominant negative mutants of the TRAF2 and TRAF6 adaptors, which effectively block signaling through the cytoplasmic tails of the TNF - alpha and IL - 1 receptors, respectively, do not inhibit Tax induction of NF - kappaB.	plasma membrane - proximal elements,9,44,Gene/Protein	proinflammatory cytokine,54,78,Gene/Protein	TRAF2 and TRAF6 adaptors,155,179,Gene/Protein	cytoplasmic tails,227,244,Gene/Protein	TNF - alpha,252,263,Gene/Protein	IL - 1,268,274,Gene/Protein	Tax,315,318,Gene/Protein	NF - kappaB,332,343,Gene/Protein	"[{""token"": ""plasma membrane - proximal elements"", ""start_span"": 9, ""end_span"": 44, ""type"": ""Gene/Protein""}, {""token"": ""proinflammatory cytokine"", ""start_span"": 54, ""end_span"": 78, ""type"": ""Gene/Protein""}, {""token"": ""TRAF2 and TRAF6 adaptors"", ""start_span"": 155, ""end_span"": 179, ""type"": ""Gene/Protein""}, {""token"": ""cytoplasmic tails"", ""start_span"": 227, ""end_span"": 244, ""type"": ""Gene/Protein""}, {""token"": ""TNF - alpha"", ""start_span"": 252, ""end_span"": 263, ""type"": ""Gene/Protein""}, {""token"": ""IL - 1"", ""start_span"": 268, ""end_span"": 274, ""type"": ""Gene/Protein""}, {""token"": ""Tax"", ""start_span"": 315, ""end_span"": 318, ""type"": ""Gene/Protein""}, {""token"": ""NF - kappaB"", ""start_span"": 332, ""end_span"": 343, ""type"": ""Gene/Protein""}]"	train
When NK cells were costimulated with IL - 13 and IL - 2, IL - 13 generally resulted in two types of reactivity: IL - 13 synergized with IL - 2 to stimulate IFN - gamma production or it modestly inhibited IL - 2 - mediated IFN - gamma production.	IL - 13,37,44,Gene/Protein	IL - 2,49,55,Gene/Protein	IL - 13,57,64,Gene/Protein	IL - 13,112,119,Gene/Protein	IL - 2,136,142,Gene/Protein	IFN - gamma,156,167,Gene/Protein	IL - 2,204,210,Gene/Protein	IFN - gamma,222,233,Gene/Protein	"[{""token"": ""IL - 13"", ""start_span"": 37, ""end_span"": 44, ""type"": ""Gene/Protein""}, {""token"": ""IL - 2"", ""start_span"": 49, ""end_span"": 55, ""type"": ""Gene/Protein""}, {""token"": ""IL - 13"", ""start_span"": 57, ""end_span"": 64, ""type"": ""Gene/Protein""}, {""token"": ""IL - 13"", ""start_span"": 112, ""end_span"": 119, ""type"": ""Gene/Protein""}, {""token"": ""IL - 2"", ""start_span"": 136, ""end_span"": 142, ""type"": ""Gene/Protein""}, {""token"": ""IFN - gamma"", ""start_span"": 156, ""end_span"": 167, ""type"": ""Gene/Protein""}, {""token"": ""IL - 2"", ""start_span"": 204, ""end_span"": 210, ""type"": ""Gene/Protein""}, {""token"": ""IFN - gamma"", ""start_span"": 222, ""end_span"": 233, ""type"": ""Gene/Protein""}]"	train
Regulation of E2F involves its interactions with other cellular proteins, including the retinoblastoma protein ( Rb), the Rb - related protein p107, cyclin A, and cdk2.	E2F,14,17,Gene/Protein	cellular proteins,55,72,Gene/Protein	retinoblastoma protein,88,110,Gene/Protein	Rb,113,115,Gene/Protein	Rb - related protein,122,142,Gene/Protein	p107,143,147,Gene/Protein	cyclin A,149,157,Gene/Protein	cdk2,163,167,Gene/Protein	"[{""token"": ""E2F"", ""start_span"": 14, ""end_span"": 17, ""type"": ""Gene/Protein""}, {""token"": ""cellular proteins"", ""start_span"": 55, ""end_span"": 72, ""type"": ""Gene/Protein""}, {""token"": ""retinoblastoma protein"", ""start_span"": 88, ""end_span"": 110, ""type"": ""Gene/Protein""}, {""token"": ""Rb"", ""start_span"": 113, ""end_span"": 115, ""type"": ""Gene/Protein""}, {""token"": ""Rb - related protein"", ""start_span"": 122, ""end_span"": 142, ""type"": ""Gene/Protein""}, {""token"": ""p107"", ""start_span"": 143, ""end_span"": 147, ""type"": ""Gene/Protein""}, {""token"": ""cyclin A"", ""start_span"": 149, ""end_span"": 157, ""type"": ""Gene/Protein""}, {""token"": ""cdk2"", ""start_span"": 163, ""end_span"": 167, ""type"": ""Gene/Protein""}]"	train
Overexpression of the p50, p65 and Rel proteins in these cells showed that significant activation of the IL - 2R alpha kappa B site was observed only with Rel and Rel plus p65.	p50,22,25,Gene/Protein	p65,27,30,Gene/Protein	Rel proteins,35,47,Gene/Protein	IL - 2R alpha,105,118,Gene/Protein	kappa B site,119,131,Gene/Protein	Rel,155,158,Gene/Protein	Rel,163,166,Gene/Protein	p65,172,175,Gene/Protein	"[{""token"": ""p50"", ""start_span"": 22, ""end_span"": 25, ""type"": ""Gene/Protein""}, {""token"": ""p65"", ""start_span"": 27, ""end_span"": 30, ""type"": ""Gene/Protein""}, {""token"": ""Rel proteins"", ""start_span"": 35, ""end_span"": 47, ""type"": ""Gene/Protein""}, {""token"": ""IL - 2R alpha"", ""start_span"": 105, ""end_span"": 118, ""type"": ""Gene/Protein""}, {""token"": ""kappa B site"", ""start_span"": 119, ""end_span"": 131, ""type"": ""Gene/Protein""}, {""token"": ""Rel"", ""start_span"": 155, ""end_span"": 158, ""type"": ""Gene/Protein""}, {""token"": ""Rel"", ""start_span"": 163, ""end_span"": 166, ""type"": ""Gene/Protein""}, {""token"": ""p65"", ""start_span"": 172, ""end_span"": 175, ""type"": ""Gene/Protein""}]"	train
NF - kappa B is composed of distinct subunits; five independent genes, NFKB1 ( p105), NFKB2 ( p100), RelA ( p65), c - rel and relB, that encode related proteins that bind to kappa B DNA elements have been isolated.	NF - kappa B,0,12,Gene/Protein	NFKB1,71,76,Gene/Protein	p105,79,83,Gene/Protein	NFKB2,86,91,Gene/Protein	p100,94,98,Gene/Protein	c - rel,114,121,Gene/Protein	relB,126,130,Gene/Protein	kappa B DNA elements,174,194,Gene/Protein	"[{""token"": ""NF - kappa B"", ""start_span"": 0, ""end_span"": 12, ""type"": ""Gene/Protein""}, {""token"": ""NFKB1"", ""start_span"": 71, ""end_span"": 76, ""type"": ""Gene/Protein""}, {""token"": ""p105"", ""start_span"": 79, ""end_span"": 83, ""type"": ""Gene/Protein""}, {""token"": ""NFKB2"", ""start_span"": 86, ""end_span"": 91, ""type"": ""Gene/Protein""}, {""token"": ""p100"", ""start_span"": 94, ""end_span"": 98, ""type"": ""Gene/Protein""}, {""token"": ""c - rel"", ""start_span"": 114, ""end_span"": 121, ""type"": ""Gene/Protein""}, {""token"": ""relB"", ""start_span"": 126, ""end_span"": 130, ""type"": ""Gene/Protein""}, {""token"": ""kappa B DNA elements"", ""start_span"": 174, ""end_span"": 194, ""type"": ""Gene/Protein""}]"	train
It is also shown in this report that, in response to PMA / anti - CD28 mAb or anti - CD3 / anti - CD28 mAb, c - Rel, p50, and p65 are associated with CD28 - responsive element present in the promoter of the human interleukin 2 gene.	PMA / anti - CD28 mAb,53,74,Gene/Protein	anti - CD3 / anti - CD28 mAb,78,106,Gene/Protein	c - Rel,108,115,Gene/Protein	p50,117,120,Gene/Protein	p65,126,129,Gene/Protein	CD28 - responsive element,150,175,Gene/Protein	promoter,191,199,Gene/Protein	human interleukin 2 gene,207,231,Gene/Protein	"[{""token"": ""PMA / anti - CD28 mAb"", ""start_span"": 53, ""end_span"": 74, ""type"": ""Gene/Protein""}, {""token"": ""anti - CD3 / anti - CD28 mAb"", ""start_span"": 78, ""end_span"": 106, ""type"": ""Gene/Protein""}, {""token"": ""c - Rel"", ""start_span"": 108, ""end_span"": 115, ""type"": ""Gene/Protein""}, {""token"": ""p50"", ""start_span"": 117, ""end_span"": 120, ""type"": ""Gene/Protein""}, {""token"": ""p65"", ""start_span"": 126, ""end_span"": 129, ""type"": ""Gene/Protein""}, {""token"": ""CD28 - responsive element"", ""start_span"": 150, ""end_span"": 175, ""type"": ""Gene/Protein""}, {""token"": ""promoter"", ""start_span"": 191, ""end_span"": 199, ""type"": ""Gene/Protein""}, {""token"": ""human interleukin 2 gene"", ""start_span"": 207, ""end_span"": 231, ""type"": ""Gene/Protein""}]"	train
Interaction between protein kinase C ( PKC) - and glucocorticoid receptor ( GR) - mediated signaling is suggested by the ability of the PKC activating phorbol ester 12 - O - tetradecanoylphorbol - 13 - acetate ( TPA) to inhibit GR - dependent transcription of the mouse mammary tumor virus ( MMTV) long terminal repeat ( LTR).	protein kinase C,20,36,Gene/Protein	PKC,39,42,Gene/Protein	glucocorticoid receptor,50,73,Gene/Protein	GR,76,78,Gene/Protein	PKC,136,139,Gene/Protein	GR,228,230,Gene/Protein	long terminal repeat,298,318,Gene/Protein	LTR,321,324,Gene/Protein	"[{""token"": ""protein kinase C"", ""start_span"": 20, ""end_span"": 36, ""type"": ""Gene/Protein""}, {""token"": ""PKC"", ""start_span"": 39, ""end_span"": 42, ""type"": ""Gene/Protein""}, {""token"": ""glucocorticoid receptor"", ""start_span"": 50, ""end_span"": 73, ""type"": ""Gene/Protein""}, {""token"": ""GR"", ""start_span"": 76, ""end_span"": 78, ""type"": ""Gene/Protein""}, {""token"": ""PKC"", ""start_span"": 136, ""end_span"": 139, ""type"": ""Gene/Protein""}, {""token"": ""GR"", ""start_span"": 228, ""end_span"": 230, ""type"": ""Gene/Protein""}, {""token"": ""long terminal repeat"", ""start_span"": 298, ""end_span"": 318, ""type"": ""Gene/Protein""}, {""token"": ""LTR"", ""start_span"": 321, ""end_span"": 324, ""type"": ""Gene/Protein""}]"	train
OCA - B stimulates the transcription from an IgH promoter in conjunction with either Oct - 1 or Oct - 2 but shows no significant effect on the octamer / Oct - dependent transcription of the ubiquitously expressed histone H2B promoter and the transcription of USF - and Sp1 - regulated promoters.	OCA - B,0,7,Gene/Protein	IgH promoter,45,57,Gene/Protein	Oct - 1,85,92,Gene/Protein	Oct - 2,96,103,Gene/Protein	octamer,143,150,Gene/Protein	Oct,153,156,Gene/Protein	ubiquitously expressed histone H2B promoter,190,233,Gene/Protein	USF - and Sp1 - regulated promoters,259,294,Gene/Protein	"[{""token"": ""OCA - B"", ""start_span"": 0, ""end_span"": 7, ""type"": ""Gene/Protein""}, {""token"": ""IgH promoter"", ""start_span"": 45, ""end_span"": 57, ""type"": ""Gene/Protein""}, {""token"": ""Oct - 1"", ""start_span"": 85, ""end_span"": 92, ""type"": ""Gene/Protein""}, {""token"": ""Oct - 2"", ""start_span"": 96, ""end_span"": 103, ""type"": ""Gene/Protein""}, {""token"": ""octamer"", ""start_span"": 143, ""end_span"": 150, ""type"": ""Gene/Protein""}, {""token"": ""Oct"", ""start_span"": 153, ""end_span"": 156, ""type"": ""Gene/Protein""}, {""token"": ""ubiquitously expressed histone H2B promoter"", ""start_span"": 190, ""end_span"": 233, ""type"": ""Gene/Protein""}, {""token"": ""USF - and Sp1 - regulated promoters"", ""start_span"": 259, ""end_span"": 294, ""type"": ""Gene/Protein""}]"	train
DNA - protein crosslinking studies have revealed that the more rapidly migrating B2 complex contains both p50 and p55 while the more slowly migrating B1 complex is composed of p50, p55, p75, and p85.	B2 complex,81,91,Gene/Protein	p50,106,109,Gene/Protein	p55,114,117,Gene/Protein	B1 complex,150,160,Gene/Protein	p50,176,179,Gene/Protein	p55,181,184,Gene/Protein	p75,186,189,Gene/Protein	p85,195,198,Gene/Protein	"[{""token"": ""B2 complex"", ""start_span"": 81, ""end_span"": 91, ""type"": ""Gene/Protein""}, {""token"": ""p50"", ""start_span"": 106, ""end_span"": 109, ""type"": ""Gene/Protein""}, {""token"": ""p55"", ""start_span"": 114, ""end_span"": 117, ""type"": ""Gene/Protein""}, {""token"": ""B1 complex"", ""start_span"": 150, ""end_span"": 160, ""type"": ""Gene/Protein""}, {""token"": ""p50"", ""start_span"": 176, ""end_span"": 179, ""type"": ""Gene/Protein""}, {""token"": ""p55"", ""start_span"": 181, ""end_span"": 184, ""type"": ""Gene/Protein""}, {""token"": ""p75"", ""start_span"": 186, ""end_span"": 189, ""type"": ""Gene/Protein""}, {""token"": ""p85"", ""start_span"": 195, ""end_span"": 198, ""type"": ""Gene/Protein""}]"	train
Okadaic acid treatment was found to dramatically increase mRNA transcripts of the jun family of proto - oncogenes including c - jun, junD, and junB and to a lesser extent the fos family including c - fos and fra - 1.	mRNA transcripts,58,74,Gene/Protein	jun family of proto - oncogenes,82,113,Gene/Protein	c - jun,124,131,Gene/Protein	junD,133,137,Gene/Protein	junB,143,147,Gene/Protein	fos family,175,185,Gene/Protein	c - fos,196,203,Gene/Protein	fra - 1,208,215,Gene/Protein	"[{""token"": ""mRNA transcripts"", ""start_span"": 58, ""end_span"": 74, ""type"": ""Gene/Protein""}, {""token"": ""jun family of proto - oncogenes"", ""start_span"": 82, ""end_span"": 113, ""type"": ""Gene/Protein""}, {""token"": ""c - jun"", ""start_span"": 124, ""end_span"": 131, ""type"": ""Gene/Protein""}, {""token"": ""junD"", ""start_span"": 133, ""end_span"": 137, ""type"": ""Gene/Protein""}, {""token"": ""junB"", ""start_span"": 143, ""end_span"": 147, ""type"": ""Gene/Protein""}, {""token"": ""fos family"", ""start_span"": 175, ""end_span"": 185, ""type"": ""Gene/Protein""}, {""token"": ""c - fos"", ""start_span"": 196, ""end_span"": 203, ""type"": ""Gene/Protein""}, {""token"": ""fra - 1"", ""start_span"": 208, ""end_span"": 215, ""type"": ""Gene/Protein""}]"	train
