Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	entity_7	entity_8	entity_9	json	split
However, the components of the NF - kappaB complexes were different in monocytes and B cells, because p50 is part of the NF - kappaB complex induced by CD40 triggering in both monocytes and B cells, whereas p65 was only induced in B cells. In contrast, although the Janus kinase 3 tyrosine kinase was associated with CD40 molecules in both monocytes and resting B cells, Janus kinase 3 phosphorylation induction was observed only in CD40 - activated monocytes, with subsequent induction of STAT5a DNA binding activity in the nucleus.	NF - kappaB complexes,31,52,Gene/Protein	p50,102,105,Gene/Protein	NF - kappaB complex,121,140,Gene/Protein	CD40,152,156,Gene/Protein	p65,207,210,Gene/Protein	Janus kinase 3 tyrosine kinase,266,296,Gene/Protein	CD40,317,321,Gene/Protein	Janus kinase 3,371,385,Gene/Protein	STAT5a,490,496,Gene/Protein	"[{""token"": ""NF - kappaB complexes"", ""start_span"": 31, ""end_span"": 52, ""type"": ""Gene/Protein""}, {""token"": ""p50"", ""start_span"": 102, ""end_span"": 105, ""type"": ""Gene/Protein""}, {""token"": ""NF - kappaB complex"", ""start_span"": 121, ""end_span"": 140, ""type"": ""Gene/Protein""}, {""token"": ""CD40"", ""start_span"": 152, ""end_span"": 156, ""type"": ""Gene/Protein""}, {""token"": ""p65"", ""start_span"": 207, ""end_span"": 210, ""type"": ""Gene/Protein""}, {""token"": ""Janus kinase 3 tyrosine kinase"", ""start_span"": 266, ""end_span"": 296, ""type"": ""Gene/Protein""}, {""token"": ""CD40"", ""start_span"": 317, ""end_span"": 321, ""type"": ""Gene/Protein""}, {""token"": ""Janus kinase 3"", ""start_span"": 371, ""end_span"": 385, ""type"": ""Gene/Protein""}, {""token"": ""STAT5a"", ""start_span"": 490, ""end_span"": 496, ""type"": ""Gene/Protein""}]"	valid
Single - cell reverse transcriptase - polymerase chain reaction ( RT - PCR) analysis was applied to this culture system to investigate gene expression of diverse receptors, markers of differentiation, and transcription factors ( EKLF, GATA - 1, GATA - 2, p45 NF - E2, PU. 1, and SCL / Tal1) at discrete stages of erythropoietic development.	reverse transcriptase,14,35,Gene/Protein	receptors,162,171,Gene/Protein	markers of differentiation,173,199,Gene/Protein	transcription factors,205,226,Gene/Protein	EKLF,229,233,Gene/Protein	GATA - 1,235,243,Gene/Protein	GATA - 2,245,253,Gene/Protein	p45 NF - E2,255,266,Gene/Protein	SCL / Tal1,279,289,Gene/Protein	"[{""token"": ""reverse transcriptase"", ""start_span"": 14, ""end_span"": 35, ""type"": ""Gene/Protein""}, {""token"": ""receptors"", ""start_span"": 162, ""end_span"": 171, ""type"": ""Gene/Protein""}, {""token"": ""markers of differentiation"", ""start_span"": 173, ""end_span"": 199, ""type"": ""Gene/Protein""}, {""token"": ""transcription factors"", ""start_span"": 205, ""end_span"": 226, ""type"": ""Gene/Protein""}, {""token"": ""EKLF"", ""start_span"": 229, ""end_span"": 233, ""type"": ""Gene/Protein""}, {""token"": ""GATA - 1"", ""start_span"": 235, ""end_span"": 243, ""type"": ""Gene/Protein""}, {""token"": ""GATA - 2"", ""start_span"": 245, ""end_span"": 253, ""type"": ""Gene/Protein""}, {""token"": ""p45 NF - E2"", ""start_span"": 255, ""end_span"": 266, ""type"": ""Gene/Protein""}, {""token"": ""SCL / Tal1"", ""start_span"": 279, ""end_span"": 289, ""type"": ""Gene/Protein""}]"	valid
Because STAT6 activation plays an essential role in IL - 4 / IL - 13 - induced gene expression, the ability of IFN - beta and IFN - gamma to inhibit STAT6 activity provides an explanation for how IFNs can suppress IL - 4 / IL - 13 - inducible gene expression.	STAT6,8,13,Gene/Protein	IL - 4,52,58,Gene/Protein	IL - 13,61,68,Gene/Protein	IFN - beta,111,121,Gene/Protein	IFN - gamma,126,137,Gene/Protein	STAT6,149,154,Gene/Protein	IFNs,196,200,Gene/Protein	IL - 4,214,220,Gene/Protein	IL - 13,223,230,Gene/Protein	"[{""token"": ""STAT6"", ""start_span"": 8, ""end_span"": 13, ""type"": ""Gene/Protein""}, {""token"": ""IL - 4"", ""start_span"": 52, ""end_span"": 58, ""type"": ""Gene/Protein""}, {""token"": ""IL - 13"", ""start_span"": 61, ""end_span"": 68, ""type"": ""Gene/Protein""}, {""token"": ""IFN - beta"", ""start_span"": 111, ""end_span"": 121, ""type"": ""Gene/Protein""}, {""token"": ""IFN - gamma"", ""start_span"": 126, ""end_span"": 137, ""type"": ""Gene/Protein""}, {""token"": ""STAT6"", ""start_span"": 149, ""end_span"": 154, ""type"": ""Gene/Protein""}, {""token"": ""IFNs"", ""start_span"": 196, ""end_span"": 200, ""type"": ""Gene/Protein""}, {""token"": ""IL - 4"", ""start_span"": 214, ""end_span"": 220, ""type"": ""Gene/Protein""}, {""token"": ""IL - 13"", ""start_span"": 223, ""end_span"": 230, ""type"": ""Gene/Protein""}]"	valid
The 3 ' - CAGGTG E - box could bind USF proteins, the ubiquitous repressor ZEB, or the basic helix - loop - helix proteins E2A and HEB, and we showed that a competition between ZEB and E2A / HEB proteins is involved in the silencer activity.	3 ' - CAGGTG E - box,4,24,Gene/Protein	USF proteins,36,48,Gene/Protein	ubiquitous repressor,54,74,Gene/Protein	ZEB,75,78,Gene/Protein	basic helix - loop - helix proteins,87,122,Gene/Protein	E2A,123,126,Gene/Protein	HEB,131,134,Gene/Protein	ZEB,177,180,Gene/Protein	E2A / HEB proteins,185,203,Gene/Protein	"[{""token"": ""3 ' - CAGGTG E - box"", ""start_span"": 4, ""end_span"": 24, ""type"": ""Gene/Protein""}, {""token"": ""USF proteins"", ""start_span"": 36, ""end_span"": 48, ""type"": ""Gene/Protein""}, {""token"": ""ubiquitous repressor"", ""start_span"": 54, ""end_span"": 74, ""type"": ""Gene/Protein""}, {""token"": ""ZEB"", ""start_span"": 75, ""end_span"": 78, ""type"": ""Gene/Protein""}, {""token"": ""basic helix - loop - helix proteins"", ""start_span"": 87, ""end_span"": 122, ""type"": ""Gene/Protein""}, {""token"": ""E2A"", ""start_span"": 123, ""end_span"": 126, ""type"": ""Gene/Protein""}, {""token"": ""HEB"", ""start_span"": 131, ""end_span"": 134, ""type"": ""Gene/Protein""}, {""token"": ""ZEB"", ""start_span"": 177, ""end_span"": 180, ""type"": ""Gene/Protein""}, {""token"": ""E2A / HEB proteins"", ""start_span"": 185, ""end_span"": 203, ""type"": ""Gene/Protein""}]"	valid
Transfection of EL - 4 cells with the IL - 4 promoter - reporter constructs carrying mutated P - like elements showed that four P - like elements, CLE0, P, P2 and P4, but not P3, were required for optimal activation of the IL - 4 promoter.	IL - 4 promoter - reporter constructs,38,75,Gene/Protein	mutated P - like elements,85,110,Gene/Protein	P - like elements,128,145,Gene/Protein	CLE0,147,151,Gene/Protein	P,153,154,Gene/Protein	P2,156,158,Gene/Protein	P4,163,165,Gene/Protein	P3,175,177,Gene/Protein	IL - 4 promoter,223,238,Gene/Protein	"[{""token"": ""IL - 4 promoter - reporter constructs"", ""start_span"": 38, ""end_span"": 75, ""type"": ""Gene/Protein""}, {""token"": ""mutated P - like elements"", ""start_span"": 85, ""end_span"": 110, ""type"": ""Gene/Protein""}, {""token"": ""P - like elements"", ""start_span"": 128, ""end_span"": 145, ""type"": ""Gene/Protein""}, {""token"": ""CLE0"", ""start_span"": 147, ""end_span"": 151, ""type"": ""Gene/Protein""}, {""token"": ""P"", ""start_span"": 153, ""end_span"": 154, ""type"": ""Gene/Protein""}, {""token"": ""P2"", ""start_span"": 156, ""end_span"": 158, ""type"": ""Gene/Protein""}, {""token"": ""P4"", ""start_span"": 163, ""end_span"": 165, ""type"": ""Gene/Protein""}, {""token"": ""P3"", ""start_span"": 175, ""end_span"": 177, ""type"": ""Gene/Protein""}, {""token"": ""IL - 4 promoter"", ""start_span"": 223, ""end_span"": 238, ""type"": ""Gene/Protein""}]"	valid
We show that ligand - induced homodimerization of chimeric surface receptors consisting of the extracellular and transmembrane domains of the erythropoietin receptor and of the intracellular domain of IL - 4Ralpha induces Janus kinase 1 ( Jak1) activation, STAT6 activation, and Cepsilon germline transcripts in human B cell line BJAB.	chimeric surface receptors,50,76,Gene/Protein	extracellular and transmembrane domains,95,134,Gene/Protein	erythropoietin receptor,142,165,Gene/Protein	intracellular domain,177,197,Gene/Protein	IL - 4Ralpha,201,213,Gene/Protein	Janus kinase 1,222,236,Gene/Protein	Jak1,239,243,Gene/Protein	STAT6,257,262,Gene/Protein	Cepsilon germline transcripts,279,308,Gene/Protein	"[{""token"": ""chimeric surface receptors"", ""start_span"": 50, ""end_span"": 76, ""type"": ""Gene/Protein""}, {""token"": ""extracellular and transmembrane domains"", ""start_span"": 95, ""end_span"": 134, ""type"": ""Gene/Protein""}, {""token"": ""erythropoietin receptor"", ""start_span"": 142, ""end_span"": 165, ""type"": ""Gene/Protein""}, {""token"": ""intracellular domain"", ""start_span"": 177, ""end_span"": 197, ""type"": ""Gene/Protein""}, {""token"": ""IL - 4Ralpha"", ""start_span"": 201, ""end_span"": 213, ""type"": ""Gene/Protein""}, {""token"": ""Janus kinase 1"", ""start_span"": 222, ""end_span"": 236, ""type"": ""Gene/Protein""}, {""token"": ""Jak1"", ""start_span"": 239, ""end_span"": 243, ""type"": ""Gene/Protein""}, {""token"": ""STAT6"", ""start_span"": 257, ""end_span"": 262, ""type"": ""Gene/Protein""}, {""token"": ""Cepsilon germline transcripts"", ""start_span"": 279, ""end_span"": 308, ""type"": ""Gene/Protein""}]"	valid
Analyzed DNA sequences included delta and beta 5 ' flanking regions extending from approximately - 500 to + 50bp ( promoter regions), truncated delta and beta 5 ' flanking regions extending from approximately - 250 to + 50 bp, and chimeric promoter constructions, which consisted of a distal delta or beta fragment fused to a proximal beta or delta sequence.	DNA sequences,9,22,Gene/Protein	delta and beta 5 ' flanking regions,32,67,Gene/Protein	- 500 to + 50bp,97,112,Gene/Protein	promoter regions,115,131,Gene/Protein	beta 5 ' flanking regions,154,179,Gene/Protein	- 250 to + 50 bp,209,225,Gene/Protein	chimeric promoter constructions,231,262,Gene/Protein	delta or beta fragment,292,314,Gene/Protein	proximal beta or delta sequence,326,357,Gene/Protein	"[{""token"": ""DNA sequences"", ""start_span"": 9, ""end_span"": 22, ""type"": ""Gene/Protein""}, {""token"": ""delta and beta 5 ' flanking regions"", ""start_span"": 32, ""end_span"": 67, ""type"": ""Gene/Protein""}, {""token"": ""- 500 to + 50bp"", ""start_span"": 97, ""end_span"": 112, ""type"": ""Gene/Protein""}, {""token"": ""promoter regions"", ""start_span"": 115, ""end_span"": 131, ""type"": ""Gene/Protein""}, {""token"": ""beta 5 ' flanking regions"", ""start_span"": 154, ""end_span"": 179, ""type"": ""Gene/Protein""}, {""token"": ""- 250 to + 50 bp"", ""start_span"": 209, ""end_span"": 225, ""type"": ""Gene/Protein""}, {""token"": ""chimeric promoter constructions"", ""start_span"": 231, ""end_span"": 262, ""type"": ""Gene/Protein""}, {""token"": ""delta or beta fragment"", ""start_span"": 292, ""end_span"": 314, ""type"": ""Gene/Protein""}, {""token"": ""proximal beta or delta sequence"", ""start_span"": 326, ""end_span"": 357, ""type"": ""Gene/Protein""}]"	valid
The PILOT protein has a calculated M ( r) of 42. 6 kDa and contains three zinc fingers of the C2H2 - type at the carboxyl - terminus which are highly homologous to the zinc finger regions of the transcription factors EGR1, EGR2, and pAT 133.	PILOT,4,9,Gene/Protein	zinc fingers,74,86,Gene/Protein	C2H2 - type,94,105,Gene/Protein	carboxyl - terminus,113,132,Gene/Protein	zinc finger regions,168,187,Gene/Protein	transcription factors,195,216,Gene/Protein	EGR1,217,221,Gene/Protein	EGR2,223,227,Gene/Protein	pAT 133,233,240,Gene/Protein	"[{""token"": ""PILOT"", ""start_span"": 4, ""end_span"": 9, ""type"": ""Gene/Protein""}, {""token"": ""zinc fingers"", ""start_span"": 74, ""end_span"": 86, ""type"": ""Gene/Protein""}, {""token"": ""C2H2 - type"", ""start_span"": 94, ""end_span"": 105, ""type"": ""Gene/Protein""}, {""token"": ""carboxyl - terminus"", ""start_span"": 113, ""end_span"": 132, ""type"": ""Gene/Protein""}, {""token"": ""zinc finger regions"", ""start_span"": 168, ""end_span"": 187, ""type"": ""Gene/Protein""}, {""token"": ""transcription factors"", ""start_span"": 195, ""end_span"": 216, ""type"": ""Gene/Protein""}, {""token"": ""EGR1"", ""start_span"": 217, ""end_span"": 221, ""type"": ""Gene/Protein""}, {""token"": ""EGR2"", ""start_span"": 223, ""end_span"": 227, ""type"": ""Gene/Protein""}, {""token"": ""pAT 133"", ""start_span"": 233, ""end_span"": 240, ""type"": ""Gene/Protein""}]"	valid
Results indicated that ( i) constitutive c - fos transcript levels are significantly higher in patients subsequently responding to IFN - alpha therapy ( p < 0. 01) and positively correlated with the proportion of lymphocytes ( r = 0. 6895, p < 0. 01) and negatively with the proportion of immature cells ( r = - 0. 568, p < 0. 01) contained in the pbmc preparations tested, ( ii) constitutive mRNA levels of the hybrid bcr / abl, c - myc and p53 are positively correlated with each other, but failed to relate to disease parameters, and ( iii) acute and chronic in vivo exposure to IFN - alpha is accompanied by upregulation of c - fos and downregulation of c - myc mRNA levels in responder patients.	c - fos transcript,41,59,Gene/Protein	IFN - alpha,131,142,Gene/Protein	constitutive mRNA,380,397,Gene/Protein	hybrid bcr / abl,412,428,Gene/Protein	c - myc,430,437,Gene/Protein	p53,442,445,Gene/Protein	IFN - alpha,582,593,Gene/Protein	c - fos,628,635,Gene/Protein	c - myc mRNA,658,670,Gene/Protein	"[{""token"": ""c - fos transcript"", ""start_span"": 41, ""end_span"": 59, ""type"": ""Gene/Protein""}, {""token"": ""IFN - alpha"", ""start_span"": 131, ""end_span"": 142, ""type"": ""Gene/Protein""}, {""token"": ""constitutive mRNA"", ""start_span"": 380, ""end_span"": 397, ""type"": ""Gene/Protein""}, {""token"": ""hybrid bcr / abl"", ""start_span"": 412, ""end_span"": 428, ""type"": ""Gene/Protein""}, {""token"": ""c - myc"", ""start_span"": 430, ""end_span"": 437, ""type"": ""Gene/Protein""}, {""token"": ""p53"", ""start_span"": 442, ""end_span"": 445, ""type"": ""Gene/Protein""}, {""token"": ""IFN - alpha"", ""start_span"": 582, ""end_span"": 593, ""type"": ""Gene/Protein""}, {""token"": ""c - fos"", ""start_span"": 628, ""end_span"": 635, ""type"": ""Gene/Protein""}, {""token"": ""c - myc mRNA"", ""start_span"": 658, ""end_span"": 670, ""type"": ""Gene/Protein""}]"	valid
Sequence analysis of the 5 ' - flanking region of the CD69 gene revealed the presence of a potential TATA element 30 base pairs upstream of the major transcription initiation site and several putative binding sequences for inducible transcription factors ( NF - kappa B, Egr - 1, AP - 1), which might mediate the inducible expression of this gene.	5 ' - flanking region,25,46,Gene/Protein	CD69 gene,54,63,Gene/Protein	TATA element,101,113,Gene/Protein	30 base pairs upstream,114,136,Gene/Protein	transcription initiation site,150,179,Gene/Protein	transcription factors,233,254,Gene/Protein	NF - kappa B,257,269,Gene/Protein	Egr - 1,271,278,Gene/Protein	AP - 1,280,286,Gene/Protein	"[{""token"": ""5 ' - flanking region"", ""start_span"": 25, ""end_span"": 46, ""type"": ""Gene/Protein""}, {""token"": ""CD69 gene"", ""start_span"": 54, ""end_span"": 63, ""type"": ""Gene/Protein""}, {""token"": ""TATA element"", ""start_span"": 101, ""end_span"": 113, ""type"": ""Gene/Protein""}, {""token"": ""30 base pairs upstream"", ""start_span"": 114, ""end_span"": 136, ""type"": ""Gene/Protein""}, {""token"": ""transcription initiation site"", ""start_span"": 150, ""end_span"": 179, ""type"": ""Gene/Protein""}, {""token"": ""transcription factors"", ""start_span"": 233, ""end_span"": 254, ""type"": ""Gene/Protein""}, {""token"": ""NF - kappa B"", ""start_span"": 257, ""end_span"": 269, ""type"": ""Gene/Protein""}, {""token"": ""Egr - 1"", ""start_span"": 271, ""end_span"": 278, ""type"": ""Gene/Protein""}, {""token"": ""AP - 1"", ""start_span"": 280, ""end_span"": 286, ""type"": ""Gene/Protein""}]"	valid
The exon - intron structure of the 5 ' portion of the thromboxane receptor gene was determined initially by comparing the nucleotide sequence of the 5 ' flanking genomic clone with that of a novel human uterine thromboxane receptor cDNA that extended the mRNA 141 bp further upstream than the previously identified human placental cDNA.	exon - intron structure,4,27,Gene/Protein	5 ' portion,35,46,Gene/Protein	thromboxane receptor gene,54,79,Gene/Protein	nucleotide sequence,122,141,Gene/Protein	5 ' flanking genomic clone,149,175,Gene/Protein	novel human uterine thromboxane receptor cDNA,191,236,Gene/Protein	mRNA,255,259,Gene/Protein	141 bp further upstream,260,283,Gene/Protein	previously identified human placental cDNA,293,335,Gene/Protein	"[{""token"": ""exon - intron structure"", ""start_span"": 4, ""end_span"": 27, ""type"": ""Gene/Protein""}, {""token"": ""5 ' portion"", ""start_span"": 35, ""end_span"": 46, ""type"": ""Gene/Protein""}, {""token"": ""thromboxane receptor gene"", ""start_span"": 54, ""end_span"": 79, ""type"": ""Gene/Protein""}, {""token"": ""nucleotide sequence"", ""start_span"": 122, ""end_span"": 141, ""type"": ""Gene/Protein""}, {""token"": ""5 ' flanking genomic clone"", ""start_span"": 149, ""end_span"": 175, ""type"": ""Gene/Protein""}, {""token"": ""novel human uterine thromboxane receptor cDNA"", ""start_span"": 191, ""end_span"": 236, ""type"": ""Gene/Protein""}, {""token"": ""mRNA"", ""start_span"": 255, ""end_span"": 259, ""type"": ""Gene/Protein""}, {""token"": ""141 bp further upstream"", ""start_span"": 260, ""end_span"": 283, ""type"": ""Gene/Protein""}, {""token"": ""previously identified human placental cDNA"", ""start_span"": 293, ""end_span"": 335, ""type"": ""Gene/Protein""}]"	valid
Appropriate sized transcripts were detected in both cultured and fresh peripheral lymphocytes for CYP11A, CYP17, HSD11L ( 11beta - hydroxysteroid dehydrogenase I), HSD17B1 ( 17beta - hydroxysteroid dehydrogenase type I) and SRD5A1 ( 5alpha - reductase I).	transcripts,18,29,Gene/Protein	CYP11A,98,104,Gene/Protein	CYP17,106,111,Gene/Protein	HSD11L,113,119,Gene/Protein	11beta - hydroxysteroid dehydrogenase I,122,161,Gene/Protein	HSD17B1,164,171,Gene/Protein	17beta - hydroxysteroid dehydrogenase type I,174,218,Gene/Protein	SRD5A1,224,230,Gene/Protein	5alpha - reductase I,233,253,Gene/Protein	"[{""token"": ""transcripts"", ""start_span"": 18, ""end_span"": 29, ""type"": ""Gene/Protein""}, {""token"": ""CYP11A"", ""start_span"": 98, ""end_span"": 104, ""type"": ""Gene/Protein""}, {""token"": ""CYP17"", ""start_span"": 106, ""end_span"": 111, ""type"": ""Gene/Protein""}, {""token"": ""HSD11L"", ""start_span"": 113, ""end_span"": 119, ""type"": ""Gene/Protein""}, {""token"": ""11beta - hydroxysteroid dehydrogenase I"", ""start_span"": 122, ""end_span"": 161, ""type"": ""Gene/Protein""}, {""token"": ""HSD17B1"", ""start_span"": 164, ""end_span"": 171, ""type"": ""Gene/Protein""}, {""token"": ""17beta - hydroxysteroid dehydrogenase type I"", ""start_span"": 174, ""end_span"": 218, ""type"": ""Gene/Protein""}, {""token"": ""SRD5A1"", ""start_span"": 224, ""end_span"": 230, ""type"": ""Gene/Protein""}, {""token"": ""5alpha - reductase I"", ""start_span"": 233, ""end_span"": 253, ""type"": ""Gene/Protein""}]"	test
Furthermore, EPO, but not SCF, led to activation of STAT5, whereas SCF and wortmannin had no effect on the EPO - induced STAT5 activation, suggesting that STAT5 is not involved in the synergistic action of SCF and EPO.	EPO,13,16,Gene/Protein	SCF,26,29,Gene/Protein	STAT5,52,57,Gene/Protein	SCF,67,70,Gene/Protein	EPO,107,110,Gene/Protein	STAT5,121,126,Gene/Protein	STAT5,155,160,Gene/Protein	SCF,206,209,Gene/Protein	EPO,214,217,Gene/Protein	"[{""token"": ""EPO"", ""start_span"": 13, ""end_span"": 16, ""type"": ""Gene/Protein""}, {""token"": ""SCF"", ""start_span"": 26, ""end_span"": 29, ""type"": ""Gene/Protein""}, {""token"": ""STAT5"", ""start_span"": 52, ""end_span"": 57, ""type"": ""Gene/Protein""}, {""token"": ""SCF"", ""start_span"": 67, ""end_span"": 70, ""type"": ""Gene/Protein""}, {""token"": ""EPO"", ""start_span"": 107, ""end_span"": 110, ""type"": ""Gene/Protein""}, {""token"": ""STAT5"", ""start_span"": 121, ""end_span"": 126, ""type"": ""Gene/Protein""}, {""token"": ""STAT5"", ""start_span"": 155, ""end_span"": 160, ""type"": ""Gene/Protein""}, {""token"": ""SCF"", ""start_span"": 206, ""end_span"": 209, ""type"": ""Gene/Protein""}, {""token"": ""EPO"", ""start_span"": 214, ""end_span"": 217, ""type"": ""Gene/Protein""}]"	test
TPO - induced proliferation also was reduced by a specific inhibitor of the mitogen - activated protein kinase ( MAPK) pathway ( PD098059), which inhibits activation of the MAPK extracellular signal - regulated kinases ( ERK) ERK1 and ERK2, and AG490, an inhibitor of Janus kinase - 2, which completely blocked TPO - induced proliferation.	TPO,0,3,Gene/Protein	mitogen - activated protein kinase,76,110,Gene/Protein	MAPK,113,117,Gene/Protein	MAPK extracellular signal - regulated kinases,173,218,Gene/Protein	ERK,221,224,Gene/Protein	ERK1,226,230,Gene/Protein	ERK2,235,239,Gene/Protein	Janus kinase - 2,268,284,Gene/Protein	TPO,311,314,Gene/Protein	"[{""token"": ""TPO"", ""start_span"": 0, ""end_span"": 3, ""type"": ""Gene/Protein""}, {""token"": ""mitogen - activated protein kinase"", ""start_span"": 76, ""end_span"": 110, ""type"": ""Gene/Protein""}, {""token"": ""MAPK"", ""start_span"": 113, ""end_span"": 117, ""type"": ""Gene/Protein""}, {""token"": ""MAPK extracellular signal - regulated kinases"", ""start_span"": 173, ""end_span"": 218, ""type"": ""Gene/Protein""}, {""token"": ""ERK"", ""start_span"": 221, ""end_span"": 224, ""type"": ""Gene/Protein""}, {""token"": ""ERK1"", ""start_span"": 226, ""end_span"": 230, ""type"": ""Gene/Protein""}, {""token"": ""ERK2"", ""start_span"": 235, ""end_span"": 239, ""type"": ""Gene/Protein""}, {""token"": ""Janus kinase - 2"", ""start_span"": 268, ""end_span"": 284, ""type"": ""Gene/Protein""}, {""token"": ""TPO"", ""start_span"": 311, ""end_span"": 314, ""type"": ""Gene/Protein""}]"	test
Influenza A virus infection results in the production of chemotactic ( RANTES, MIP - 1 alpha, MCP - 1, MCP - 3, and IP - 10), pro - inflammatory ( IL - 1 beta, IL - 6, IL - 18, and TNF - alpha), and antiviral ( IFN - alpha / beta) cytokines.	RANTES,71,77,Gene/Protein	MIP - 1 alpha,79,92,Gene/Protein	MCP - 1,94,101,Gene/Protein	MCP - 3,103,110,Gene/Protein	IP - 10,116,123,Gene/Protein	IL - 1 beta,147,158,Gene/Protein	IL - 6,160,166,Gene/Protein	IL - 18,168,175,Gene/Protein	TNF - alpha,181,192,Gene/Protein	"[{""token"": ""RANTES"", ""start_span"": 71, ""end_span"": 77, ""type"": ""Gene/Protein""}, {""token"": ""MIP - 1 alpha"", ""start_span"": 79, ""end_span"": 92, ""type"": ""Gene/Protein""}, {""token"": ""MCP - 1"", ""start_span"": 94, ""end_span"": 101, ""type"": ""Gene/Protein""}, {""token"": ""MCP - 3"", ""start_span"": 103, ""end_span"": 110, ""type"": ""Gene/Protein""}, {""token"": ""IP - 10"", ""start_span"": 116, ""end_span"": 123, ""type"": ""Gene/Protein""}, {""token"": ""IL - 1 beta"", ""start_span"": 147, ""end_span"": 158, ""type"": ""Gene/Protein""}, {""token"": ""IL - 6"", ""start_span"": 160, ""end_span"": 166, ""type"": ""Gene/Protein""}, {""token"": ""IL - 18"", ""start_span"": 168, ""end_span"": 175, ""type"": ""Gene/Protein""}, {""token"": ""TNF - alpha"", ""start_span"": 181, ""end_span"": 192, ""type"": ""Gene/Protein""}]"	test
In B6 mice, flow cytometry demonstrated an IL - 1 - dependent leukocyte infiltration into the synovial compartment and RNase protection assays revealed induction of messenger RNA ( mRNA) for the chemokines monocyte chemoattractant protein 1, macrophage inhibitory protein 2 ( MIP - 2), RANTES, MIP - 1alpha, and MIP - 1beta, in vivo and in vitro.	messenger RNA,165,178,Gene/Protein	mRNA,181,185,Gene/Protein	chemokines,195,205,Gene/Protein	monocyte chemoattractant protein 1,206,240,Gene/Protein	macrophage inhibitory protein 2,242,273,Gene/Protein	MIP - 2,276,283,Gene/Protein	RANTES,286,292,Gene/Protein	MIP - 1alpha,294,306,Gene/Protein	MIP - 1beta,312,323,Gene/Protein	"[{""token"": ""messenger RNA"", ""start_span"": 165, ""end_span"": 178, ""type"": ""Gene/Protein""}, {""token"": ""mRNA"", ""start_span"": 181, ""end_span"": 185, ""type"": ""Gene/Protein""}, {""token"": ""chemokines"", ""start_span"": 195, ""end_span"": 205, ""type"": ""Gene/Protein""}, {""token"": ""monocyte chemoattractant protein 1"", ""start_span"": 206, ""end_span"": 240, ""type"": ""Gene/Protein""}, {""token"": ""macrophage inhibitory protein 2"", ""start_span"": 242, ""end_span"": 273, ""type"": ""Gene/Protein""}, {""token"": ""MIP - 2"", ""start_span"": 276, ""end_span"": 283, ""type"": ""Gene/Protein""}, {""token"": ""RANTES"", ""start_span"": 286, ""end_span"": 292, ""type"": ""Gene/Protein""}, {""token"": ""MIP - 1alpha"", ""start_span"": 294, ""end_span"": 306, ""type"": ""Gene/Protein""}, {""token"": ""MIP - 1beta"", ""start_span"": 312, ""end_span"": 323, ""type"": ""Gene/Protein""}]"	test
IL - 13 receptor alpha chain 1 ( IL - 13R alpha 1) is necessary for binding to IL - 13, and the heterodimer composed of IL - 13R alpha 1 and IL - 4R alpha chain transduces IL - 13 and IL - 4 signals; however, the functional mapping of the intracellular domain of IL - 13R alpha 1 is not fully understood.	IL - 13 receptor alpha chain 1,0,30,Gene/Protein	IL - 13R alpha 1,33,49,Gene/Protein	IL - 13,79,86,Gene/Protein	IL - 13R alpha 1,120,136,Gene/Protein	IL - 4R alpha chain,141,160,Gene/Protein	IL - 13,172,179,Gene/Protein	IL - 4,184,190,Gene/Protein	intracellular domain,239,259,Gene/Protein	IL - 13R alpha 1,263,279,Gene/Protein	"[{""token"": ""IL - 13 receptor alpha chain 1"", ""start_span"": 0, ""end_span"": 30, ""type"": ""Gene/Protein""}, {""token"": ""IL - 13R alpha 1"", ""start_span"": 33, ""end_span"": 49, ""type"": ""Gene/Protein""}, {""token"": ""IL - 13"", ""start_span"": 79, ""end_span"": 86, ""type"": ""Gene/Protein""}, {""token"": ""IL - 13R alpha 1"", ""start_span"": 120, ""end_span"": 136, ""type"": ""Gene/Protein""}, {""token"": ""IL - 4R alpha chain"", ""start_span"": 141, ""end_span"": 160, ""type"": ""Gene/Protein""}, {""token"": ""IL - 13"", ""start_span"": 172, ""end_span"": 179, ""type"": ""Gene/Protein""}, {""token"": ""IL - 4"", ""start_span"": 184, ""end_span"": 190, ""type"": ""Gene/Protein""}, {""token"": ""intracellular domain"", ""start_span"": 239, ""end_span"": 259, ""type"": ""Gene/Protein""}, {""token"": ""IL - 13R alpha 1"", ""start_span"": 263, ""end_span"": 279, ""type"": ""Gene/Protein""}]"	test
