Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	entity_7	entity_8	entity_9	entity_10	json	split
Following cotransfection of p53 - null EU - 4 cells with survivin promoter - luciferase constructs and either wt - p53 or different mut - p53 expression vectors, wt - p53 inhibited survivin promoter activity; p53 - mediated inhibition could be abrogated by overexpression of murine double minute2 ( MDM2) protein.	p53,28,31,Gene_or_gene_product	survivin,57,65,Gene_or_gene_product	luciferase,77,87,Gene_or_gene_product	p53,115,118,Gene_or_gene_product	p53,138,141,Gene_or_gene_product	p53,167,170,Gene_or_gene_product	survivin,181,189,Gene_or_gene_product	p53,209,212,Gene_or_gene_product	murine double minute2,275,296,Gene_or_gene_product	MDM2,299,303,Gene_or_gene_product	"[{""token"": ""p53"", ""start_span"": 28, ""end_span"": 31, ""type"": ""Gene_or_gene_product""}, {""token"": ""survivin"", ""start_span"": 57, ""end_span"": 65, ""type"": ""Gene_or_gene_product""}, {""token"": ""luciferase"", ""start_span"": 77, ""end_span"": 87, ""type"": ""Gene_or_gene_product""}, {""token"": ""p53"", ""start_span"": 115, ""end_span"": 118, ""type"": ""Gene_or_gene_product""}, {""token"": ""p53"", ""start_span"": 138, ""end_span"": 141, ""type"": ""Gene_or_gene_product""}, {""token"": ""p53"", ""start_span"": 167, ""end_span"": 170, ""type"": ""Gene_or_gene_product""}, {""token"": ""survivin"", ""start_span"": 181, ""end_span"": 189, ""type"": ""Gene_or_gene_product""}, {""token"": ""p53"", ""start_span"": 209, ""end_span"": 212, ""type"": ""Gene_or_gene_product""}, {""token"": ""murine double minute2"", ""start_span"": 275, ""end_span"": 296, ""type"": ""Gene_or_gene_product""}, {""token"": ""MDM2"", ""start_span"": 299, ""end_span"": 303, ""type"": ""Gene_or_gene_product""}]"	test
To assess its role on human vascular lung development, we first examined the expression of IGF - I / II and IGF receptor type I ( IGF - IR) in human embryonic and fetal lung tissues at 4 - 12 wk of gestation.	human,22,27,Organism	vascular,28,36,Multi	lung,37,41,Organ	IGF - I,91,98,Gene_or_gene_product	II,101,103,Gene_or_gene_product	IGF receptor type I,108,127,Gene_or_gene_product	IGF - IR,130,138,Gene_or_gene_product	human,143,148,Organism	embryonic,149,158,Tissue	fetal lung tissues,163,181,Tissue	"[{""token"": ""human"", ""start_span"": 22, ""end_span"": 27, ""type"": ""Organism""}, {""token"": ""vascular"", ""start_span"": 28, ""end_span"": 36, ""type"": ""Multi""}, {""token"": ""lung"", ""start_span"": 37, ""end_span"": 41, ""type"": ""Organ""}, {""token"": ""IGF - I"", ""start_span"": 91, ""end_span"": 98, ""type"": ""Gene_or_gene_product""}, {""token"": ""II"", ""start_span"": 101, ""end_span"": 103, ""type"": ""Gene_or_gene_product""}, {""token"": ""IGF receptor type I"", ""start_span"": 108, ""end_span"": 127, ""type"": ""Gene_or_gene_product""}, {""token"": ""IGF - IR"", ""start_span"": 130, ""end_span"": 138, ""type"": ""Gene_or_gene_product""}, {""token"": ""human"", ""start_span"": 143, ""end_span"": 148, ""type"": ""Organism""}, {""token"": ""embryonic"", ""start_span"": 149, ""end_span"": 158, ""type"": ""Tissue""}, {""token"": ""fetal lung tissues"", ""start_span"": 163, ""end_span"": 181, ""type"": ""Tissue""}]"	test
For this purpose, the presence of COX - 2 and PPARgamma was immunohistochemically examined in 71 epithelial ovarian carcinomas, 18 borderline tumours and 23 benign tumours and the levels of COX - 2 and PPARgamma proteins were determined by enzyme immunoassay in four benign tumours, three borderline tumours and 12 carcinomas.	COX - 2,34,41,Gene_or_gene_product	PPARgamma,46,55,Gene_or_gene_product	epithelial ovarian carcinomas,97,126,Cancer	tumours,142,149,Cancer	tumours,164,171,Cancer	COX - 2,190,197,Gene_or_gene_product	PPARgamma,202,211,Gene_or_gene_product	tumours,274,281,Cancer	tumours,300,307,Cancer	carcinomas,315,325,Cancer	"[{""token"": ""COX - 2"", ""start_span"": 34, ""end_span"": 41, ""type"": ""Gene_or_gene_product""}, {""token"": ""PPARgamma"", ""start_span"": 46, ""end_span"": 55, ""type"": ""Gene_or_gene_product""}, {""token"": ""epithelial ovarian carcinomas"", ""start_span"": 97, ""end_span"": 126, ""type"": ""Cancer""}, {""token"": ""tumours"", ""start_span"": 142, ""end_span"": 149, ""type"": ""Cancer""}, {""token"": ""tumours"", ""start_span"": 164, ""end_span"": 171, ""type"": ""Cancer""}, {""token"": ""COX - 2"", ""start_span"": 190, ""end_span"": 197, ""type"": ""Gene_or_gene_product""}, {""token"": ""PPARgamma"", ""start_span"": 202, ""end_span"": 211, ""type"": ""Gene_or_gene_product""}, {""token"": ""tumours"", ""start_span"": 274, ""end_span"": 281, ""type"": ""Cancer""}, {""token"": ""tumours"", ""start_span"": 300, ""end_span"": 307, ""type"": ""Cancer""}, {""token"": ""carcinomas"", ""start_span"": 315, ""end_span"": 325, ""type"": ""Cancer""}]"	test
Here, we discuss the possibility for MMPs to contribute to pericyte recruitment at six levels: ( 1) direct promotion of pericyte invasion by extracellular matrix degradation; ( 2) stimulation of pericyte proliferation and protection against apoptosis by modification of the ECM; ( 3) activation of pericytes through the release of growth factor bound to the ECM; ( 4) transactivation of angiogenic cell surface receptor; ( 5) propagation of angiogenic signalling as cofactor; and ( 6) recruitment of bone marrow - derived stem cells.	MMPs,37,41,Gene_or_gene_product	pericyte,59,67,Cell	pericyte,120,128,Cell	extracellular matrix,141,161,Cellular_component	pericyte,195,203,Cell	ECM,274,277,Cellular_component	pericytes,298,307,Cell	ECM,358,361,Cellular_component	cell surface,398,410,Cellular_component	bone marrow - derived stem cells,500,532,Cell	"[{""token"": ""MMPs"", ""start_span"": 37, ""end_span"": 41, ""type"": ""Gene_or_gene_product""}, {""token"": ""pericyte"", ""start_span"": 59, ""end_span"": 67, ""type"": ""Cell""}, {""token"": ""pericyte"", ""start_span"": 120, ""end_span"": 128, ""type"": ""Cell""}, {""token"": ""extracellular matrix"", ""start_span"": 141, ""end_span"": 161, ""type"": ""Cellular_component""}, {""token"": ""pericyte"", ""start_span"": 195, ""end_span"": 203, ""type"": ""Cell""}, {""token"": ""ECM"", ""start_span"": 274, ""end_span"": 277, ""type"": ""Cellular_component""}, {""token"": ""pericytes"", ""start_span"": 298, ""end_span"": 307, ""type"": ""Cell""}, {""token"": ""ECM"", ""start_span"": 358, ""end_span"": 361, ""type"": ""Cellular_component""}, {""token"": ""cell surface"", ""start_span"": 398, ""end_span"": 410, ""type"": ""Cellular_component""}, {""token"": ""bone marrow - derived stem cells"", ""start_span"": 500, ""end_span"": 532, ""type"": ""Cell""}]"	test
In fact, p75 ( NTR) depresses the VEGF - A / Akt / eNOS / NO pathway and additionally reduces the mRNA levels of ITGB1 [ beta ( 1) integrin], BIRC5 ( survivin), PTTG1 ( securin) and VEZF1.	VEGF - A,34,42,Gene_or_gene_product	Akt,45,48,Gene_or_gene_product	eNOS,51,55,Gene_or_gene_product	NO,58,60,Chemical	ITGB1,113,118,Gene_or_gene_product	BIRC5,142,147,Gene_or_gene_product	survivin,150,158,Gene_or_gene_product	PTTG1,161,166,Gene_or_gene_product	securin,169,176,Gene_or_gene_product	VEZF1,182,187,Gene_or_gene_product	"[{""token"": ""VEGF - A"", ""start_span"": 34, ""end_span"": 42, ""type"": ""Gene_or_gene_product""}, {""token"": ""Akt"", ""start_span"": 45, ""end_span"": 48, ""type"": ""Gene_or_gene_product""}, {""token"": ""eNOS"", ""start_span"": 51, ""end_span"": 55, ""type"": ""Gene_or_gene_product""}, {""token"": ""NO"", ""start_span"": 58, ""end_span"": 60, ""type"": ""Chemical""}, {""token"": ""ITGB1"", ""start_span"": 113, ""end_span"": 118, ""type"": ""Gene_or_gene_product""}, {""token"": ""BIRC5"", ""start_span"": 142, ""end_span"": 147, ""type"": ""Gene_or_gene_product""}, {""token"": ""survivin"", ""start_span"": 150, ""end_span"": 158, ""type"": ""Gene_or_gene_product""}, {""token"": ""PTTG1"", ""start_span"": 161, ""end_span"": 166, ""type"": ""Gene_or_gene_product""}, {""token"": ""securin"", ""start_span"": 169, ""end_span"": 176, ""type"": ""Gene_or_gene_product""}, {""token"": ""VEZF1"", ""start_span"": 182, ""end_span"": 187, ""type"": ""Gene_or_gene_product""}]"	test
Western blotting analysis showed that liposomal honokiol - inhibited Akt and MAPK phosphorylation in 2 endothelial cells, and downregulated expressions of VEGFR - 2 of human vascular endothelial cells and VEGFR - 3 of lymphatic endothelial cells.	liposomal,38,47,Cellular_component	honokiol,48,56,Chemical	Akt,69,72,Gene_or_gene_product	MAPK,77,81,Gene_or_gene_product	endothelial cells,103,120,Cell	VEGFR - 2,155,164,Gene_or_gene_product	human,168,173,Organism	vascular endothelial cells,174,200,Cell	VEGFR - 3,205,214,Gene_or_gene_product	lymphatic endothelial cells,218,245,Cell	"[{""token"": ""liposomal"", ""start_span"": 38, ""end_span"": 47, ""type"": ""Cellular_component""}, {""token"": ""honokiol"", ""start_span"": 48, ""end_span"": 56, ""type"": ""Chemical""}, {""token"": ""Akt"", ""start_span"": 69, ""end_span"": 72, ""type"": ""Gene_or_gene_product""}, {""token"": ""MAPK"", ""start_span"": 77, ""end_span"": 81, ""type"": ""Gene_or_gene_product""}, {""token"": ""endothelial cells"", ""start_span"": 103, ""end_span"": 120, ""type"": ""Cell""}, {""token"": ""VEGFR - 2"", ""start_span"": 155, ""end_span"": 164, ""type"": ""Gene_or_gene_product""}, {""token"": ""human"", ""start_span"": 168, ""end_span"": 173, ""type"": ""Organism""}, {""token"": ""vascular endothelial cells"", ""start_span"": 174, ""end_span"": 200, ""type"": ""Cell""}, {""token"": ""VEGFR - 3"", ""start_span"": 205, ""end_span"": 214, ""type"": ""Gene_or_gene_product""}, {""token"": ""lymphatic endothelial cells"", ""start_span"": 218, ""end_span"": 245, ""type"": ""Cell""}]"	test
Rather, it has been hypothesized that, at low concentrations, MBDs produce more subtle effects on microtubule dynamics, block critical cell signaling pathways, and prevent the microtubules from properly interacting with transient subcellular assemblies ( focal adhesions and adherens junctions) whose subsequent stabilization and / or maturation are required for cell motility and cell - cell interactions.	MBDs,62,66,Chemical	microtubule,98,109,Cellular_component	cell,135,139,Cell	microtubules,176,188,Cellular_component	subcellular assemblies,230,252,Cellular_component	focal adhesions,255,270,Cellular_component	adherens junctions,275,293,Cellular_component	cell,363,367,Cell	cell,381,385,Cell	cell,388,392,Cell	"[{""token"": ""MBDs"", ""start_span"": 62, ""end_span"": 66, ""type"": ""Chemical""}, {""token"": ""microtubule"", ""start_span"": 98, ""end_span"": 109, ""type"": ""Cellular_component""}, {""token"": ""cell"", ""start_span"": 135, ""end_span"": 139, ""type"": ""Cell""}, {""token"": ""microtubules"", ""start_span"": 176, ""end_span"": 188, ""type"": ""Cellular_component""}, {""token"": ""subcellular assemblies"", ""start_span"": 230, ""end_span"": 252, ""type"": ""Cellular_component""}, {""token"": ""focal adhesions"", ""start_span"": 255, ""end_span"": 270, ""type"": ""Cellular_component""}, {""token"": ""adherens junctions"", ""start_span"": 275, ""end_span"": 293, ""type"": ""Cellular_component""}, {""token"": ""cell"", ""start_span"": 363, ""end_span"": 367, ""type"": ""Cell""}, {""token"": ""cell"", ""start_span"": 381, ""end_span"": 385, ""type"": ""Cell""}, {""token"": ""cell"", ""start_span"": 388, ""end_span"": 392, ""type"": ""Cell""}]"	test
TSC2 and PTEN are two key inhibitors of the Akt / mammalian target of rapamycin ( mTOR) pathway and the specific inhibition of mTOR with rapamycin or RAD001 inhibited cell proliferation of PET cell lines.	TSC2,0,4,Gene_or_gene_product	PTEN,9,13,Gene_or_gene_product	Akt,44,47,Gene_or_gene_product	mammalian target of rapamycin,50,79,Gene_or_gene_product	mTOR,82,86,Gene_or_gene_product	mTOR,127,131,Gene_or_gene_product	rapamycin,137,146,Chemical	RAD001,150,156,Chemical	cell,167,171,Cell	PET cell lines,189,203,Cell	"[{""token"": ""TSC2"", ""start_span"": 0, ""end_span"": 4, ""type"": ""Gene_or_gene_product""}, {""token"": ""PTEN"", ""start_span"": 9, ""end_span"": 13, ""type"": ""Gene_or_gene_product""}, {""token"": ""Akt"", ""start_span"": 44, ""end_span"": 47, ""type"": ""Gene_or_gene_product""}, {""token"": ""mammalian target of rapamycin"", ""start_span"": 50, ""end_span"": 79, ""type"": ""Gene_or_gene_product""}, {""token"": ""mTOR"", ""start_span"": 82, ""end_span"": 86, ""type"": ""Gene_or_gene_product""}, {""token"": ""mTOR"", ""start_span"": 127, ""end_span"": 131, ""type"": ""Gene_or_gene_product""}, {""token"": ""rapamycin"", ""start_span"": 137, ""end_span"": 146, ""type"": ""Chemical""}, {""token"": ""RAD001"", ""start_span"": 150, ""end_span"": 156, ""type"": ""Chemical""}, {""token"": ""cell"", ""start_span"": 167, ""end_span"": 171, ""type"": ""Cell""}, {""token"": ""PET cell lines"", ""start_span"": 189, ""end_span"": 203, ""type"": ""Cell""}]"	test
Ectopic expression of TLX in the U87MG glioma cell line and Ink4a / Arf - deficient mouse astrocytes ( Ink4a / Arf ( - / -) astrocytes) induced cell proliferation with a concomitant increase in cyclin D expression, and accelerated foci formation in soft agar and tumor formation in in vivo transplantation assays.	TLX,22,25,Gene_or_gene_product	U87MG glioma cell line,33,55,Cell	Ink4a,60,65,Gene_or_gene_product	Arf,68,71,Gene_or_gene_product	Ink4a,103,108,Gene_or_gene_product	Arf,111,114,Gene_or_gene_product	cell,144,148,Cell	cyclin D,194,202,Gene_or_gene_product	foci,231,235,Cell	tumor,263,268,Cancer	"[{""token"": ""TLX"", ""start_span"": 22, ""end_span"": 25, ""type"": ""Gene_or_gene_product""}, {""token"": ""U87MG glioma cell line"", ""start_span"": 33, ""end_span"": 55, ""type"": ""Cell""}, {""token"": ""Ink4a"", ""start_span"": 60, ""end_span"": 65, ""type"": ""Gene_or_gene_product""}, {""token"": ""Arf"", ""start_span"": 68, ""end_span"": 71, ""type"": ""Gene_or_gene_product""}, {""token"": ""Ink4a"", ""start_span"": 103, ""end_span"": 108, ""type"": ""Gene_or_gene_product""}, {""token"": ""Arf"", ""start_span"": 111, ""end_span"": 114, ""type"": ""Gene_or_gene_product""}, {""token"": ""cell"", ""start_span"": 144, ""end_span"": 148, ""type"": ""Cell""}, {""token"": ""cyclin D"", ""start_span"": 194, ""end_span"": 202, ""type"": ""Gene_or_gene_product""}, {""token"": ""foci"", ""start_span"": 231, ""end_span"": 235, ""type"": ""Cell""}, {""token"": ""tumor"", ""start_span"": 263, ""end_span"": 268, ""type"": ""Cancer""}]"	test
The apparent mesenchymal to epithelial conversion of the tumor cells mimics the conversion that occurs during embryonic kidney development, suggesting that Met - HGF / SF signaling plays a role in this process as well as in tumors that express both epithelial and mesenchymal markers.	mesenchymal,13,24,Cell	epithelial,28,38,Cell	tumor cells,57,68,Cell	embryonic kidney,110,126,Organ	Met,156,159,Gene_or_gene_product	HGF,162,165,Gene_or_gene_product	SF,168,170,Gene_or_gene_product	tumors,224,230,Cancer	epithelial,249,259,Cell	mesenchymal,264,275,Cell	"[{""token"": ""mesenchymal"", ""start_span"": 13, ""end_span"": 24, ""type"": ""Cell""}, {""token"": ""epithelial"", ""start_span"": 28, ""end_span"": 38, ""type"": ""Cell""}, {""token"": ""tumor cells"", ""start_span"": 57, ""end_span"": 68, ""type"": ""Cell""}, {""token"": ""embryonic kidney"", ""start_span"": 110, ""end_span"": 126, ""type"": ""Organ""}, {""token"": ""Met"", ""start_span"": 156, ""end_span"": 159, ""type"": ""Gene_or_gene_product""}, {""token"": ""HGF"", ""start_span"": 162, ""end_span"": 165, ""type"": ""Gene_or_gene_product""}, {""token"": ""SF"", ""start_span"": 168, ""end_span"": 170, ""type"": ""Gene_or_gene_product""}, {""token"": ""tumors"", ""start_span"": 224, ""end_span"": 230, ""type"": ""Cancer""}, {""token"": ""epithelial"", ""start_span"": 249, ""end_span"": 259, ""type"": ""Cell""}, {""token"": ""mesenchymal"", ""start_span"": 264, ""end_span"": 275, ""type"": ""Cell""}]"	test
Murine leukemia L1210 cells rendered deficient in glutathione peroxidase ( GPX) and phospholipid hydroperoxide glutathione peroxidase ( PHGPX) by Se deprivation ( L. Se ( -) cells) were found to be more sensitive to tert - butyl hydroperoxide ( t - BuOOH) cytotoxicity than Se - replete controls ( L. Se ( +) cells).	Murine,0,6,Organism	leukemia L1210 cells,7,27,Cell	glutathione peroxidase,50,72,Gene_or_gene_product	GPX,75,78,Gene_or_gene_product	phospholipid hydroperoxide glutathione peroxidase,84,133,Gene_or_gene_product	PHGPX,136,141,Gene_or_gene_product	Se,146,148,Chemical	tert - butyl hydroperoxide,216,242,Chemical	t - BuOOH,245,254,Chemical	Se,274,276,Chemical	"[{""token"": ""Murine"", ""start_span"": 0, ""end_span"": 6, ""type"": ""Organism""}, {""token"": ""leukemia L1210 cells"", ""start_span"": 7, ""end_span"": 27, ""type"": ""Cell""}, {""token"": ""glutathione peroxidase"", ""start_span"": 50, ""end_span"": 72, ""type"": ""Gene_or_gene_product""}, {""token"": ""GPX"", ""start_span"": 75, ""end_span"": 78, ""type"": ""Gene_or_gene_product""}, {""token"": ""phospholipid hydroperoxide glutathione peroxidase"", ""start_span"": 84, ""end_span"": 133, ""type"": ""Gene_or_gene_product""}, {""token"": ""PHGPX"", ""start_span"": 136, ""end_span"": 141, ""type"": ""Gene_or_gene_product""}, {""token"": ""Se"", ""start_span"": 146, ""end_span"": 148, ""type"": ""Chemical""}, {""token"": ""tert - butyl hydroperoxide"", ""start_span"": 216, ""end_span"": 242, ""type"": ""Chemical""}, {""token"": ""t - BuOOH"", ""start_span"": 245, ""end_span"": 254, ""type"": ""Chemical""}, {""token"": ""Se"", ""start_span"": 274, ""end_span"": 276, ""type"": ""Chemical""}]"	test
Many cellular and biochemical effects of curcumin in mouse fibroblast cells have been reported, such as inhibition of protein kinase C ( PKC) activity induced by phorbol 12 - myristate 13 - acetate treatment, inhibition of tyrosine protein kinase activity, and inhibition of arachidonic acid ( AA) metabolism.	cellular,5,13,Cell	curcumin,41,49,Chemical	mouse,53,58,Organism	fibroblast cells,59,75,Cell	protein kinase C,118,134,Gene_or_gene_product	PKC,137,140,Gene_or_gene_product	phorbol 12 - myristate 13 - acetate,162,197,Chemical	tyrosine,223,231,Amino_acid	arachidonic acid,275,291,Chemical	AA,294,296,Chemical	"[{""token"": ""cellular"", ""start_span"": 5, ""end_span"": 13, ""type"": ""Cell""}, {""token"": ""curcumin"", ""start_span"": 41, ""end_span"": 49, ""type"": ""Chemical""}, {""token"": ""mouse"", ""start_span"": 53, ""end_span"": 58, ""type"": ""Organism""}, {""token"": ""fibroblast cells"", ""start_span"": 59, ""end_span"": 75, ""type"": ""Cell""}, {""token"": ""protein kinase C"", ""start_span"": 118, ""end_span"": 134, ""type"": ""Gene_or_gene_product""}, {""token"": ""PKC"", ""start_span"": 137, ""end_span"": 140, ""type"": ""Gene_or_gene_product""}, {""token"": ""phorbol 12 - myristate 13 - acetate"", ""start_span"": 162, ""end_span"": 197, ""type"": ""Chemical""}, {""token"": ""tyrosine"", ""start_span"": 223, ""end_span"": 231, ""type"": ""Amino_acid""}, {""token"": ""arachidonic acid"", ""start_span"": 275, ""end_span"": 291, ""type"": ""Chemical""}, {""token"": ""AA"", ""start_span"": 294, ""end_span"": 296, ""type"": ""Chemical""}]"	test
